reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,entity
OLD_249_CA_1,"Alexandra Park",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,44009982.0
OLD_249_CA_2,"Alexandra Terrace, Moorside",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,44009981.0
OLD_249_CA_3,"Bleak Hey Nook",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,44009967.0
OLD_249_CA_4,"Boarshurst",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,44009966.0
OLD_249_CA_5,"Bottom of Woodhouses",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,44009978.0
OLD_249_CA_6,"Crompton Fold",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,44009962.0
OLD_249_CA_7,"Delph",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,OLD_249_CA_7_New
OLD_249_CA_8,"Denshaw",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,44009154.0
OLD_249_CA_9,"Diglea",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,44009977.0
OLD_249_CA_10,"Dobcross",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,44009964.0
OLD_249_CA_11,"Failsworth Pole, Oldham",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,OLD_249_CA_11_New
OLD_249_CA_12,"Garden Suburb",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,OLD_249_CA_12_New
OLD_249_CA_13,"Grange",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,44009970.0
OLD_249_CA_14,"Grasscroft",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,44009973.0
OLD_249_CA_15,"Harrop Green",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,44009979.0
OLD_249_CA_16,"Hey",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,44009959.0
OLD_249_CA_17,"Hey Top, Greenfield",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,44009980.0
OLD_249_CA_18,"Holly Grove",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,44009969.0
OLD_249_CA_19,"Ladhill Lane",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,OLD_249_CA_19_New
OLD_249_CA_20,"Lees",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,OLD_249_CA_20_New
OLD_249_CA_21,"Lydgate",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,44009976.0
OLD_249_CA_22,"New Delph",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,44009155.0
OLD_249_CA_23,"New Tame",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,OLD_249_CA_23_New
OLD_249_CA_24,"Oldham Town Centre",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,44009965.0
OLD_249_CA_25,"Park Cottages, Shaw",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,44009975.0
OLD_249_CA_26,"Royal George Mills",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,OLD_249_CA_26_New
OLD_249_CA_27,"St. Chad's Church, Saddleworth",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,OLD_249_CA_27_New
OLD_249_CA_28,"Saint James, Shaw",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,44009961.0
OLD_249_CA_29,"Saint Paul's, Royton",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,44009972.0
OLD_249_CA_30,"Scouthead",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,OLD_249_CA_30_New
OLD_249_CA_31,"Stone Breaks",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,44009971.0
OLD_249_CA_32,"Tame Water",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,44009968.0
OLD_249_CA_33,"The Old Town Hall, Chadderton",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,44009960.0
OLD_249_CA_34,"Uppermill",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,OLD_249_CA_34_New
OLD_249_CA_35,"Victoria Street, Chadderton",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,OLD_249_CA_35_New
OLD_249_CA_36,"Woodhouses",,"","","No Appraisal document. All on interactive map, no additional documentation ",,,,44009963.0
