reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,entity
D_BDF_40_CA_1_1,BDF_40_CA_1,"Bedford","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings","https://www.bedford.gov.uk/files/camanagementplanadoptedfinal2011.pdf/download?inline",area-appraisal,,,2011-03-16,,44005741.0
D_BDF_40_CA_1_2,BDF_40_CA_1,"Bedford","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings",https://www.bedford.gov.uk/files/cabedford.pdf/download?inline,area-map,,,2011-03-16,,44005741.0
D_BDF_40_CA_2_1,BDF_40_CA_2,"Biddenham","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings","https://www.bedford.gov.uk/files/biddenhamconservationarea.pdf/download?inline",area-appraisal,,,,,44005742.0
D_BDF_40_CA_2_2,BDF_40_CA_2,"Biddenham","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings",https://www.bedford.gov.uk/files/biddenhamcaboundaryrevised.pdf/download?inline,area-map,,,,,44005742.0
D_BDF_40_CA_3_1,BDF_40_CA_3,"Bletsoe","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings","https://www.bedford.gov.uk/files/bletsoeconservationareaappraisal-finalcopy10mar08.pdf/download?inline",area-appraisal,,,,,44005743.0
D_BDF_40_CA_3_2,BDF_40_CA_3,"Bletsoe","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings",https://www.bedford.gov.uk/files/cabletsoe.pdf/download?inline,area-map,,,,,44005743.0
D_BDF_40_CA_4_1,BDF_40_CA_4,"Cardington","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings","",area-appraisal,,,,,44005744.0
D_BDF_40_CA_4_2,BDF_40_CA_4,"Cardington","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings",https://www.bedford.gov.uk/files/cacardington.pdf/download?inline,area-map,,,,,44005744.0
D_BDF_40_CA_5_1,BDF_40_CA_5,"Carlton and Chellington","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings","",area-appraisal,,,,,44005745.0
D_BDF_40_CA_5_2,BDF_40_CA_5,"Carlton and Chellington","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings",https://www.bedford.gov.uk/files/cacarltonandchellington.pdf/download?inline,area-map,,,,,44005745.0
D_BDF_40_CA_6_1,BDF_40_CA_6,"Elstow","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings","https://www.bedford.gov.uk/files/elstowcaafinal.pdf/download?inline",area-appraisal,,,,,44005746.0
D_BDF_40_CA_6_2,BDF_40_CA_6,"Elstow","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings",https://www.bedford.gov.uk/files/caelstow.pdf/download?inline,area-map,,,,,44005746.0
D_BDF_40_CA_7_1,BDF_40_CA_7,"Farndish","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings","",area-appraisal,,,,,44005747.0
D_BDF_40_CA_7_2,BDF_40_CA_7,"Farndish","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings",https://www.bedford.gov.uk/files/cafarndish.pdf/download?inline,area-map,,,,,44005747.0
D_BDF_40_CA_8_1,BDF_40_CA_8,"Felmersham","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings","",area-appraisal,,,,,44005748.0
D_BDF_40_CA_8_2,BDF_40_CA_8,"Felmersham","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings",https://www.bedford.gov.uk/files/cafelmersham.pdf/download?inline,area-map,,,,,44005748.0
D_BDF_40_CA_9_1,BDF_40_CA_9,"Great Barford","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings","",area-appraisal,,,,,44005749.0
