reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,entity
D_CAR_73_CA_1_1,CAR_73_CA_1,"Botchergate","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas","https://www.carlisle.gov.uk/LinkClick.aspx?fileticket=i5-gQ7veIjg%3d&tabid=721&portalid=0&mid=2735",area-appraisal,,,1994-01-01,,44009142.0
D_CAR_73_CA_1_2,CAR_73_CA_1,"Botchergate","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",https://www.carlisle.gov.uk/LinkClick.aspx?fileticket=F6xrAe_0Xtc%3d&tabid=721&portalid=0&mid=2735,area-map,,,1994-01-01,,44009142.0
D_CAR_73_CA_2_1,CAR_73_CA_2,"Brampton","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas","https://www.carlisle.gov.uk/LinkClick.aspx?fileticket=NlgnSCyJVWw%3d&tabid=721&portalid=0&mid=2735",area-appraisal,,,1973-01-01,,44001001.0
D_CAR_73_CA_2_2,CAR_73_CA_2,"Brampton","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",https://www.carlisle.gov.uk/LinkClick.aspx?fileticket=KnyBwI94PCs%3d&tabid=721&portalid=0&mid=2735,area-map,,,1973-01-01,,44001001.0
D_CAR_73_CA_3_1,CAR_73_CA_3,"Brisco","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas","https://www.carlisle.gov.uk/LinkClick.aspx?fileticket=7aikq6jlkjw%3d&tabid=721&portalid=0&mid=2735",area-appraisal,,,2020-06-22,,44009145.0
D_CAR_73_CA_4_1,CAR_73_CA_4,"Burgh by Sands","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas","",area-appraisal,,,1978-10-31,,44001002.0
D_CAR_73_CA_4_2,CAR_73_CA_4,"Burgh by Sands","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",https://www.carlisle.gov.uk/LinkClick.aspx?fileticket=s2QSUIfz5hA%3d&tabid=721&portalid=0&mid=2735,area-map,,,1978-10-31,,44001002.0
D_CAR_73_CA_5_1,CAR_73_CA_5,"Carlisle City Centre","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas","",area-appraisal,,,,,44009143.0
D_CAR_73_CA_5_2,CAR_73_CA_5,"Carlisle City Centre","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",https://www.carlisle.gov.uk/LinkClick.aspx?fileticket=YUce58ixn00%3d&tabid=721&portalid=0&mid=2735,area-map,,,,,44009143.0
D_CAR_73_CA_6_1,CAR_73_CA_6,"Carlisle-Settle Railway","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas","",area-appraisal,,,1991-06-11,,44005076.0
D_CAR_73_CA_6_2,CAR_73_CA_6,"Carlisle-Settle Railway","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",https://www.carlisle.gov.uk/LinkClick.aspx?fileticket=vf7e2jhHURQ%3d&tabid=721&portalid=0&mid=2735,area-map,,,1991-06-11,,44005076.0
D_CAR_73_CA_7_1,CAR_73_CA_7,"Chatsworth Square and Portland Square","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas","",area-appraisal,,,1992-09-01,,44009144.0
D_CAR_73_CA_7_2,CAR_73_CA_7,"Chatsworth Square and Portland Square","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",https://www.carlisle.gov.uk/LinkClick.aspx?fileticket=1_TDX9r0FWM%3d&tabid=721&portalid=0&mid=2735,area-map,,,1992-09-01,,44009144.0
D_CAR_73_CA_8_1,CAR_73_CA_8,"Cumrew","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas","",area-appraisal,,,,,44005075.0
D_CAR_73_CA_8_2,CAR_73_CA_8,"Cumrew","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",https://www.carlisle.gov.uk/LinkClick.aspx?fileticket=5Zn8QX5W2dA%3d&tabid=721&portalid=0&mid=2735,area-map,,,,,44005075.0
D_CAR_73_CA_9_1,CAR_73_CA_9,"Dalston","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas","",area-appraisal,,,,,44001006.0
D_CAR_73_CA_9_2,CAR_73_CA_9,"Dalston","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",https://www.carlisle.gov.uk/LinkClick.aspx?fileticket=xsHevI_a5J4%3d&tabid=721&portalid=0&mid=2735,area-map,,,,,44001006.0
D_CAR_73_CA_10_1,CAR_73_CA_10,"Great Corby","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas","",area-appraisal,,,,,44001003.0
D_CAR_73_CA_10_2,CAR_73_CA_10,"Great Corby","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",https://www.carlisle.gov.uk/LinkClick.aspx?fileticket=rtkOQBoF8vc%3d&tabid=721&portalid=0&mid=2735,area-map,,,,,44001003.0
