reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,entity
D_BRY_65_CA_1_1,BRY_65_CA_1,"Aldersmead Road, Beckenham","https://www.bromley.gov.uk/conservation/conservation-areas-2","",area-appraisal,,,,,44002814.0
D_BRY_65_CA_1_2,BRY_65_CA_1,"Aldersmead Road, Beckenham","https://www.bromley.gov.uk/conservation/conservation-areas-2",https://www.bromley.gov.uk/homepage/93/conservation-areas-and-listed-buildings-in-bromley,area-map,,,,,44002814.0
D_BRY_65_CA_2_1,BRY_65_CA_2,"Alexandra Cottages (Parish Lane)","https://www.bromley.gov.uk/conservation/conservation-areas-2","",area-appraisal,,,,,44007140.0
D_BRY_65_CA_2_2,BRY_65_CA_2,"Alexandra Cottages (Parish Lane)","https://www.bromley.gov.uk/conservation/conservation-areas-2",https://www.bromley.gov.uk/homepage/93/conservation-areas-and-listed-buildings-in-bromley,area-map,,,,,44007140.0
D_BRY_65_CA_3_1,BRY_65_CA_3,"Barnmead Road, Beckenham","https://www.bromley.gov.uk/conservation/conservation-areas-2","",area-appraisal,,,,,44002815.0
D_BRY_65_CA_3_2,BRY_65_CA_3,"Barnmead Road, Beckenham","https://www.bromley.gov.uk/conservation/conservation-areas-2",https://www.bromley.gov.uk/homepage/93/conservation-areas-and-listed-buildings-in-bromley,area-map,,,,,44002815.0
D_BRY_65_CA_4_1,BRY_65_CA_4,"Beckenham Place Park","https://www.bromley.gov.uk/conservation/conservation-areas-2","",area-appraisal,,,,,44009101.0
D_BRY_65_CA_4_2,BRY_65_CA_4,"Beckenham Place Park","https://www.bromley.gov.uk/conservation/conservation-areas-2",https://www.bromley.gov.uk/homepage/93/conservation-areas-and-listed-buildings-in-bromley,area-map,,,,,44009101.0
D_BRY_65_CA_5_1,BRY_65_CA_5,"Beckenham Town Centre","https://www.bromley.gov.uk/conservation/conservation-areas-2","",area-appraisal,,,,,BRY_65_CA_5_New
D_BRY_65_CA_5_2,BRY_65_CA_5,"Beckenham Town Centre","https://www.bromley.gov.uk/conservation/conservation-areas-2",https://www.bromley.gov.uk/homepage/93/conservation-areas-and-listed-buildings-in-bromley,area-map,,,,,BRY_65_CA_5_New
D_BRY_65_CA_6_1,BRY_65_CA_6,"Belvedere Road, Anerley","https://www.bromley.gov.uk/conservation/conservation-areas-2","",area-appraisal,,,,,44002843.0
D_BRY_65_CA_6_2,BRY_65_CA_6,"Belvedere Road, Anerley","https://www.bromley.gov.uk/conservation/conservation-areas-2",https://www.bromley.gov.uk/homepage/93/conservation-areas-and-listed-buildings-in-bromley,area-map,,,,,44002843.0
D_BRY_65_CA_7_1,BRY_65_CA_7,"Bickley Park","https://www.bromley.gov.uk/conservation/conservation-areas-2","",area-appraisal,,,,,44002817.0
D_BRY_65_CA_7_2,BRY_65_CA_7,"Bickley Park","https://www.bromley.gov.uk/conservation/conservation-areas-2",https://www.bromley.gov.uk/homepage/93/conservation-areas-and-listed-buildings-in-bromley,area-map,,,,,44002817.0
D_BRY_65_CA_8_1,BRY_65_CA_8,"Biggin Hill RAF Station","https://www.bromley.gov.uk/conservation/conservation-areas-2","",area-appraisal,,,,,44002826.0
D_BRY_65_CA_8_2,BRY_65_CA_8,"Biggin Hill RAF Station","https://www.bromley.gov.uk/conservation/conservation-areas-2",https://www.bromley.gov.uk/homepage/93/conservation-areas-and-listed-buildings-in-bromley,area-map,,,,,44002826.0
D_BRY_65_CA_9_1,BRY_65_CA_9,"Bromley Common","https://www.bromley.gov.uk/conservation/conservation-areas-2","",area-appraisal,,,,,44002823.0
D_BRY_65_CA_9_2,BRY_65_CA_9,"Bromley Common","https://www.bromley.gov.uk/conservation/conservation-areas-2",https://www.bromley.gov.uk/homepage/93/conservation-areas-and-listed-buildings-in-bromley,area-map,,,,,44002823.0
D_BRY_65_CA_10_1,BRY_65_CA_10,"Bromley Town Centre","https://www.bromley.gov.uk/conservation/conservation-areas-2","https://cds.bromley.gov.uk/ieListDocuments.aspx?CId=121&MId=7095",area-appraisal,,,,,44009025.0
D_BRY_65_CA_10_2,BRY_65_CA_10,"Bromley Town Centre","https://www.bromley.gov.uk/conservation/conservation-areas-2",https://www.bromley.gov.uk/homepage/93/conservation-areas-and-listed-buildings-in-bromley,area-map,,,,,44009025.0
D_BRY_65_CA_11_1,BRY_65_CA_11,"Bromley, Hayes and Keston Commons","https://www.bromley.gov.uk/conservation/conservation-areas-2","",area-appraisal,,,,,44007230.0
D_BRY_65_CA_11_2,BRY_65_CA_11,"Bromley, Hayes and Keston Commons","https://www.bromley.gov.uk/conservation/conservation-areas-2",https://www.bromley.gov.uk/homepage/93/conservation-areas-and-listed-buildings-in-bromley,area-map,,,,,44007230.0
D_BRY_65_CA_12_1,BRY_65_CA_12,"Broomhill, Orpington","https://www.bromley.gov.uk/conservation/conservation-areas-2","",area-appraisal,,,,,44002832.0
D_BRY_65_CA_12_2,BRY_65_CA_12,"Broomhill, Orpington","https://www.bromley.gov.uk/conservation/conservation-areas-2",https://www.bromley.gov.uk/homepage/93/conservation-areas-and-listed-buildings-in-bromley,area-map,,,,,44002832.0
D_BRY_65_CA_13_1,BRY_65_CA_13,"Cator Road, Sydenham","https://www.bromley.gov.uk/conservation/conservation-areas-2","",area-appraisal,,,,,44002840.0
D_BRY_65_CA_13_2,BRY_65_CA_13,"Cator Road, Sydenham","https://www.bromley.gov.uk/conservation/conservation-areas-2",https://www.bromley.gov.uk/homepage/93/conservation-areas-and-listed-buildings-in-bromley,area-map,,,,,44002840.0
D_BRY_65_CA_14_1,BRY_65_CA_14,"Chancery Lane, Beckenham","https://www.bromley.gov.uk/conservation/conservation-areas-2","",area-appraisal,,,,,44002818.0
D_BRY_65_CA_14_2,BRY_65_CA_14,"Chancery Lane, Beckenham","https://www.bromley.gov.uk/conservation/conservation-areas-2",https://www.bromley.gov.uk/homepage/93/conservation-areas-and-listed-buildings-in-bromley,area-map,,,,,44002818.0
D_BRY_65_CA_15_1,BRY_65_CA_15,"Chelsfield","https://www.bromley.gov.uk/conservation/conservation-areas-2","",area-appraisal,,,,,44002827.0
D_BRY_65_CA_15_2,BRY_65_CA_15,"Chelsfield","https://www.bromley.gov.uk/conservation/conservation-areas-2",https://www.bromley.gov.uk/homepage/93/conservation-areas-and-listed-buildings-in-bromley,area-map,,,,,44002827.0
D_BRY_65_CA_16_1,BRY_65_CA_16,"Chislehurst","https://www.bromley.gov.uk/conservation/conservation-areas-2","",area-appraisal,,,,,44009023.0
D_BRY_65_CA_16_2,BRY_65_CA_16,"Chislehurst","https://www.bromley.gov.uk/conservation/conservation-areas-2",https://www.bromley.gov.uk/homepage/93/conservation-areas-and-listed-buildings-in-bromley,area-map,,,,,44009023.0
D_BRY_65_CA_17_1,BRY_65_CA_17,"Chislehurst Road, Petts Wood","https://www.bromley.gov.uk/conservation/conservation-areas-2","https://cds.bromley.gov.uk/documents/g7098/Public%20minutes%20Wednesday%2024-Nov-2021%2019.00%20Executive.pdf?T=11",area-appraisal,,,,,44002822.0
D_BRY_65_CA_17_2,BRY_65_CA_17,"Chislehurst Road, Petts Wood","https://www.bromley.gov.uk/conservation/conservation-areas-2",https://cds.bromley.gov.uk/documents/s50093556/Exec%20241121%20Conservation%20Areas%20Enc3%20Chislehurst%20Road%20Extensions%20Map.pdf,area-map,,,,,44002822.0
D_BRY_65_CA_18_1,BRY_65_CA_18,"Copers Cope","https://www.bromley.gov.uk/conservation/conservation-areas-2","",area-appraisal,,,,,44002846.0
D_BRY_65_CA_18_2,BRY_65_CA_18,"Copers Cope","https://www.bromley.gov.uk/conservation/conservation-areas-2",https://www.bromley.gov.uk/homepage/93/conservation-areas-and-listed-buildings-in-bromley,area-map,,,,,44002846.0
D_BRY_65_CA_19_1,BRY_65_CA_19,"Crystal Palace Park","https://www.bromley.gov.uk/conservation/conservation-areas-2","",area-appraisal,,,,,44002842.0
D_BRY_65_CA_19_2,BRY_65_CA_19,"Crystal Palace Park","https://www.bromley.gov.uk/conservation/conservation-areas-2",https://www.bromley.gov.uk/homepage/93/conservation-areas-and-listed-buildings-in-bromley,area-map,,,,,44002842.0
