reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,entity
BRY_65_CA_1,"Aldersmead Road, Beckenham",,"","https://www.bromley.gov.uk/conservation/conservation-areas-2","No Appraisal document.  ",,,,44002814.0
BRY_65_CA_2,"Alexandra Cottages (Parish Lane)",,"","https://www.bromley.gov.uk/conservation/conservation-areas-2","No Appraisal document.  ",,,,44007140.0
BRY_65_CA_3,"Barnmead Road, Beckenham",,"","https://www.bromley.gov.uk/conservation/conservation-areas-2","No Appraisal document.  ",,,,44002815.0
BRY_65_CA_4,"Beckenham Place Park",,"","https://www.bromley.gov.uk/conservation/conservation-areas-2","No Appraisal document.  ",,,,44009101.0
BRY_65_CA_5,"Beckenham Town Centre",,"","https://www.bromley.gov.uk/conservation/conservation-areas-2","No Appraisal document.  ",,,,BRY_65_CA_5_New
BRY_65_CA_6,"Belvedere Road, Anerley",,"","https://www.bromley.gov.uk/conservation/conservation-areas-2","No Appraisal document.  ",,,,44002843.0
BRY_65_CA_7,"Bickley Park",,"","https://www.bromley.gov.uk/conservation/conservation-areas-2","No Appraisal document.  ",,,,44002817.0
BRY_65_CA_8,"Biggin Hill RAF Station",,"","https://www.bromley.gov.uk/conservation/conservation-areas-2","No Appraisal document.  ",,,,44002826.0
BRY_65_CA_9,"Bromley Common",,"","https://www.bromley.gov.uk/conservation/conservation-areas-2","No Appraisal document.  ",,,,44002823.0
BRY_65_CA_10,"Bromley Town Centre",,"https://cds.bromley.gov.uk/ieListDocuments.aspx?CId=121&MId=7095","https://www.bromley.gov.uk/conservation/conservation-areas-2"," ",,,,44009025.0
BRY_65_CA_11,"Bromley, Hayes and Keston Commons",,"","https://www.bromley.gov.uk/conservation/conservation-areas-2","No Appraisal document.  ",,,,44007230.0
BRY_65_CA_12,"Broomhill, Orpington",,"","https://www.bromley.gov.uk/conservation/conservation-areas-2","No Appraisal document.  ",,,,44002832.0
BRY_65_CA_13,"Cator Road, Sydenham",,"","https://www.bromley.gov.uk/conservation/conservation-areas-2","No Appraisal document.  ",,,,44002840.0
BRY_65_CA_14,"Chancery Lane, Beckenham",,"","https://www.bromley.gov.uk/conservation/conservation-areas-2","No Appraisal document.  ",,,,44002818.0
BRY_65_CA_15,"Chelsfield",,"","https://www.bromley.gov.uk/conservation/conservation-areas-2","No Appraisal document.  ",,,,44002827.0
BRY_65_CA_16,"Chislehurst",,"","https://www.bromley.gov.uk/conservation/conservation-areas-2","No Appraisal document.  ",,,,44009023.0
BRY_65_CA_17,"Chislehurst Road, Petts Wood",,"https://cds.bromley.gov.uk/documents/g7098/Public%20minutes%20Wednesday%2024-Nov-2021%2019.00%20Executive.pdf?T=11","https://www.bromley.gov.uk/conservation/conservation-areas-2"," ",,,,44002822.0
BRY_65_CA_18,"Copers Cope",,"","https://www.bromley.gov.uk/conservation/conservation-areas-2","No Appraisal document.  ",,,,44002846.0
BRY_65_CA_19,"Crystal Palace Park",,"","https://www.bromley.gov.uk/conservation/conservation-areas-2","No Appraisal document.  ",,,,44002842.0
BRY_65_CA_20,"Cudham Village",,"","https://www.bromley.gov.uk/conservation/conservation-areas-2","No Appraisal document.  ",,,,44009042.0
BRY_65_CA_21,"Downe",,"","https://www.bromley.gov.uk/conservation/conservation-areas-2","No Appraisal document.  ",,,,44002828.0
BRY_65_CA_22,"Downs Hill, Beckenham",,"","https://www.bromley.gov.uk/conservation/conservation-areas-2","No Appraisal document.  ",,,,44009096.0
