reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,entity
EDN_120_CA_1,"Alston",,"https://www.eden.gov.uk/media/6424/alstonconservationareaappraisalmanagementplan_publication-version.pdf","https://www.eden.gov.uk/planning-and-building/conservation/conservation-areas/list-of-conservation-areas/","  Extra documents are available.  Best Map is shown on page 8 of the appraisal document. ",,2023-03-14,,44002991.0
EDN_120_CA_2,"Appleby",,"https://www.eden.gov.uk/media/6197/applebycaamp.pdf","https://www.eden.gov.uk/planning-and-building/conservation/conservation-areas/list-of-conservation-areas/","  Best Map is shown on page 11 of the appraisal document. ",,2022-03-15,,44002986.0
EDN_120_CA_3,"Church Brough",,"","","No Appraisal document.  ",,1969-11-18,,44002987.0
EDN_120_CA_4,"Dufton",,"https://www.eden.gov.uk/media/5788/dufton_ca_character_appraisal_mgt_plan_accessible.pdf","https://www.eden.gov.uk/planning-and-building/conservation/conservation-areas/list-of-conservation-areas/","  Best Map is shown on page 11 of the appraisal document. ",,2005-06-27,,44003004.0
EDN_120_CA_5,"Edenhall",,"https://www.eden.gov.uk/media/5790/edenhall_ca_character_appraisal_mgt_plan.pdf","https://www.eden.gov.uk/planning-and-building/conservation/conservation-areas/list-of-conservation-areas/","  Best Map is shown on page 11 of the appraisal document. ",,2004-09-27,,44003003.0
EDN_120_CA_6,"Gamblesby",,"","","No Appraisal document.  ",,1994-12-01,,44002996.0
EDN_120_CA_7,"Garrigill",,"https://www.eden.gov.uk/media/5792/garrigill_ca_character_appraisal_mgt_plan_accessible.pdf","https://www.eden.gov.uk/planning-and-building/conservation/conservation-areas/list-of-conservation-areas/","Character Appraisal  Best Map is shown on page 11 of the appraisal document. ",,2000-11-16,,44003000.0
EDN_120_CA_8,"Great Salkeld",,"https://www.eden.gov.uk/media/5794/great_salkeld_ca_character_appraisal_mgt_plan_accessible.pdf","https://www.eden.gov.uk/planning-and-building/conservation/conservation-areas/list-of-conservation-areas/","Character Appraisal  Best Map is shown on page 11 of the appraisal document. ",,2008-04-17,,44003005.0
EDN_120_CA_9,"Hunsonby",,"","","No Appraisal document.  ",,1994-12-01,,44005077.0
EDN_120_CA_10,"King's Meaburn",,"","","No Appraisal document.  ",,1969-11-18,,44002988.0
EDN_120_CA_11,"Kirkby Stephen",,"","","No Appraisal document.  ",,1976-05-27,,44002992.0
EDN_120_CA_12,"Kirkoswald",,"https://www.eden.gov.uk/media/5791/ko_ca_character_appraisal_mgt_plan.pdf","https://www.eden.gov.uk/planning-and-building/conservation/conservation-areas/list-of-conservation-areas/","  Best Map is shown on page 9 of the appraisal document. ",,1999-12-16,,44002997.0
EDN_120_CA_13,"Milburn",,"","","No Appraisal document.  ",,1975-05-08,,44002990.0
EDN_120_CA_14,"Penrith",,"https://www.eden.gov.uk/media/2450/penrithcacharacterappraisal20104021.pdf","https://www.eden.gov.uk/planning-and-building/conservation/conservation-areas/list-of-conservation-areas/","  Best Map is shown on page 34 of the appraisal document. ",,2010-05-04,,44005078.0
EDN_120_CA_15,"Penrith New Streets",,"","","No Appraisal document.  ",,1992-08-20,,44002993.0
EDN_120_CA_16,"Settle to Carlisle Railway",,"","","No Appraisal document.  ",,1991-06-20,,44005079.0
EDN_120_CA_17,"Skirwith",,"https://www.eden.gov.uk/media/5789/skirwith_ca_character_appraisal_mgt_plan.pdf","https://www.eden.gov.uk/planning-and-building/conservation/conservation-areas/list-of-conservation-areas/","Character Appraisal  Best Map is shown on page 10 of the appraisal document. ",,2020-11-16,,44003001.0
EDN_120_CA_18,"Temple Sowerby",,"https://www.eden.gov.uk/media/5787/temple_sowerby_ca_character_appraisal_mngt_plan.pdf","https://www.eden.gov.uk/planning-and-building/conservation/conservation-areas/list-of-conservation-areas/","Character Appraisal  Best Map is shown on page 9 of the appraisal document. ",,2020-06-16,,44002999.0
