reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,entity
D_DER_107_CA_1_1,DER_107_CA_1,"Allestree","https://www.derby.gov.uk/environment-and-planning/conservation/conservation-areas/","https://www.derby.gov.uk/media/derbycitycouncil/contentassets/documents/environmentandplanning/conservation/DerbyCityCouncil-AllestreeConservationArea.pdf",area-appraisal,,,1991-09-01,,44000854.0
D_DER_107_CA_2_1,DER_107_CA_2,"Arboretum","https://www.derby.gov.uk/environment-and-planning/conservation/conservation-areas/","https://www.derby.gov.uk/media/derbycitycouncil/contentassets/documents/environmentandplanning/conservation/DerbyCityCouncil-ArboretumConservationArea.pdf",area-appraisal,,,1975-03-01,,44000849.0
D_DER_107_CA_3_1,DER_107_CA_3,"City Centre","https://www.derby.gov.uk/environment-and-planning/conservation/conservation-areas/","https://www.derby.gov.uk/media/derbycitycouncil/contentassets/documents/environmentandplanning/conservation/DerbyCityCouncil-conservation-area-city-centre.pdf",area-appraisal,,,1987-10-01,,44000848.0
D_DER_107_CA_3_2,DER_107_CA_3,"City Centre","https://www.derby.gov.uk/environment-and-planning/conservation/conservation-areas/",https://www.derby.gov.uk/media/derbycitycouncil/contentassets/documents/environmentandplanning/conservation/derby-city-centre-character-area-map.pdf,area-map,,,1987-10-01,,44000848.0
D_DER_107_CA_4_1,DER_107_CA_4,"Darley Abbey","https://www.derby.gov.uk/environment-and-planning/conservation/conservation-areas/","https://www.derby.gov.uk/media/derbycitycouncil/contentassets/documents/environmentandplanning/conservation/DerbyCityCouncil-DarleyAbbeyConservationArea.pdf",area-appraisal,,,2003-01-01,,44000861.0
D_DER_107_CA_5_1,DER_107_CA_5,"Friar Gate","https://www.derby.gov.uk/environment-and-planning/conservation/conservation-areas/","https://www.derby.gov.uk/media/derbycitycouncil/contentassets/documents/environmentandplanning/conservation/DerbyCityCouncil-conservation-area-friar-gate.pdf",area-appraisal,,,1987-10-01,,44000859.0
D_DER_107_CA_5_2,DER_107_CA_5,"Friar Gate","https://www.derby.gov.uk/environment-and-planning/conservation/conservation-areas/",https://maps.derby.gov.uk/webmap/Map.aspx?MapName=PublicMaps,area-map,,,1987-10-01,,44000859.0
D_DER_107_CA_6_1,DER_107_CA_6,"Hartington Street","https://www.derby.gov.uk/environment-and-planning/conservation/conservation-areas/","https://www.derby.gov.uk/media/derbycitycouncil/contentassets/documents/environmentandplanning/conservation/DerbyCityCouncil-HartingtonStreetConservationArea.pdf",area-appraisal,,,1982-11-01,,44000851.0
D_DER_107_CA_7_1,DER_107_CA_7,"Highfield Cottages","https://www.derby.gov.uk/environment-and-planning/conservation/conservation-areas/","https://www.derby.gov.uk/media/derbycitycouncil/contentassets/documents/environmentandplanning/conservation/DerbyCityCouncil-HighfieldCottagesConservationArea.pdf",area-appraisal,,,1993-01-13,,44000858.0
D_DER_107_CA_8_1,DER_107_CA_8,"Leylands","https://www.derby.gov.uk/environment-and-planning/conservation/conservation-areas/","https://www.derby.gov.uk/media/derbycitycouncil/contentassets/documents/environmentandplanning/conservation/DerbyCityCouncil-LeylandsConservationArea.pdf",area-appraisal,,,1994-01-06,,44000856.0
D_DER_107_CA_9_1,DER_107_CA_9,"Little Chester","https://www.derby.gov.uk/environment-and-planning/conservation/conservation-areas/","https://www.derby.gov.uk/media/derbycitycouncil/contentassets/documents/environmentandplanning/conservation/DerbyCityCouncil-LittleChesterConservationArea.pdf",area-appraisal,,,1991-09-01,,44000860.0
D_DER_107_CA_10_1,DER_107_CA_10,"Markeaton","https://www.derby.gov.uk/environment-and-planning/conservation/conservation-areas/","https://www.derby.gov.uk/media/derbycitycouncil/contentassets/documents/environmentandplanning/conservation/DerbyCityCouncil-MarkeatonConservationArea.pdf",area-appraisal,,,1975-09-01,,44000855.0
D_DER_107_CA_11_1,DER_107_CA_11,"Mickleover","https://www.derby.gov.uk/environment-and-planning/conservation/conservation-areas/","https://www.derby.gov.uk/media/derbycitycouncil/contentassets/documents/environmentandplanning/conservation/DerbyCityCouncil-MickleoverConservationArea.pdf",area-appraisal,,,1975-03-01,,44000852.0
D_DER_107_CA_12_1,DER_107_CA_12,"Nottingham Road","https://www.derby.gov.uk/environment-and-planning/conservation/conservation-areas/","https://www.derby.gov.uk/media/derbycitycouncil/contentassets/documents/environmentandplanning/conservation/DerbyCityCouncil-NottinghamRoadConservationArea.pdf",area-appraisal,,,1993-06-09,,44000857.0
D_DER_107_CA_13_1,DER_107_CA_13,"Railway","https://www.derby.gov.uk/environment-and-planning/conservation/conservation-areas/","https://www.derby.gov.uk/media/derbycitycouncil/contentassets/documents/environmentandplanning/conservation/DerbyCityCouncil-RailwayConservationArea.pdf",area-appraisal,,,2009-04-21,,44004686.0
D_DER_107_CA_14_1,DER_107_CA_14,"Spondon","https://www.derby.gov.uk/environment-and-planning/conservation/conservation-areas/","https://www.derby.gov.uk/media/derbycitycouncil/contentassets/documents/environmentandplanning/conservation/DerbyCityCouncil-SpondonConservationArea.pdf",area-appraisal,,,1986-01-01,,44000853.0
D_DER_107_CA_15_1,DER_107_CA_15,"Strutts Park","https://www.derby.gov.uk/environment-and-planning/conservation/conservation-areas/","https://www.derby.gov.uk/media/derbycitycouncil/contentassets/documents/environmentandplanning/conservation/DerbyCityCouncil-StruttsParkConservationArea.pdf",area-appraisal,,,1991-11-01,,44000850.0
