reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,entity
REI_264_CA_1,"Reigate, Chart Lane",,"https://www.reigate-banstead.gov.uk/download/downloads/id/2278/chart_lane_conservation_area_character_appraisal_-_draft.pdf","https://www.reigate-banstead.gov.uk/downloads/download/165/draft_conservation_area_character_appraisals","  Best Map is shown on page 2 of the appraisal document. ",,,,44004248.0
REI_264_CA_2,"Horley, Church Road",,"https://www.reigate-banstead.gov.uk/download/downloads/id/2285/horley_conservation_area_character_appraisal_-_draft.pdf","https://www.reigate-banstead.gov.uk/downloads/download/165/draft_conservation_area_character_appraisals","  Best Map is shown on page 2 of the appraisal document. ",,,,REI_264_CA_2_New
REI_264_CA_3,"Salfords, Cross Oak Lane",,"https://www.reigate-banstead.gov.uk/download/downloads/id/2283/crossoak_conservation_area_character_appraisal_-_draft.pdf","https://www.reigate-banstead.gov.uk/downloads/download/165/draft_conservation_area_character_appraisals"," ",,,,44004242.0
REI_264_CA_4,"Chipstead, Elmore Road",,"https://www.reigate-banstead.gov.uk/download/downloads/id/2279/chipstead_elmore_road_conservation_area_character_appraisal_-_draft_part_1.pdf","https://www.reigate-banstead.gov.uk/downloads/download/165/draft_conservation_area_character_appraisals","  Extra documents are available. ",,,,44004238.0
REI_264_CA_5,"Reigate, Flanchford Road and Colley Lane",,"https://www.reigate-banstead.gov.uk/download/downloads/id/2284/flanchford_road_and_colley_lane_conservation_area_character_appraisal_-_draft.pdf","https://www.reigate-banstead.gov.uk/download/downloads/id/2284/flanchford_road_and_colley_lane_conservation_area_character_appraisal_-_draft.pdf","  Best Map is shown on page 2 of the appraisal document. ",,,,44004247.0
REI_264_CA_6,"Chipstead, High Road",,"https://www.reigate-banstead.gov.uk/download/downloads/id/2281/chipstead_high_road_conservation_area_character_appraisal_-_draft_part_1.pdf","https://www.reigate-banstead.gov.uk/downloads/download/165/draft_conservation_area_character_appraisals","  Extra documents are available. ",,,,44004239.0
REI_264_CA_7,"Kingswood",,"https://www.reigate-banstead.gov.uk/download/downloads/id/2286/kingswood_conservation_area_character_appraisal_-_draft.pdf","https://www.reigate-banstead.gov.uk/downloads/download/165/draft_conservation_area_character_appraisals","  Best Map is shown on page 2 of the appraisal document. ",,,,44004235.0
REI_264_CA_8,"Redhill, Linkfield Street",,"https://www.reigate-banstead.gov.uk/download/downloads/id/2287/linkfield_street_conservation_area_character_appraisal_-_draft_2015.pdf","https://www.reigate-banstead.gov.uk/downloads/download/165/draft_conservation_area_character_appraisals","  Best Map is shown on page 2 of the appraisal document. ",,,,44004244.0
REI_264_CA_9,"Horley, Massetts Road",,"https://www.reigate-banstead.gov.uk/download/downloads/id/2288/massetts_road_conservation_area_character_appraisal_-_draft.pdf","https://www.reigate-banstead.gov.uk/downloads/download/165/draft_conservation_area_character_appraisals","  Best Map is shown on page 7 of the appraisal document. ",,,,44001992.0
REI_264_CA_10,"Merstham Village",,"https://www.reigate-banstead.gov.uk/download/downloads/id/2289/merstham_conservation_area_character_appraisal_-_draft_part_1.pdf","https://www.reigate-banstead.gov.uk/downloads/download/165/draft_conservation_area_character_appraisals","  Extra documents are available.  Best Map is shown on page 2 of the appraisal document. ",,,,44004240.0
REI_264_CA_11,"Netherne-on-the-Hill",,"https://www.reigate-banstead.gov.uk/download/downloads/id/2291/netherne_conservation_area_character_appraisal_-_draft.pdf","https://www.reigate-banstead.gov.uk/downloads/file/2291/netherne_conservation_area_character_appraisal_-_draft"," ",,,,44004237.0
REI_264_CA_12,"Banstead, Park Road and Mint Road",,"https://www.reigate-banstead.gov.uk/download/downloads/id/2276/banstead_conservation_area_character_appraisal_-_draft_part_1.pdf","https://www.reigate-banstead.gov.uk/downloads/download/165/draft_conservation_area_character_appraisals","  Extra documents are available. ",,,,44004234.0
REI_264_CA_13,"Redhill, Redstone Hill",,"https://www.reigate-banstead.gov.uk/download/downloads/id/2293/redstone_hill_conservation_area_character_appraisal_-_draft.pdf","https://www.reigate-banstead.gov.uk/downloads/download/165/draft_conservation_area_character_appraisals","  Best Map is shown on page 7 of the appraisal document. ",,,,44002157.0
REI_264_CA_14,"Redhill, Station Road",,"https://www.reigate-banstead.gov.uk/download/downloads/id/2292/redhill_conservation_area_character_appraisal_-_draft.pdf","https://www.reigate-banstead.gov.uk/downloads/download/165/draft_conservation_area_character_appraisals","  Best Map is shown on page 2 of the appraisal document. ",,,,REI_264_CA_14_New
REI_264_CA_15,"Reigate Town Centre",,"https://www.reigate-banstead.gov.uk/download/downloads/id/2294/reigate_conservation_area_character_appraisal_-_draft.pdf","https://www.reigate-banstead.gov.uk/downloads/download/165/draft_conservation_area_character_appraisals","  Best Map is shown on page 2 of the appraisal document. ",,,,44004249.0
REI_264_CA_16,"Merstham, Rockshaw Road",,"https://www.reigate-banstead.gov.uk/download/downloads/id/2295/rockshaw_conservation_area_character_appraisal_-_draft.pdf","https://www.reigate-banstead.gov.uk/downloads/download/165/draft_conservation_area_character_appraisals"," ",,,,44001940.0
REI_264_CA_17,"Redhill, Shaws Corner",,"https://www.reigate-banstead.gov.uk/download/downloads/id/2296/shaws_corner_conservation_area_character_appraisal_-_draft.pdf","https://www.reigate-banstead.gov.uk/downloads/download/165/draft_conservation_area_character_appraisals","  Best Map is shown on page 5 of the appraisal document. ",,,,44004245.0
REI_264_CA_18,"Reigate, Somers Road",,"https://www.reigate-banstead.gov.uk/download/downloads/id/2297/somers_road_conservation_area_character_appraisal_-_draft.pdf","https://www.reigate-banstead.gov.uk/downloads/download/165/draft_conservation_area_character_appraisals"," ",,,,44001914.0
REI_264_CA_19,"Redhill, St John's",,"https://www.reigate-banstead.gov.uk/download/downloads/id/2298/st_johns_conservation_area_character_appraisal_-_draft.pdf","https://www.reigate-banstead.gov.uk/downloads/download/165/draft_conservation_area_character_appraisals","  Best Map is shown on page 2 of the appraisal document. ",,,,44004243.0
REI_264_CA_20,"Walton on the Hill",,"https://www.reigate-banstead.gov.uk/download/downloads/id/2299/walton_on_the_hill_conservation_area_character_appraisal_-_draft.pdf","https://www.reigate-banstead.gov.uk/downloads/download/165/draft_conservation_area_character_appraisals","  Best Map is shown on page 7 of the appraisal document. ",,,,44004236.0
REI_264_CA_21,"Reigate, Wray Common",,"https://www.reigate-banstead.gov.uk/download/downloads/id/2300/wray_common_conservation_area_character_appraisal_-_draft.pdf","https://www.reigate-banstead.gov.uk/downloads/download/165/draft_conservation_area_character_appraisals","  Best Map is shown on page 2 of the appraisal document. ",,,,44004246.0
