reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,entity
BDF_40_CA_1,"Bedford",,"https://www.bedford.gov.uk/files/camanagementplanadoptedfinal2011.pdf/download?inline","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings"," ",,2011-03-16,,44005741.0
BDF_40_CA_2,"Biddenham",,"https://www.bedford.gov.uk/files/biddenhamconservationarea.pdf/download?inline","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings"," ",,,,44005742.0
BDF_40_CA_3,"Bletsoe",,"https://www.bedford.gov.uk/files/bletsoeconservationareaappraisal-finalcopy10mar08.pdf/download?inline","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings"," ",,,,44005743.0
BDF_40_CA_4,"Cardington",,"","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings","No Appraisal document.  ",,,,44005744.0
BDF_40_CA_5,"Carlton and Chellington",,"","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings","No Appraisal document.  ",,,,44005745.0
BDF_40_CA_6,"Elstow",,"https://www.bedford.gov.uk/files/elstowcaafinal.pdf/download?inline","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings"," ",,,,44005746.0
BDF_40_CA_7,"Farndish",,"","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings","No Appraisal document.  ",,,,44005747.0
BDF_40_CA_8,"Felmersham",,"","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings","No Appraisal document.  ",,,,44005748.0
BDF_40_CA_9,"Great Barford",,"","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings","No Appraisal document.  ",,,,44005749.0
BDF_40_CA_10,"Great Barford and Green End",,"","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings","No Appraisal document.  ",,,,44005751.0
BDF_40_CA_11,"Great Barford Hill",,"","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings","No Appraisal document.  ",,,,44005750.0
BDF_40_CA_12,"Harrold",,"","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings","No Appraisal document.  ",,,,44005752.0
BDF_40_CA_13,"Hinwick",,"https://www.bedford.gov.uk/files/hinwickconservationareafinal161111.pdf/download?inline","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings"," ",,,,BDF_40_CA_13_New
BDF_40_CA_14,"Kempston",,"","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings","No Appraisal document.  ",,,,44005753.0
BDF_40_CA_15,"Little Barford",,"https://www.bedford.gov.uk/files/little-barford-conservation-area-acc.pdf/download?inline","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings"," ",,,,BDF_40_CA_15_New
BDF_40_CA_16,"Odell",,"","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings","No Appraisal document.  ",,,,44005754.0
BDF_40_CA_17,"Pavenham",,"","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings","No Appraisal document.  ",,,,44005755.0
BDF_40_CA_18,"Podington",,"","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings","No Appraisal document.  ",,,,44005756.0
BDF_40_CA_19,"Riseley",,"","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings","No Appraisal document.  ",,,,44006492.0
BDF_40_CA_20,"Riseley North",,"","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings","No Appraisal document.  ",,,,BDF_40_CA_20_New
BDF_40_CA_21,"Roxton",,"","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings","No Appraisal document.  ",,,,44005757.0
BDF_40_CA_22,"Sharnbrook",,"","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings","No Appraisal document.  ",,,,44005758.0
BDF_40_CA_23,"Stevington",,"","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings","No Appraisal document.  ",,,,44005759.0
BDF_40_CA_24,"Stewartby",,"https://www.bedford.gov.uk/files/stewartbyconservationareafinal161111.pdf/download?inline","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings"," ",,,,44005760.0
BDF_40_CA_25,"Swineshead",,"","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings","No Appraisal document.  ",,,,44005761.0
BDF_40_CA_26,"Thurleigh",,"","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings","No Appraisal document.  ",,,,44005762.0
BDF_40_CA_27,"Turvey",,"","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings","No Appraisal document.  ",,,,44005763.0
BDF_40_CA_28,"Upper Dean",,"","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings","No Appraisal document.  ",,,,44005764.0
BDF_40_CA_29,"Wootton",,"","https://www.bedford.gov.uk/planning-and-building-control/conservation-and-heritage/historic-areas-and-buildings","No Appraisal document.  ",,,,44005765.0
