reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,ca_entity
383_WOX_CA1,"Alvescot",,"https://www.westoxon.gov.uk/media/jpulbak4/alvescot-conservation-area-character-appraisal.pdf","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive mapExtra documents are available. ",,,,44002144
383_WOX_CA2,"Asthall",,"","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive map. No appraisal document",,,,44001907
383_WOX_CA3,"Aston",,"","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive map. No appraisal document",,,,44002251
383_WOX_CA4,"Bampton",,"","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive map. No appraisal document",,,,44002137
383_WOX_CA5,"The Bartons",,"","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive map. No appraisal document",,,,44006680
383_WOX_CA6,"Bladon",,"https://www.westoxon.gov.uk/media/5qofp2vq/bladon-conservation-area-character-appraisal.pdf","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive mapExtra documents are available. ",,,,44006679
383_WOX_CA7,"Burford",,"","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive map. No appraisal document",,,,44002049
383_WOX_CA8,"Cassington",,"https://www.westoxon.gov.uk/media/nfyj1j5j/cassington-conservation-area-character-appraisal.pdf","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive mapExtra documents are available. ",,,,44002188
383_WOX_CA9,"Charlbury",,"","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive map. No appraisal document",,,,44002064
383_WOX_CA10,"Chastleton",,"https://www.westoxon.gov.uk/media/kekbffw1/chastleton-conservation-area-character-appraisal.pdf","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive mapExtra documents are available. ",,,,44002177
383_WOX_CA11,"Chipping Norton",,"https://www.westoxon.gov.uk/media/bexlzdel/chipping-norton-conservation-area-character-appraisal.pdf","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive mapExtra documents are available. ",,,,44005536
383_WOX_CA12,"Church Hanborough",,"","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive map. No appraisal document",,,,44002295
383_WOX_CA13,"Churchill",,"","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive map. No appraisal document",,,,44001984
383_WOX_CA14,"Combe",,"","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive map. No appraisal document",,,,44001916
383_WOX_CA15,"Cornwell",,"https://www.westoxon.gov.uk/media/ljgmh2qq/cornwell-conservation-area-character-appraisal.pdf","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive mapExtra documents are available. ",,,,44001908
383_WOX_CA16,"Ducklington",,"https://www.westoxon.gov.uk/media/zzpd0z2g/ducklington-conservation-area-character-appraisal.pdf","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive mapExtra documents are available. ",,,,44002203
383_WOX_CA17,"Eynsham",,"","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive map. No appraisal document",,,,44001954
383_WOX_CA18,"Fawler",,"","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive map. No appraisal document",,,,44002262
383_WOX_CA19,"Filkins",,"https://www.westoxon.gov.uk/media/lrzojvbn/filkins-and-broughton-poggs-conservation-area-character-appraisal.pdf","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive mapExtra documents are available. ",,,,44001919
