reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,ca_entity
383_WOX_CA20,"Finstock",,"https://www.westoxon.gov.uk/media/y02b1s5u/finstock-conservation-area-character-appraisal.pdf","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive mapExtra documents are available. ",,,,44002305
383_WOX_CA21,"Great Rollright",,"https://www.westoxon.gov.uk/media/kqtpum14/great-rollright-conservation-area-character-appraisal.pdf","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive mapExtra documents are available. ",,,,44004421
383_WOX_CA22,"Great Tew",,"","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive map. No appraisal document",,,,44001950
383_WOX_CA23,"Hailey",,"https://www.westoxon.gov.uk/media/fqwhcfw2/hailey-conservation-area-character-appraisal.pdf","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive mapExtra documents are available. ",,,,44002198
383_WOX_CA24,"Hardwick",,"","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive map. No appraisal document",,,,44002012
383_WOX_CA25,"Idbury",,"","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive map. No appraisal document",,,,44002161
383_WOX_CA26,"Kelmscott",,"","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive map. No appraisal document",,,,44002256
383_WOX_CA27,"Kencot",,"https://www.westoxon.gov.uk/media/jlsfyv2g/kencot-conservation-area-character-appraisal.pdf","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive mapExtra documents are available. ",,,,44002284
383_WOX_CA28,"Kingham",,"","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive map. No appraisal document",,,,44002037
383_WOX_CA29,"Langford",,"https://www.westoxon.gov.uk/media/wo0licmq/langford-conservation-area-character-map.pdf","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive mapExtra documents are available. ",,,,44002002
383_WOX_CA30,"Leafield",,"","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive map. No appraisal document",,,,44002071
383_WOX_CA31,"Ledwell",,"","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive map. No appraisal document",,,,44001996
383_WOX_CA32,"Little Tew",,"https://www.westoxon.gov.uk/media/kdobqq02/little-tew-conservation-area-character-appraisal.pdf","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive mapExtra documents are available. ",,,,44002004
383_WOX_CA33,"Long Hanborough",,"https://www.westoxon.gov.uk/media/d10ksl3e/long-hanbourough-millwood-end-conservation-area-character-appraisal.pdf","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive mapExtra documents are available. ",,,,44002195
383_WOX_CA34,"Minster Lovell",,"https://www.westoxon.gov.uk/media/okahcd31/minster-lovell-conservation-area-character-appraisal.pdf","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive mapExtra documents are available. ",,,,44001906
383_WOX_CA35,"Northmoor",,"","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive map. No appraisal document",,,,44001930
383_WOX_CA36,"Over Norton",,"","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive map. No appraisal document",,,,44001945
383_WOX_CA37,"Radcot",,"","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive map. No appraisal document",,,,44002048
383_WOX_CA38,"Ramsden",,"https://www.westoxon.gov.uk/media/5ceplvpr/ramsden-conservation-area-character-map.pdf","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive mapExtra documents are available. ",,,,44002007
383_WOX_CA39,"Sandford St Martin",,"","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive map. No appraisal document",,,,44002092
383_WOX_CA40,"Shilton",,"","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive map. No appraisal document",,,,44002091
383_WOX_CA41,"Shipton under Wychwood",,"","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive map. No appraisal document",,,,44001924
383_WOX_CA42,"Spelsbury, Taston and Dean",,"https://www.westoxon.gov.uk/media/vogh3rou/spelsbury-taston-and-dean-conservation-area-character-appraisal.pdf","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive mapExtra documents are available. ",,,,44001831
383_WOX_CA43,"Stanton Harcourt and Sutton",,"https://www.westoxon.gov.uk/media/1jyos5jx/stanton-harcourt-and-sutton-conservation-area-character-appraisal.pdf","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive mapExtra documents are available. ",,,,44002109
383_WOX_CA44,"Stonesfield",,"","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive map. No appraisal document",,,,44002264
383_WOX_CA45,"Swerford",,"https://www.westoxon.gov.uk/media/buwif0qh/swerford-conservation-area-character-appraisal.pdf","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive mapExtra documents are available. ",,,,44002143
383_WOX_CA46,"Swinbrook",,"https://www.westoxon.gov.uk/media/vpmobkta/swinbrook-conservation-area-character-appraisal.pdf","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive mapExtra documents are available. ",,,,44002159
383_WOX_CA47,"Tackley",,"","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive map. No appraisal document",,,,44002134
383_WOX_CA48,"Taynton",,"https://www.westoxon.gov.uk/media/0kti21xx/taynton-conservation-area-character-appraisal.pdf","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive mapExtra documents are available. ",,,,44001903
383_WOX_CA49,"Witney and Cogges",,"https://www.westoxon.gov.uk/media/snadiyuv/witney-and-cogges-conservation-area-character-appraisal.pdf","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive mapExtra documents are available. ",,,,44004422
383_WOX_CA50,"Woodstock",,"","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive map. No appraisal document",,,,44002069
383_WOX_CA51,"Wootton",,"","https://www.westoxon.gov.uk/planning-and-building/historic-buildings-and-conservation/conservation-area-maps/","Polygons on interactive map. No appraisal document",,,,44001891
