reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,ca_entity
276_RUT_CA1,"Ashwell",,"https://www.rutland.gov.uk/sites/default/files/2022-10/Ashwell%20Conservation%20Area%20Appraisal.pdf","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas","Polygons on interactive map",,,,44006598
276_RUT_CA2,"Greetham",,"","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas","Polygons on interactive map. No appraisal document",,,,44006617
276_RUT_CA3,"Ryhall",,"","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas","Polygons on interactive map. No appraisal document",,,,44006609
276_RUT_CA4,"Ayston",,"","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas","Polygons on interactive map. No appraisal document",,,,44006599
276_RUT_CA5,"Hambleton",,"","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas","Polygons on interactive map. No appraisal document",,,,44006618
276_RUT_CA6,"Seaton",,"","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas","Polygons on interactive map. No appraisal document",,,,44006610
276_RUT_CA7,"Barrowden",,"","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas","Polygons on interactive map. No appraisal document",,,,44006600
276_RUT_CA8,"Ketton",,"https://www.rutland.gov.uk/sites/default/files/2022-10/Ketton%20Conservation%20Area%20Appraisal.pdf","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas","Polygons on interactive map",,,,44006619
276_RUT_CA9,"South Luffenham",,"","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas","Polygons on interactive map. No appraisal document",,,,44006621
276_RUT_CA10,"Belton-in-Rutland",,"","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas","Polygons on interactive map. No appraisal document",,,,44001135
276_RUT_CA11,"Langham",,"","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas","Polygons on interactive map. No appraisal document",,,,44001134
276_RUT_CA12,"Stretton",,"","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas","Polygons on interactive map. No appraisal document",,,,44001132
276_RUT_CA13,"Braunston",,"","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas","Polygons on interactive map. No appraisal document",,,,44001136
276_RUT_CA14,"Little Casterton",,"","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas","Polygons on interactive map. No appraisal document",,,,44001138
276_RUT_CA15,"Teigh",,"","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas","Polygons on interactive map. No appraisal document",,,,44006622
276_RUT_CA16,"Clipsham",,"","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas","Polygons on interactive map. No appraisal document",,,,44006601
276_RUT_CA17,"Lyddington",,"https://www.rutland.gov.uk/sites/default/files/2022-10/Lyddington%20Conservation%20Area%20Appraisal.pdf","https://www.rutland.gov.uk/planning-building-control/planning/conservation-areas","Polygons on interactive map",,,,44001150
