reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,ca_entity
367_WGN_CA11,"Railway Road, Leigh",,"https://www.wigan.gov.uk/Docs/PDF/Resident/Planning-and-Building-Control/Conservation-areas/Railway-Road.pdf","https://www.wigan.gov.uk/Resident/Planning-and-Building-Control/Planning/Conservation-trees-and-hedges/Conservation-areas.aspx","Extra documents are available. Best Map is shown on page 5 of the appraisal document. ",,,,44000810
367_WGN_CA12,"Pennington, Leigh",,"https://www.wigan.gov.uk/Docs/PDF/Resident/Planning-and-Building-Control/Conservation-areas/PenningtonCAAppraisal1359kb.pdf","https://www.wigan.gov.uk/Resident/Planning-and-Building-Control/Planning/Conservation-trees-and-hedges/Conservation-areas.aspx","Best Map is shown on page 17 of the appraisal document. ",,,,44004797
367_WGN_CA13,"Church Lane, Shevington",,"https://www.wigan.gov.uk/Docs/PDF/Resident/Planning-and-Building-Control/Conservation-areas/ShevingtonConservationAreaAppraisal825Kb.pdf","https://www.wigan.gov.uk/Resident/Planning-and-Building-Control/Planning/Conservation-trees-and-hedges/Conservation-areas.aspx","Best Map is shown on page 15 of the appraisal document. ",,,,44004792
367_WGN_CA14,"Mayflower, Standish",,"https://www.wigan.gov.uk/Docs/PDF/Resident/Planning-and-Building-Control/Conservation-areas/April2010MayflowerCAA1199kb.pdf","https://www.wigan.gov.uk/Resident/Planning-and-Building-Control/Planning/Conservation-trees-and-hedges/Conservation-areas.aspx","Best Map is shown on page 40 of the appraisal document. ",,,,44000812
367_WGN_CA15,"Standish, Standish",,"https://www.wigan.gov.uk/Docs/PDF/Resident/Planning-and-Building-Control/Conservation-areas/Standish-Conservation-Area.pdf","https://www.wigan.gov.uk/Resident/Planning-and-Building-Control/Planning/Conservation-trees-and-hedges/Conservation-areas.aspx","Best Map is shown on page 8 of the appraisal document. ",,,,44000809
367_WGN_CA16,"Tyldesley town centre",,"https://www.wigan.gov.uk/Docs/PDF/Resident/Planning-and-Building-Control/Conservation-areas/Tyldesleyfinaldraft1244kb.pdf","https://www.wigan.gov.uk/Resident/Planning-and-Building-Control/Planning/Conservation-trees-and-hedges/Conservation-areas.aspx","Best Map is shown on page 40 of the appraisal document. ",,,,44004798
367_WGN_CA17,"Astley Village, Tyldesley",,"https://www.wigan.gov.uk/Docs/PDF/Resident/Planning-and-Building-Control/Conservation-areas/AstleyCAAppraisal1277kb.pdf","https://www.wigan.gov.uk/Resident/Planning-and-Building-Control/Planning/Conservation-trees-and-hedges/Conservation-areas.aspx","Best Map is shown on page 34 of the appraisal document. ",,,,44001009
367_WGN_CA18,"Dicconson, Wigan",,"https://www.wigan.gov.uk/Docs/PDF/Resident/Planning-and-Building-Control/Conservation-areas/Dicconson-Conservation-Area.pdf","https://www.wigan.gov.uk/Resident/Planning-and-Building-Control/Planning/Conservation-trees-and-hedges/Conservation-areas.aspx","Best Map is shown on page 6 of the appraisal document. ",,,,44001007
367_WGN_CA19,"Mesnes, Wigan",,"https://www.wigan.gov.uk/Docs/PDF/Resident/Planning-and-Building-Control/Conservation-areas/Mesnes-Conservation-Area.pdf","https://www.wigan.gov.uk/Resident/Planning-and-Building-Control/Planning/Conservation-trees-and-hedges/Conservation-areas.aspx","Best Map is shown on page 47 of the appraisal document. ",,,,44000811
367_WGN_CA20,"Wigan Lane, Wigan",,"https://www.wigan.gov.uk/Docs/PDF/Resident/Planning-and-Building-Control/Conservation-areas/Wigan-Lane-Conservation-Area.pdf","https://www.wigan.gov.uk/Resident/Planning-and-Building-Control/Planning/Conservation-trees-and-hedges/Conservation-areas.aspx","Best Map is shown on page 20 of the appraisal document. ",,,,44000817
367_WGN_CA21,"Wigan Pier, Wigan",,"https://www.wigan.gov.uk/Docs/PDF/Resident/Planning-and-Building-Control/Conservation-areas/Wigan-Pier.pdf","https://www.wigan.gov.uk/Resident/Planning-and-Building-Control/Planning/Conservation-trees-and-hedges/Conservation-areas.aspx","Extra documents are available. Best Map is shown on page 4 of the appraisal document. ",,,,44004793
367_WGN_CA22,"Wigan town centre",,"https://www.wigan.gov.uk/Docs/PDF/Resident/Planning-and-Building-Control/Conservation-areas/April2010WiganTownCentreCAA1296kb.pdf","https://www.wigan.gov.uk/Resident/Planning-and-Building-Control/Planning/Conservation-trees-and-hedges/Conservation-areas.aspx","Best Map is shown on page 37 of the appraisal document. ",,,,44004794
367_WGN_CA23,"Greenhill",,"https://www.wigan.gov.uk/Docs/PDF/Resident/Planning-and-Building-Control/Conservation-areas/Green-Hill/Green-Hill-appraisal.pdf","https://www.wigan.gov.uk/Resident/Planning-and-Building-Control/Planning/Conservation-trees-and-hedges/Conservation-areas.aspx","Extra documents are available. ",,,,44000819
