reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_160_HAS_CA1_1,160_HAS_CA1,"Old Town","https://www.hastings.gov.uk/conservation/building-conservation/conservation-areas/area01/","https://www.hastings.gov.uk/content/conservation/building_conservation/conservation_areas/pdfs/designation_documentation/1_-_Old_Town_Conservation_Area.pdf",area-appraisal,"Extra documents are available. ",,,,44001216
D_160_HAS_CA1_2,160_HAS_CA1,"Old Town","https://www.hastings.gov.uk/conservation/building-conservation/conservation-areas/area01/",https://www.hastings.gov.uk/content/conservation/building_conservation/conservation_areas/pdfs/Conservation_Area_-_01_Old_Town.pdf,area-map,"Extra documents are available. ",,,,44001216
D_160_HAS_CA2_1,160_HAS_CA2,"Burtons' St Leonards","https://www.hastings.gov.uk/conservation/building-conservation/conservation-areas/area02/","https://www.hastings.gov.uk/content/conservation/building_conservation/conservation_areas/pdfs/designation_documentation/2_-_Burtons'_St_Leonards.pdf",area-appraisal,"Extra documents are available. ",,,,44004199
D_160_HAS_CA2_2,160_HAS_CA2,"Burtons' St Leonards","https://www.hastings.gov.uk/conservation/building-conservation/conservation-areas/area02/",https://www.hastings.gov.uk/content/conservation/building_conservation/conservation_areas/pdfs/Conservation_Area_-_02_Burtons'_St_Leonards.pdf,area-map,"Extra documents are available. ",,,,44004199
D_160_HAS_CA3_1,160_HAS_CA3,"Blacklands","https://www.hastings.gov.uk/conservation/building-conservation/conservation-areas/area03/","https://www.hastings.gov.uk/content/conservation/building_conservation/conservation_areas/pdfs/designation_documentation/3_-_Blacklands_Conservation_Area_-_original_1973.pdf",area-appraisal,"Extra documents are available. ",,,,44001220
D_160_HAS_CA3_2,160_HAS_CA3,"Blacklands","https://www.hastings.gov.uk/conservation/building-conservation/conservation-areas/area03/",https://www.hastings.gov.uk/content/conservation/building_conservation/conservation_areas/pdfs/Conservation_Area_-_03_Blacklands.pdf,area-map,"Extra documents are available. ",,,,44001220
D_160_HAS_CA4_1,160_HAS_CA4,"St Leonards West","https://www.hastings.gov.uk/conservation/building-conservation/conservation-areas/area04/","https://www.hastings.gov.uk/content/conservation/building_conservation/conservation_areas/pdfs/designation_documentation/Designation_of_St_Leonards_areas_1976_-_plan.pdf",area-appraisal,"Extra documents are available. ",,,,44004198
D_160_HAS_CA4_2,160_HAS_CA4,"St Leonards West","https://www.hastings.gov.uk/conservation/building-conservation/conservation-areas/area04/",https://www.hastings.gov.uk/content/conservation/building_conservation/conservation_areas/pdfs/Conservation_Area_-_04_St_Leonards_West.pdf,area-map,"Extra documents are available. ",,,,44004198
D_160_HAS_CA5_1,160_HAS_CA5,"St Leonards East","https://www.hastings.gov.uk/conservation/building-conservation/conservation-areas/area05/","https://www.hastings.gov.uk/content/conservation/building_conservation/conservation_areas/pdfs/designation_documentation/Designation_of_St_Leonards_areas_1976_-_plan.pdf",area-appraisal,"Extra documents are available. ",,,,44004197
D_160_HAS_CA5_2,160_HAS_CA5,"St Leonards East","https://www.hastings.gov.uk/conservation/building-conservation/conservation-areas/area05/",https://www.hastings.gov.uk/content/conservation/building_conservation/conservation_areas/pdfs/Conservation_Area_-_05_St_Leonards_East.pdf,area-map,"Extra documents are available. ",,,,44004197
D_160_HAS_CA6_1,160_HAS_CA6,"St Leonards North","https://www.hastings.gov.uk/conservation/building-conservation/conservation-areas/area06/","https://www.hastings.gov.uk/content/conservation/building_conservation/conservation_areas/pdfs/designation_documentation/Designation_of_St_Leonards_areas_1976_-_plan.pdf",area-appraisal,"Extra documents are available. ",,,,44001211
D_160_HAS_CA6_2,160_HAS_CA6,"St Leonards North","https://www.hastings.gov.uk/conservation/building-conservation/conservation-areas/area06/",https://www.hastings.gov.uk/content/conservation/building_conservation/conservation_areas/pdfs/Conservation_Area_-_06_St_Leonards_North-1.pdf,area-map,"Extra documents are available. ",,,,44001211
