reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,ca_entity
131_ERY_CA11,"Beverley Grosvenor Place - Conservation Area Appraisal",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Beverley%20Grosvenor%20Place%20-%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 11 of the appraisal document. ",,,,44005507
131_ERY_CA12,"Bewholme",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Bewholme%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 11 of the appraisal document. ",,,,44001246
131_ERY_CA13,"Bishop Burton",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Bishop%20Burton%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 15 of the appraisal document. ",,,,44004759
131_ERY_CA14,"Bishop Wilton",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Bishop%20Wilton%20-%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 15 of the appraisal document. ",,,,44004748
131_ERY_CA15,"Brandesburton",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Brandesburton%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 12 of the appraisal document. ",,,,44001251
131_ERY_CA16,"Brantingham",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Brantingham%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 5 of the appraisal document. ",,,,44004770
131_ERY_CA17,"Bridlington Hilderthorpe",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Bridlington%20Hilderthorpe%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 12 of the appraisal document. ",,,,44004736
131_ERY_CA18,"Bridlington Old Town",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Bridlington%20Old%20Town%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 18 of the appraisal document. ",,,,44004733
131_ERY_CA19,"Bridlington Quay",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Bridlington%20Quay%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Extra documents are available. Best Map is shown on page 14 of the appraisal document. ",,,,44004735
131_ERY_CA20,"Brough",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Brough%20Conservation%20Area%20Appraisal%202011.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 16 of the appraisal document. ",,,,44004768
131_ERY_CA21,"Bugthorpe",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Bugthorpe%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 14 of the appraisal document. ",,,,44004747
131_ERY_CA22,"Burton Agnes",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Burton%20Agnes%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 13 of the appraisal document. ",,,,44004738
131_ERY_CA23,"Burton Pidsea",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Burton%20Pidsea%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 11 of the appraisal document. ",,,,44001232
131_ERY_CA24,"Catwick",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Catwick%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 9 of the appraisal document. ",,,,44001272
131_ERY_CA25,"Cherry Burton",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Cherry%20Burton%20Conservation%20Area%20Appraisal%202011.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 14 of the appraisal document. ",,,,44001276
131_ERY_CA26,"Cottingham",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Cottingham%20%20conservation%20area%20appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 19 of the appraisal document. ",,,,44004761
131_ERY_CA27,"Cranswick",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Cranswick%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 9 of the appraisal document. ",,,,44001260
131_ERY_CA28,"Driffield North",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Driffield%20North%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 15 of the appraisal document. ",,,,44004740
131_ERY_CA29,"Driffield South",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Driffield%20South%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 17 of the appraisal document. ",,,,44004741
131_ERY_CA30,"Dunnington",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Dunnington%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 9 of the appraisal document. ",,,,44001230
131_ERY_CA31,"Easington",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Easington%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 11 of the appraisal document. ",,,,44001236
131_ERY_CA32,"East Cottingwith",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/East%20Cottingwith%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 10 of the appraisal document. ",,,,44001273
131_ERY_CA33,"Ellerker",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Ellerker%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 8 of the appraisal document. ",,,,44001268
131_ERY_CA34,"Elloughton",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Elloughton%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 19 of the appraisal document. ",,,,44004769
131_ERY_CA35,"Elloughton Dale Road",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Elloughton%20Dale%20Road%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 14 of the appraisal document. ",,,,44001277
131_ERY_CA36,"Etton",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Etton%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 9 of the appraisal document. ",,,,44004758
131_ERY_CA37,"Everingham",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Everingham%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 14 of the appraisal document. ",,,,44001262
131_ERY_CA38,"Flamborough",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Flamborough%20Appraisal%202014.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 15 of the appraisal document. ",,,,44001261
131_ERY_CA39,"Foston on the Wolds",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Foston%20on%20the%20Wolds%20conservatiion%20appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 11 of the appraisal document. ",,,,44001274
131_ERY_CA40,"Garton on the Wolds",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Garton%20on%20the%20Wolds%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 14 of the appraisal document. ",,,,44004742
131_ERY_CA41,"Goodmanham",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Goodmanham%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 10 of the appraisal document. ",,,,44001253
131_ERY_CA42,"Goole",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Goole%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Extra documents are available. Best Map is shown on page 36,7 & 8 of the appraisal document. ",,,,44005531
131_ERY_CA43,"Great Hatfield",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Great%20Hatfield%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 10 of the appraisal document. ",,,,44001237
131_ERY_CA44,"Halsham (West)",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Halsham%20(West)%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 9 of the appraisal document. ",,,,44004725
131_ERY_CA45,"Hedon",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Hedon%20appraisal%202006.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 12 of the appraisal document. ",,,,44001239
131_ERY_CA46,"Hedon Haven",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Hedon%20Haven%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 10 of the appraisal document. ",,,,44001238
131_ERY_CA47,"Hessle Southfield",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Hessle%20Southfield%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 18 of the appraisal document. ",,,,44004765
131_ERY_CA48,"Hessle Town",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Hessle%20Town%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 17 of the appraisal document. ",,,,44004764
131_ERY_CA49,"Hilston",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Hilston%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 12 of the appraisal document. ",,,,44004723
131_ERY_CA50,"Holmpton",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Holmpton%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 8 of the appraisal document. ",,,,44001240
131_ERY_CA51,"Hornsea",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Hornsea%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 15 of the appraisal document. ",,,,44004730
131_ERY_CA52,"Hotham",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Hotham%20conservation%20Area%20appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 11 of the appraisal document. ",,,,44004772
131_ERY_CA53,"Howden",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Howden%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 21 of the appraisal document. ",,,,44004756
131_ERY_CA54,"Hutton",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Hutton%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 11 of the appraisal document. ",,,,44001254
131_ERY_CA55,"Kilham",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Kilham%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 12 of the appraisal document. ",,,,44001270
131_ERY_CA56,"Kirby Underdale",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Kirby%20Underdale%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 15 of the appraisal document. ",,,,44001255
131_ERY_CA57,"Kirk Ella",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Kirk%20Ella%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 13 of the appraisal document. ",,,,44004762
131_ERY_CA58,"Langtoft",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Langtoft%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 14 of the appraisal document. ",,,,44004737
131_ERY_CA59,"Lelley",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Lelley%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 10 of the appraisal document. ",,,,44001252
131_ERY_CA60,"Leven",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Leven%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 14 of the appraisal document. ",,,,44004729
131_ERY_CA61,"Lockington",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Lockington%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 12 of the appraisal document. ",,,,44001265
131_ERY_CA62,"Londesborough",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Londesborough%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 14 of the appraisal document. ",,,,44001256
131_ERY_CA63,"Long Riston",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Long%20Riston%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 16 of the appraisal document. ",,,,44004727
131_ERY_CA64,"Lund",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Lund%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 12 of the appraisal document. ",,,,44001269
131_ERY_CA65,"Market Weighton",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Market%20Weighton%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 16 of the appraisal document. ",,,,44001257
131_ERY_CA66,"Middleton on the Wolds",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Middleton%20on%20the%20Wolds%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 16 of the appraisal document. ",,,,44004745
131_ERY_CA67,"Nafferton",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/Nafferton%20Conservation%20Area%20Appraisal.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 13 of the appraisal document. ",,,,44004739
131_ERY_CA68,"North Cave",,"https://downloads.eastriding.org.uk/corporate/planning/conservation-areas/conservation-area-appraisals-and-management-plans/adopted-appraisals/North%20Cave%20Conservation%20Area%20Appraisal%20-%20Appendix%202.pdf","https://www.eastriding.gov.uk/planning-permission-and-building-control/conservation-areas-and-listed-buildings/conservation-areas/conservation-area-appraisals-and-management-plans/","Best Map is shown on page 5 of the appraisal document. ",,,,44004771
