reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_248_OAD_CA1_1,248_OAD_CA1,"Grand Union Canal","https://www.oadby-wigston.gov.uk/pages/grand_union_canal_conservation_area","",area-appraisal,"No appraisal document",,,,44001128
D_248_OAD_CA2_1,248_OAD_CA2,"The Lanes","https://www.oadby-wigston.gov.uk/pages/the_lanes_conservation_area","https://www.oadby-wigston.gov.uk/files/documents/the_lanes_conservation_area_appraisal_low_resolution/Adopt_The%20Lanes%20CAA%20lo.pdf",area-appraisal,"Extra documents are available. ",,,,44001120
D_248_OAD_CA2_2,248_OAD_CA2,"The Lanes","https://www.oadby-wigston.gov.uk/pages/the_lanes_conservation_area",https://www.oadby-wigston.gov.uk/files/documents/the_lanes_conservation_area_boundary_map/Boundary%20Map.pdf,area-map,"Extra documents are available. ",,,,44001120
D_248_OAD_CA3_1,248_OAD_CA3,"North Memorial Homes","https://www.oadby-wigston.gov.uk/pages/north_memorial_homes_and_framework_knitters_cottages_conservation_area","https://www.oadby-wigston.gov.uk/files/documents/north_memorial_and_framework_knitter_conservation_area_appraisal_low_resolution/Adopt%20Appraisal_FWK%20NMH%20CAA%20lo.pdf",area-appraisal,"Extra documents are available. ",,,,44001125
D_248_OAD_CA3_2,248_OAD_CA3,"North Memorial Homes","https://www.oadby-wigston.gov.uk/pages/north_memorial_homes_and_framework_knitters_cottages_conservation_area",https://www.oadby-wigston.gov.uk/files/documents/north_memorial_and_framework_knitters_conservation_area_map/FWK%20Knitters%20Boundary%20Map.pdf,area-map,"Extra documents are available. ",,,,44001125
D_248_OAD_CA4_1,248_OAD_CA4,"Spa Lane","https://www.oadby-wigston.gov.uk/pages/spa_lane_conservation_area","https://www.oadby-wigston.gov.uk/files/documents/spa_lane_conservation_area_appraisal_low_resolution/Adopt_Spa%20Lane%20CAA%20lo.pdf",area-appraisal,"Extra documents are available. ",,,,44001121
D_248_OAD_CA4_2,248_OAD_CA4,"Spa Lane","https://www.oadby-wigston.gov.uk/pages/spa_lane_conservation_area",https://www.oadby-wigston.gov.uk/files/documents/spa_lane_conservation_area_boundary_map/Spa%20Lane%20Conservation%20Area%20Boundary%20Map.pdf,area-map,"Extra documents are available. ",,,,44001121
D_248_OAD_CA5_1,248_OAD_CA5,"South Wigston","https://www.oadby-wigston.gov.uk/pages/south_wigston_conservation_area","https://www.oadby-wigston.gov.uk/files/documents/south_wigston_conservation_area_appraisal_part_1/Appraisal_adopt_swig1.pdf",area-appraisal,"Extra documents are available. ",,,,44001122
D_248_OAD_CA5_2,248_OAD_CA5,"South Wigston","https://www.oadby-wigston.gov.uk/pages/south_wigston_conservation_area",https://www.oadby-wigston.gov.uk/files/documents/south_wigston_conservation_area_boundary_map/SW%20Boundary%20Map.pdf,area-map,"Extra documents are available. ",,,,44001122
D_248_OAD_CA6_1,248_OAD_CA6,"Oadby Hill Top and Meadowcourt","https://www.oadby-wigston.gov.uk/pages/oadby_hill_top_and_meadowcourt_conservation_area","https://www.oadby-wigston.gov.uk/files/documents/oadby_hill_top_and_meadowcourt_conservation_area_appraisal/Hill%2520Top%2520CAA_lo%2520res.pdf",area-appraisal,"Extra documents are available. ",,,,44001123
D_248_OAD_CA6_2,248_OAD_CA6,"Oadby Hill Top and Meadowcourt","https://www.oadby-wigston.gov.uk/pages/oadby_hill_top_and_meadowcourt_conservation_area",https://www.oadby-wigston.gov.uk/files/documents/oadby_hill_top_and_meadowcourt_conservation_area_boundary_map/Boundary%20Map.pdf,area-map,"Extra documents are available. ",,,,44001123
D_248_OAD_CA7_1,248_OAD_CA7,"Oadby Court","https://www.oadby-wigston.gov.uk/pages/oadby_court_conservation_area","https://www.oadby-wigston.gov.uk/files/documents/oadby_court_conservation_area_appraisal_and_dc_guidance/Adopt_Oadby%2520Court%2520hi.pdf",area-appraisal,"Extra documents are available. ",,,,44001124
D_248_OAD_CA7_2,248_OAD_CA7,"Oadby Court","https://www.oadby-wigston.gov.uk/pages/oadby_court_conservation_area",https://www.oadby-wigston.gov.uk/files/documents/oadby_court_conservation_area_boundary_map/Oadby%20Court%20Boundary%20Map.pdf,area-map,"Extra documents are available. ",,,,44001124
D_248_OAD_CA8_1,248_OAD_CA8,"Midland Cottages","https://www.oadby-wigston.gov.uk/pages/midland_cottages_conservation_area","https://www.oadby-wigston.gov.uk/files/documents/midland_cottages_conservation_area_appraisal_and_dc_guidance_part_2/Midland%20Cottages%20Conservation%20Area%20Appraisal_web_chap6-10.pdf",area-appraisal,"Extra documents are available. Best Map is shown on page 12 of the appraisal document. ",,,,44001126
D_248_OAD_CA9_1,248_OAD_CA9,"London Road and Saint Peters","https://www.oadby-wigston.gov.uk/pages/london_road_and_saint_peters_conservation_area","https://www.oadby-wigston.gov.uk/files/documents/london_road_and_saint_peters_conservation_area_appraisal_low_resolution/Adopt_St%20Peters%20CAA%20lo.pdf",area-appraisal,"Extra documents are available. ",,,,44001127
D_248_OAD_CA9_2,248_OAD_CA9,"London Road and Saint Peters","https://www.oadby-wigston.gov.uk/pages/london_road_and_saint_peters_conservation_area",https://www.oadby-wigston.gov.uk/files/documents/london_road_and_saint_peters_conservation_area_map/London%20Rd%20and%20St%20Peters%20Boundary%20Map.pdf,area-map,"Extra documents are available. ",,,,44001127
D_248_OAD_CA10_1,248_OAD_CA10,"All Saints","https://www.oadby-wigston.gov.uk/pages/all_saints_conservation_area","https://www.oadby-wigston.gov.uk/files/documents/all_saints_conservation_area_appraisal_low_resolution/All%20Saints%20Conservation%20Area%20Appriasal%20%28low%20res%29.pdf",area-appraisal,"Extra documents are available. ",,,,44001129
D_248_OAD_CA10_2,248_OAD_CA10,"All Saints","https://www.oadby-wigston.gov.uk/pages/all_saints_conservation_area",https://www.oadby-wigston.gov.uk/files/documents/all_saints_conservation_area_map/All%20Saints%20Conservation%20Area%20Map.pdf,area-map,"Extra documents are available. ",,,,44001129
