reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_58_BRD_CA1_1,58_BRD_CA1,"Bradford - City Centre: Cathedral Precinct","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/","https://www.bradford.gov.uk/media/2349/cathedralprecinctappraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44004967
D_58_BRD_CA1_2,58_BRD_CA1,"Bradford - City Centre: Cathedral Precinct","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",https://www.bradford.gov.uk/media/2348/cathedralprecinct.pdf,area-map,"Extra documents are available. ",,,,44004967
D_58_BRD_CA2_1,58_BRD_CA2,"Bradford - City Centre: City Centre","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/","https://www.bradford.gov.uk/media/2353/citycentreappraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44004969
D_58_BRD_CA2_2,58_BRD_CA2,"Bradford - City Centre: City Centre","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",https://www.bradford.gov.uk/media/2352/citycentreconservationareamap.pdf,area-map,"Extra documents are available. ",,,,44004969
D_58_BRD_CA3_1,58_BRD_CA3,"Bradford - City Centre: Goitside","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/","https://www.bradford.gov.uk/media/3235/goitside-conservation-area-appraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44004976
D_58_BRD_CA3_2,58_BRD_CA3,"Bradford - City Centre: Goitside","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",https://www.bradford.gov.uk/media/3236/goitside-conservation-area-boundary.pdf,area-map,"Extra documents are available. ",,,,44004976
D_58_BRD_CA4_1,58_BRD_CA4,"Bradford - City Centre: Little Germany","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/","https://www.bradford.gov.uk/media/2459/littlegermanyappraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44004988
D_58_BRD_CA4_2,58_BRD_CA4,"Bradford - City Centre: Little Germany","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",https://www.bradford.gov.uk/media/2458/littlegermany.pdf,area-map,"Extra documents are available. ",,,,44004988
D_58_BRD_CA5_1,58_BRD_CA5,"Bradford - outer areas: Clayton","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/","https://www.bradford.gov.uk/media/2356/claytonappraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44004970
D_58_BRD_CA5_2,58_BRD_CA5,"Bradford - outer areas: Clayton","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",https://www.bradford.gov.uk/media/2355/clayton.pdf,area-map,"Extra documents are available. ",,,,44004970
D_58_BRD_CA6_1,58_BRD_CA6,"Bradford - outer areas: Great Horton","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/","https://www.bradford.gov.uk/media/2375/greathortonappraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44004977
D_58_BRD_CA6_2,58_BRD_CA6,"Bradford - outer areas: Great Horton","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",https://www.bradford.gov.uk/media/2374/greathorton.pdf,area-map,"Extra documents are available. ",,,,44004977
D_58_BRD_CA7_1,58_BRD_CA7,"Bradford - outer areas: Heaton Estate","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/","https://www.bradford.gov.uk/media/2384/heatonestatesappraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44004981
D_58_BRD_CA7_2,58_BRD_CA7,"Bradford - outer areas: Heaton Estate","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",https://www.bradford.gov.uk/media/2383/heatonestates.pdf,area-map,"Extra documents are available. ",,,,44004981
D_58_BRD_CA8_1,58_BRD_CA8,"Bradford - outer areas: Hodgson Fold","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/","https://www.bradford.gov.uk/media/2387/hodgsonfoldappraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44004982
D_58_BRD_CA8_2,58_BRD_CA8,"Bradford - outer areas: Hodgson Fold","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",https://www.bradford.gov.uk/media/2386/hodgsonfold.pdf,area-map,"Extra documents are available. ",,,,44004982
D_58_BRD_CA9_1,58_BRD_CA9,"Bradford - outer areas: Idle and The Green","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/","https://www.bradford.gov.uk/media/2411/idleandthegreenappraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44004983
D_58_BRD_CA9_2,58_BRD_CA9,"Bradford - outer areas: Idle and The Green","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",https://www.bradford.gov.uk/media/2410/idlethegreen.pdf,area-map,"Extra documents are available. ",,,,44004983
D_58_BRD_CA10_1,58_BRD_CA10,"Bradford - outer areas: Little Horton Green","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/","https://www.bradford.gov.uk/media/2462/littlehortongreenappraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44004990
D_58_BRD_CA10_2,58_BRD_CA10,"Bradford - outer areas: Little Horton Green","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",https://www.bradford.gov.uk/media/2461/littlehortongreen.pdf,area-map,"Extra documents are available. ",,,,44004990
D_58_BRD_CA11_1,58_BRD_CA11,"Bradford - outer areas: Little Horton Lane","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/","https://www.bradford.gov.uk/media/2465/littlehortonlaneappraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44004989
D_58_BRD_CA11_2,58_BRD_CA11,"Bradford - outer areas: Little Horton Lane","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",https://www.bradford.gov.uk/media/2464/littlehortonlane.pdf,area-map,"Extra documents are available. ",,,,44004989
D_58_BRD_CA12_1,58_BRD_CA12,"Bradford - outer areas: Little London","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/","https://www.bradford.gov.uk/media/2468/littlelondonappraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44004991
D_58_BRD_CA12_2,58_BRD_CA12,"Bradford - outer areas: Little London","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",https://www.bradford.gov.uk/media/2467/littlelondon.pdf,area-map,"Extra documents are available. ",,,,44004991
D_58_BRD_CA13_1,58_BRD_CA13,"Bradford - outer areas: Lower Wyke","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/","https://www.bradford.gov.uk/media/2474/lowerwykeappraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44004993
D_58_BRD_CA13_2,58_BRD_CA13,"Bradford - outer areas: Lower Wyke","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",https://www.bradford.gov.uk/media/2473/lowerwyke.pdf,area-map,"Extra documents are available. ",,,,44004993
D_58_BRD_CA14_1,58_BRD_CA14,"Bradford - outer areas: Manningham - Apsley Crescent","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/","https://www.bradford.gov.uk/media/2317/aplsleycrescentappraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44005017
D_58_BRD_CA14_2,58_BRD_CA14,"Bradford - outer areas: Manningham - Apsley Crescent","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",https://www.bradford.gov.uk/media/2316/apsleycrescent.pdf,area-map,"Extra documents are available. ",,,,44005017
D_58_BRD_CA15_1,58_BRD_CA15,"Bradford - outer areas: Manningham - Eldon Place","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/","https://www.bradford.gov.uk/media/2319/eldonplaceappraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44004968
D_58_BRD_CA15_2,58_BRD_CA15,"Bradford - outer areas: Manningham - Eldon Place","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",https://www.bradford.gov.uk/media/2318/eldonplace.pdf,area-map,"Extra documents are available. ",,,,44004968
D_58_BRD_CA16_1,58_BRD_CA16,"Bradford - outer areas: Manningham - North Park Road","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/","https://www.bradford.gov.uk/media/2321/northparkroadappraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44004997
D_58_BRD_CA16_2,58_BRD_CA16,"Bradford - outer areas: Manningham - North Park Road","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",https://www.bradford.gov.uk/media/2320/northparkroad.pdf,area-map,"Extra documents are available. ",,,,44004997
D_58_BRD_CA17_1,58_BRD_CA17,"Bradford - outer areas: Manningham - Southfield Square","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/","https://www.bradford.gov.uk/media/2323/southfieldsquareappraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44005005
D_58_BRD_CA17_2,58_BRD_CA17,"Bradford - outer areas: Manningham - Southfield Square","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",https://www.bradford.gov.uk/media/2322/southfieldsquare.pdf,area-map,"Extra documents are available. ",,,,44005005
D_58_BRD_CA18_1,58_BRD_CA18,"Bradford - outer areas: Manningham - St Paul's","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/","https://www.bradford.gov.uk/media/2325/stpaulsappraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44005006
D_58_BRD_CA18_2,58_BRD_CA18,"Bradford - outer areas: Manningham - St Paul's","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",https://www.bradford.gov.uk/media/2324/stpauls.pdf,area-map,"Extra documents are available. ",,,,44005006
D_58_BRD_CA19_1,58_BRD_CA19,"Bradford - outer areas: Queensbury","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/","https://www.bradford.gov.uk/media/2494/queensburyappraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44005001
D_58_BRD_CA19_2,58_BRD_CA19,"Bradford - outer areas: Queensbury","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",https://www.bradford.gov.uk/media/2493/queensbury.pdf,area-map,"Extra documents are available. ",,,,44005001
D_58_BRD_CA20_1,58_BRD_CA20,"Bradford - outer areas: Thornton","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/","https://www.bradford.gov.uk/media/2512/thorntonappraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44005014
D_58_BRD_CA20_2,58_BRD_CA20,"Bradford - outer areas: Thornton","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",https://www.bradford.gov.uk/media/2511/thornton.pdf,area-map,"Extra documents are available. ",,,,44005014
D_58_BRD_CA21_1,58_BRD_CA21,"Bradford - outer areas: Tong","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/","https://www.bradford.gov.uk/media/2515/tongappraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44005009
D_58_BRD_CA21_2,58_BRD_CA21,"Bradford - outer areas: Tong","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",https://www.bradford.gov.uk/media/2514/tong.pdf,area-map,"Extra documents are available. ",,,,44005009
D_58_BRD_CA22_1,58_BRD_CA22,"Bradford - outer areas: Undercliffe Cemetery","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/","https://www.bradford.gov.uk/media/2518/undercliffeappraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44005010
D_58_BRD_CA22_2,58_BRD_CA22,"Bradford - outer areas: Undercliffe Cemetery","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",https://www.bradford.gov.uk/media/2517/undercliffecemetery.pdf,area-map,"Extra documents are available. ",,,,44005010
D_58_BRD_CA23_1,58_BRD_CA23,"Bradford - outer areas: Whetley Grove","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/","https://www.bradford.gov.uk/media/2521/whetleygroveappraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44005011
D_58_BRD_CA23_2,58_BRD_CA23,"Bradford - outer areas: Whetley Grove","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",https://www.bradford.gov.uk/media/2520/whetleygrove.pdf,area-map,"Extra documents are available. ",,,,44005011
D_58_BRD_CA24_1,58_BRD_CA24,"Bingley and Shipley area: Baildon","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/","https://www.bradford.gov.uk/media/2328/baildonappraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44005018
D_58_BRD_CA24_2,58_BRD_CA24,"Bingley and Shipley area: Baildon","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",https://www.bradford.gov.uk/media/2327/baildonapprovedmap.pdf,area-map,"Extra documents are available. ",,,,44005018
D_58_BRD_CA25_1,58_BRD_CA25,"Bingley and Shipley area: Baildon Green","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/","",area-appraisal,"No appraisal documentExtra documents are available. ",,,,44005024
D_58_BRD_CA26_1,58_BRD_CA26,"Bingley and Shipley area: Baildon, Station Road","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/","https://www.bradford.gov.uk/media/2330/baildonstationroadappraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44005019
D_58_BRD_CA26_2,58_BRD_CA26,"Bingley and Shipley area: Baildon, Station Road","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",https://www.bradford.gov.uk/media/2329/baildonstationroadapprovedmap.pdf,area-map,"Extra documents are available. ",,,,44005019
D_58_BRD_CA27_1,58_BRD_CA27,"Bingley and Shipley area: Bingley","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/","https://www.bradford.gov.uk/media/2337/bingleyappraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44005021
D_58_BRD_CA27_2,58_BRD_CA27,"Bingley and Shipley area: Bingley","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",https://www.bradford.gov.uk/media/2336/bingley.pdf,area-map,"Extra documents are available. ",,,,44005021
D_58_BRD_CA28_1,58_BRD_CA28,"Bingley and Shipley area: Cullingworth","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/","https://www.bradford.gov.uk/media/2359/cullingworthappraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44004971
D_58_BRD_CA28_2,58_BRD_CA28,"Bingley and Shipley area: Cullingworth","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",https://www.bradford.gov.uk/media/2358/cullingworth.pdf,area-map,"Extra documents are available. ",,,,44004971
D_58_BRD_CA29_1,58_BRD_CA29,"Bingley and Shipley area: Eldwick Beck","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/","",area-appraisal,"No appraisal documentExtra documents are available. ",,,,44005025
D_58_BRD_CA29_2,58_BRD_CA29,"Bingley and Shipley area: Eldwick Beck","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",https://www.bradford.gov.uk/media/yo5giaqm/eldwick-beck.pdf,area-map,"No appraisal documentExtra documents are available. ",,,,44005025
