reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,ca_entity
28_AMB_CA1,"Alderwasley",,"","https://www.ambervalley.gov.uk/planning/planning-policy/conservation-areas/conservation-areas-in-amber-valley/","No appraisal document",,,,44004688
28_AMB_CA2,"Alfreton",,"","https://www.ambervalley.gov.uk/planning/planning-policy/conservation-areas/conservation-areas-in-amber-valley/","No appraisal document",,,,44004694
28_AMB_CA3,"Belper and Milford",,"","https://www.ambervalley.gov.uk/planning/planning-policy/conservation-areas/conservation-areas-in-amber-valley/","No appraisal document",,,,44004708
28_AMB_CA4,"Codnor Park",,"","https://www.ambervalley.gov.uk/planning/planning-policy/conservation-areas/conservation-areas-in-amber-valley/","No appraisal document",,,,44004697
28_AMB_CA5,"Coxbench",,"","https://www.ambervalley.gov.uk/planning/planning-policy/conservation-areas/conservation-areas-in-amber-valley/","No appraisal document",,,,44004715
28_AMB_CA6,"Crich",,"","https://www.ambervalley.gov.uk/planning/planning-policy/conservation-areas/conservation-areas-in-amber-valley/","No appraisal document",,,,44004691
28_AMB_CA7,"Dethick, Lea & Holloway",,"","https://www.ambervalley.gov.uk/planning/planning-policy/conservation-areas/conservation-areas-in-amber-valley/","No appraisal document",,,,44004687
28_AMB_CA8,"Duffield Bank",,"","https://www.ambervalley.gov.uk/planning/planning-policy/conservation-areas/conservation-areas-in-amber-valley/","No appraisal document",,,,44004710
28_AMB_CA9,"Duffield",,"","https://www.ambervalley.gov.uk/planning/planning-policy/conservation-areas/conservation-areas-in-amber-valley/","No appraisal document",,,,44004709
28_AMB_CA10,"Fritchley",,"","https://www.ambervalley.gov.uk/planning/planning-policy/conservation-areas/conservation-areas-in-amber-valley/","No appraisal document",,,,44004692
28_AMB_CA11,"Golden Valley",,"","https://www.ambervalley.gov.uk/planning/planning-policy/conservation-areas/conservation-areas-in-amber-valley/","No appraisal document",,,,44004696
28_AMB_CA12,"Holbrook Moor",,"","https://www.ambervalley.gov.uk/planning/planning-policy/conservation-areas/conservation-areas-in-amber-valley/","No appraisal document",,,,44004711
28_AMB_CA13,"Holbrook",,"","https://www.ambervalley.gov.uk/planning/planning-policy/conservation-areas/conservation-areas-in-amber-valley/","No appraisal document",,,,44004712
28_AMB_CA14,"Horsley",,"","https://www.ambervalley.gov.uk/planning/planning-policy/conservation-areas/conservation-areas-in-amber-valley/","No appraisal document",,,,44004714
28_AMB_CA15,"Idridghay",,"","https://www.ambervalley.gov.uk/planning/planning-policy/conservation-areas/conservation-areas-in-amber-valley/","No appraisal document",,,,44004701
28_AMB_CA16,"Kedleston",,"","https://www.ambervalley.gov.uk/planning/planning-policy/conservation-areas/conservation-areas-in-amber-valley/","No appraisal document",,,,44004706
28_AMB_CA17,"Kilburn",,"","https://www.ambervalley.gov.uk/planning/planning-policy/conservation-areas/conservation-areas-in-amber-valley/","No appraisal document",,,,44004713
28_AMB_CA18,"Kirk Langley",,"","https://www.ambervalley.gov.uk/planning/planning-policy/conservation-areas/conservation-areas-in-amber-valley/","No appraisal document",,,,44004704
28_AMB_CA19,"Langley Mill, Great Northern Basin",,"","https://www.ambervalley.gov.uk/planning/planning-policy/conservation-areas/conservation-areas-in-amber-valley/","No appraisal document",,,,44004699
28_AMB_CA20,"Mackworth",,"","https://www.ambervalley.gov.uk/planning/planning-policy/conservation-areas/conservation-areas-in-amber-valley/","No appraisal document",,,,44004705
28_AMB_CA21,"Muggington",,"","https://www.ambervalley.gov.uk/planning/planning-policy/conservation-areas/conservation-areas-in-amber-valley/","No appraisal document",,,,44004702
28_AMB_CA22,"Quarndon",,"","https://www.ambervalley.gov.uk/planning/planning-policy/conservation-areas/conservation-areas-in-amber-valley/","No appraisal document",,,,44004707
28_AMB_CA23,"Ravensdale Park",,"","https://www.ambervalley.gov.uk/planning/planning-policy/conservation-areas/conservation-areas-in-amber-valley/","No appraisal document",,,,44004703
28_AMB_CA24,"Riddings",,"","https://www.ambervalley.gov.uk/planning/planning-policy/conservation-areas/conservation-areas-in-amber-valley/","No appraisal document",,,,44004695
28_AMB_CA25,"South Wingfield",,"","https://www.ambervalley.gov.uk/planning/planning-policy/conservation-areas/conservation-areas-in-amber-valley/","No appraisal document",,,,44004693
28_AMB_CA26,"The Field, Shipley Park",,"","https://www.ambervalley.gov.uk/planning/planning-policy/conservation-areas/conservation-areas-in-amber-valley/","No appraisal document",,,,44004700
28_AMB_CA27,"Waingroves Hall",,"","https://www.ambervalley.gov.uk/planning/planning-policy/conservation-areas/conservation-areas-in-amber-valley/","No appraisal document",,,,44004698
28_AMB_CA28,"Whatstandwell",,"","https://www.ambervalley.gov.uk/planning/planning-policy/conservation-areas/conservation-areas-in-amber-valley/","No appraisal document",,,,44004689
28_AMB_CA29,"Wheatcroft",,"","https://www.ambervalley.gov.uk/planning/planning-policy/conservation-areas/conservation-areas-in-amber-valley/","No appraisal document",,,,44004690
