reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_155_HAG_CA1_1,155_HAG_CA1,"Aldborough","https://www.northyorks.gov.uk/planning-and-conservation/heritage-conservation-areas-and-listed-buildings/heritage-conservation-areas-and-listed-buildings-harrogate/conservation-areas","https://www.northyorks.gov.uk/sites/default/files/fileroot/planning_migrated/heritage_conservation_areas_and_listed_buildings/Conservation%20area%20Aldborough.pdf",area-appraisal,"Best Map is shown on page 18 of the appraisal document. ",,,,44002740
D_155_HAG_CA2_1,155_HAG_CA2,"Baldersby St James","https://www.northyorks.gov.uk/planning-and-conservation/heritage-conservation-areas-and-listed-buildings/heritage-conservation-areas-and-listed-buildings-harrogate/conservation-areas","https://www.northyorks.gov.uk/sites/default/files/fileroot/planning_migrated/heritage_conservation_areas_and_listed_buildings/Conservation%20area%20Baldersby%20St%20James.pdf",area-appraisal,"Best Map is shown on page 16 of the appraisal document. ",,,,44002737
D_155_HAG_CA3_1,155_HAG_CA3,"Bilton in Ainsty","https://www.northyorks.gov.uk/planning-and-conservation/heritage-conservation-areas-and-listed-buildings/heritage-conservation-areas-and-listed-buildings-harrogate/conservation-areas","https://www.northyorks.gov.uk/sites/default/files/fileroot/planning_migrated/heritage_conservation_areas_and_listed_buildings/Conservation%20area%20Bilton%20in%20Ainsty.pdf",area-appraisal,"Best Map is shown on page 21 of the appraisal document. ",,,,44002745
D_155_HAG_CA4_1,155_HAG_CA4,"Bishop Monkton","https://www.northyorks.gov.uk/planning-and-conservation/heritage-conservation-areas-and-listed-buildings/heritage-conservation-areas-and-listed-buildings-harrogate/conservation-areas","https://www.northyorks.gov.uk/sites/default/files/fileroot/planning_migrated/heritage_conservation_areas_and_listed_buildings/Conservation%20area%20Bishop%20Monkton.pdf",area-appraisal,"Best Map is shown on page 17 of the appraisal document. ",,,,44002746
D_155_HAG_CA5_1,155_HAG_CA5,"Bishopton","https://www.northyorks.gov.uk/planning-and-conservation/heritage-conservation-areas-and-listed-buildings/heritage-conservation-areas-and-listed-buildings-harrogate/conservation-areas","https://www.northyorks.gov.uk/sites/default/files/fileroot/planning_migrated/heritage_conservation_areas_and_listed_buildings/Conservation%20area%20Bishopton.pdf",area-appraisal,"Best Map is shown on page 13 of the appraisal document. ",,,,44002738
D_155_HAG_CA6_1,155_HAG_CA6,"Boroughbridge","https://www.northyorks.gov.uk/planning-and-conservation/heritage-conservation-areas-and-listed-buildings/heritage-conservation-areas-and-listed-buildings-harrogate/conservation-areas","https://www.northyorks.gov.uk/sites/default/files/fileroot/planning_migrated/heritage_conservation_areas_and_listed_buildings/Conservation%20area%20Boroughbridge.pdf",area-appraisal,"Best Map is shown on page 17 of the appraisal document. ",,,,44002743
D_155_HAG_CA7_1,155_HAG_CA7,"Burton Leonard","https://www.northyorks.gov.uk/planning-and-conservation/heritage-conservation-areas-and-listed-buildings/heritage-conservation-areas-and-listed-buildings-harrogate/conservation-areas","https://www.northyorks.gov.uk/sites/default/files/fileroot/planning_migrated/heritage_conservation_areas_and_listed_buildings/Conservation%20area%20Burton%20Leonard.pdf",area-appraisal,"Best Map is shown on page 20 of the appraisal document. ",,,,44002951
D_155_HAG_CA8_1,155_HAG_CA8,"Clifton","https://www.northyorks.gov.uk/planning-and-conservation/heritage-conservation-areas-and-listed-buildings/heritage-conservation-areas-and-listed-buildings-harrogate/conservation-areas","https://www.northyorks.gov.uk/sites/default/files/fileroot/planning_migrated/heritage_conservation_areas_and_listed_buildings/Conservation%20area%20Clifton.pdf",area-appraisal,"Best Map is shown on page 21 of the appraisal document. ",,,,44005118
D_155_HAG_CA9_1,155_HAG_CA9,"Coneythorpe","https://www.northyorks.gov.uk/planning-and-conservation/heritage-conservation-areas-and-listed-buildings/heritage-conservation-areas-and-listed-buildings-harrogate/conservation-areas","https://www.northyorks.gov.uk/sites/default/files/fileroot/planning_migrated/heritage_conservation_areas_and_listed_buildings/Conservation%20area%20Coneythorpe.pdf",area-appraisal,"Best Map is shown on page 17 of the appraisal document. ",,,,44005123
D_155_HAG_CA10_1,155_HAG_CA10,"Denton","https://www.northyorks.gov.uk/planning-and-conservation/heritage-conservation-areas-and-listed-buildings/heritage-conservation-areas-and-listed-buildings-harrogate/conservation-areas","https://www.northyorks.gov.uk/sites/default/files/fileroot/planning_migrated/heritage_conservation_areas_and_listed_buildings/Conservation%20area%20Denton.pdf",area-appraisal,"Best Map is shown on page 20 of the appraisal document. ",,,,44002739
