reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,ca_entity
185_KHL_CA1,"Anlaby Park",,"","https://www.hull.gov.uk/downloads/download/134/conservation-areas","Polygons on interactive map, list of conservation areas don't match list of documents. No appraisal document",,,,44000514
185_KHL_CA2,"Avenues",,"https://www.hull.gov.uk/downloads/file/3188/the-avenues-appraisal","https://www.hull.gov.uk/downloads/download/134/conservation-areas","Polygons on interactive map, list of conservation areas don't match list of documentsBest Map is shown on page 15 of the appraisal document. ",,,,44000239
185_KHL_CA3,"Beverley High Road",,"","https://www.hull.gov.uk/downloads/download/134/conservation-areas","Polygons on interactive map, list of conservation areas don't match list of documents. No appraisal document",,,,44000238
185_KHL_CA4,"Beverley Road",,"https://www.hull.gov.uk/downloads/file/3189/beverley-road-appraisal","https://www.hull.gov.uk/downloads/download/134/conservation-areas","Polygons on interactive map, list of conservation areas don't match list of documentsBest Map is shown on page 40, P43 of the appraisal document. ",,,,44000522
185_KHL_CA5,"Boulevard",,"https://www.hull.gov.uk/downloads/file/3190/boulevard-appraisal","https://www.hull.gov.uk/downloads/download/134/conservation-areas","Polygons on interactive map, list of conservation areas don't match list of documents",,,,44000515
185_KHL_CA6,"Broadway",,"https://www.hull.gov.uk/downloads/file/3191/broadway-appraisal","https://www.hull.gov.uk/downloads/download/134/conservation-areas","Polygons on interactive map, list of conservation areas don't match list of documentsBest Map is shown on page 11 of the appraisal document. ",,,,44000236
185_KHL_CA7,"Charterhouse",,"https://www.hull.gov.uk/downloads/file/3192/charterhouse-appraisal","https://www.hull.gov.uk/downloads/download/134/conservation-areas","Polygons on interactive map, list of conservation areas don't match list of documentsBest Map is shown on page 16 of the appraisal document. ",,,,44000245
185_KHL_CA8,"Coltman Street",,"https://www.hull.gov.uk/downloads/file/3193/coltman-street-appraisal","https://www.hull.gov.uk/downloads/download/134/conservation-areas","Polygons on interactive map, list of conservation areas don't match list of documentsBest Map is shown on page 14 of the appraisal document. ",,,,44000516
185_KHL_CA9,"Cottingham Road",,"","https://www.hull.gov.uk/downloads/download/134/conservation-areas","Polygons on interactive map, list of conservation areas don't match list of documents. No appraisal document",,,,44000525
185_KHL_CA10,"Ella Street",,"","https://www.hull.gov.uk/downloads/download/134/conservation-areas","Polygons on interactive map, list of conservation areas don't match list of documents. No appraisal document",,,,44000240
185_KHL_CA11,"Garden Village",,"https://www.hull.gov.uk/downloads/file/3194/garden-village-appraisal","https://www.hull.gov.uk/downloads/download/134/conservation-areas","Polygons on interactive map, list of conservation areas don't match list of documents",,,,44000235
