reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,ca_entity
302_SLG_CA1,"Colnbrook",,"https://www.slough.gov.uk/downloads/file/254/colnbrook-conservation-area-appraisal-1997-pdf","https://www.slough.gov.uk/downloads/download/97/colnbrook-conservation-area-appraisal-1997","Copy of folded map, doesn't line up correctlyBest Map is shown on page 11 of the appraisal document. ",,,,44002235
302_SLG_CA2,"St. Bernard's School",,"","https://www.slough.gov.uk/planning/conservation-heritage/2","No appraisal document",,,,44001843
302_SLG_CA3,"St. Mary's Church (Langley)",,"","https://www.slough.gov.uk/planning/conservation-heritage/2","No appraisal document",,,,44002031
302_SLG_CA4,"Sussex Place/Clifton Road",,"","https://www.slough.gov.uk/planning/conservation-heritage/2","No appraisal document",,,,44002247
302_SLG_CA5,"Upton Park/Upton Village",,"https://www.slough.gov.uk/downloads/file/253/upton-conservation-area-character-survey-july07-pdf","https://www.slough.gov.uk/downloads/download/96/upton-conservation-area-character-survey-july07","Best Map is shown on page 11 of the appraisal document. ",,,,44004349
