reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,ca_entity
33_BAB_CA13,"Kersey",,"https://www.babergh.gov.uk/documents/54707/127293/Kersey2010CAA.pdf/cb5e5801-0924-5dbe-1eb9-c72989a7dcfe?t=1685436753951","https://www.babergh.gov.uk/w/conservation-area-appraisals-1","Best Map is shown on page 2 of the appraisal document. ",,,,44005951
33_BAB_CA14,"Kettlebaston",,"https://www.babergh.gov.uk/documents/54707/127293/Kettlebaston2013-CAA.pdf/9007df27-0c4f-107b-632a-bb193706a054?t=1685436755852","https://www.babergh.gov.uk/w/conservation-area-appraisals-1","Best Map is shown on page 2 of the appraisal document. ",,,,44005945
33_BAB_CA15,"Lavenham",,"https://www.babergh.gov.uk/documents/54707/127293/Lavenham2010CAA.pdf/c02127ac-5eb7-4306-d8da-b5e0c27b7373?t=1685436758548","https://www.babergh.gov.uk/w/conservation-area-appraisals-1","2 maps need combining into one areaBest Map is shown on page 4, P8 of the appraisal document. ",,,,44005956
33_BAB_CA16,"Little Waldingfield",,"https://www.babergh.gov.uk/documents/54707/127293/LtWaldingfield2007CAA.pdf/62c3385b-e692-cce0-4ef3-5e586c303066?t=1685436762701","https://www.babergh.gov.uk/w/conservation-area-appraisals-1","Best Map is shown on page 2 of the appraisal document. ",,,,44005961
33_BAB_CA17,"Long Melford",,"https://www.babergh.gov.uk/documents/54707/127293/LMelford2011CAA.pdf/ff1b507f-3e0d-8a21-d7f1-4a36dc4aea04?t=1685436760585","https://www.babergh.gov.uk/w/conservation-area-appraisals-1","Best Map is shown on page 2 of the appraisal document. ",,,,44005965
33_BAB_CA18,"Monks Eleigh",,"https://www.babergh.gov.uk/documents/54707/127293/MonksEleigh2012CAA.pdf/50c7ac4e-4a80-97f4-61f0-48e1fecedcac?t=1685436765032","https://www.babergh.gov.uk/w/conservation-area-appraisals-1","2 maps need combining into one areaBest Map is shown on page 2, P4 of the appraisal document. ",,,,44005946
33_BAB_CA19,"Naughton",,"https://www.babergh.gov.uk/documents/54707/127293/Naughton.pdf/231cb8d2-34f1-3712-778d-4943bb05023f?t=1685436768019","https://www.babergh.gov.uk/w/conservation-area-appraisals-1","Best Map is shown on page 2 of the appraisal document. ",,,,44005958
33_BAB_CA20,"Nayland",,"https://www.babergh.gov.uk/documents/54707/127293/Nayland2005CAA.pdf/3e92b22e-ddca-9aca-ebdf-a75eab842c2a?t=1685436769102","https://www.babergh.gov.uk/w/conservation-area-appraisals-1","Best Map is shown on page 22 of the appraisal document. ",,,,44005947
33_BAB_CA21,"Pin Mill",,"https://www.babergh.gov.uk/documents/54707/127293/PinMill2007CAA.pdf/ec567471-046b-c6a4-b63b-80b8bbca37a0?t=1685436775359","https://www.babergh.gov.uk/w/conservation-area-appraisals-1","Best Map is shown on page 2 of the appraisal document. ",,,,44005964
33_BAB_CA22,"Polstead",,"https://www.babergh.gov.uk/documents/54707/127293/Polstead2012CAA.pdf/7154538d-26fd-59fd-90ed-7502af174dc8?t=1685436777855","https://www.babergh.gov.uk/w/conservation-area-appraisals-1","Best Map is shown on page 2 of the appraisal document. ",,,,44005950
33_BAB_CA23,"Shotley Gate",,"https://www.babergh.gov.uk/documents/54707/127293/ShotleyGate2011CAA.pdf/d062e250-f5a4-5718-19ce-c726cb912ffa?t=1685436781401","https://www.babergh.gov.uk/w/conservation-area-appraisals-1","Best Map is shown on page 2 of the appraisal document. ",,,,44005940
33_BAB_CA24,"Stoke by Nayland",,"https://www.babergh.gov.uk/documents/54707/127293/StokeNayland2012CAA.pdf/1eadbade-5404-bc24-c437-d75f3bf67ac2?t=1685436783284","https://www.babergh.gov.uk/w/conservation-area-appraisals-1","Best Map is shown on page 2 of the appraisal document. ",,,,44005949
33_BAB_CA25,"Stratford St Mary",,"https://www.babergh.gov.uk/documents/54707/127293/StratfordStMary2008CAA.pdf/f5f9687a-31eb-05e6-c37b-9e62f1e4a59c?t=1685436786410","https://www.babergh.gov.uk/w/conservation-area-appraisals-1","Best Map is shown on page 2 of the appraisal document. ",,,,44005967
33_BAB_CA26,"Sudbury",,"https://www.babergh.gov.uk/documents/54707/127293/Sudbury2009CAA.pdf/4b111206-1d7a-af51-ac11-28034f59b880?t=1685436788407","https://www.babergh.gov.uk/w/conservation-area-appraisals-1","4 maps need combining into one areaBest Map is shown on page 2, P4, P6, P8 of the appraisal document. ",,,,44005952
33_BAB_CA27,"Woolverstone",,"https://www.babergh.gov.uk/documents/54707/127293/Woolverstone2008CAA.pdf/677188f3-16c0-66fb-0114-eb831cf9db8f?t=1685436789864","https://www.babergh.gov.uk/w/conservation-area-appraisals-1","3 maps need combining into one areaBest Map is shown on page 2, P4, P6 of the appraisal document. ",,,,44005963
