reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,ca_entity
38_BAS_CA1,"Chew Magna",,"https://beta.bathnes.gov.uk/sites/default/files/2020-01/chew_magna_caa.pdf","https://beta.bathnes.gov.uk/view-conservation-area-character-appraisals","Best Map is shown on page 8,9 of the appraisal document. ",,,,44000210
38_BAS_CA2,"Claverton",,"https://beta.bathnes.gov.uk/sites/default/files/2020-01/claverton_ca.pdf","https://beta.bathnes.gov.uk/view-conservation-area-character-appraisals","Best Map is shown on page 8,9 of the appraisal document. ",,,,44000220
38_BAS_CA3,"Combe Hay",,"https://beta.bathnes.gov.uk/sites/default/files/2020-01/combe_hay_appraisal_st3_v6.pdf","https://beta.bathnes.gov.uk/view-conservation-area-character-appraisals","Best Map is shown on page 8,9 of the appraisal document. ",,,,44000212
38_BAS_CA4,"Freshford and Sharpstone",,"https://beta.bathnes.gov.uk/sites/default/files/2020-01/freshford_and_sharpstone_ca.pdf","https://beta.bathnes.gov.uk/view-conservation-area-character-appraisals","Best Map is shown on page 9 of the appraisal document. ",,,,44000221
38_BAS_CA5,"Hinton Blewett",,"https://beta.bathnes.gov.uk/sites/default/files/hinton_blewett_stage2_v5.pdf","https://beta.bathnes.gov.uk/view-conservation-area-character-appraisals","Best Map is shown on page 8,9 of the appraisal document. ",,,,44000216
38_BAS_CA6,"Keynsham",,"https://beta.bathnes.gov.uk/sites/default/files/2020-01/Keynsham%20Conservation%20Area%20Appraisal%20-%20Parts%201%2C%202%2C%203%204%20and%205%20optimised%20more.pdf","https://beta.bathnes.gov.uk/view-conservation-area-character-appraisals","Best Map is shown on page 6 of the appraisal document. ",,,,44006553
38_BAS_CA7,"Midsomer Norton and Welton",,"https://beta.bathnes.gov.uk/sites/default/files/2020-01/midsomer_norton_caca_and_management_plan_jan_2019.pdf","https://beta.bathnes.gov.uk/view-conservation-area-character-appraisals","",,,,44006775
38_BAS_CA8,"Paulton",,"https://beta.bathnes.gov.uk/sites/default/files/2020-01/paulton_caa.pdf","https://beta.bathnes.gov.uk/view-conservation-area-character-appraisals","Best Map is shown on page 10,11 of the appraisal document. ",,,,44000218
38_BAS_CA9,"Pensford",,"https://beta.bathnes.gov.uk/sites/default/files/2020-01/pensford_ca_v3.pdf","https://beta.bathnes.gov.uk/view-conservation-area-character-appraisals","Best Map is shown on page 8,9 of the appraisal document. ",,,,44000197
38_BAS_CA10,"Queen Charlton",,"https://beta.bathnes.gov.uk/sites/default/files/2020-01/queen_charlton_caca_25_06_18.pdf","https://beta.bathnes.gov.uk/view-conservation-area-character-appraisals","",,,,44006776
38_BAS_CA11,"Radstock",,"https://beta.bathnes.gov.uk/sites/default/files/2020-01/conservation_area_assessment_radstock_1999.pdf","https://beta.bathnes.gov.uk/view-conservation-area-character-appraisals","Best Map is shown on page 23 of the appraisal document. ",,,,44000204
38_BAS_CA12,"Saltford",,"https://beta.bathnes.gov.uk/sites/default/files/2020-01/saltford_caca_25_06_18.pdf","https://beta.bathnes.gov.uk/view-conservation-area-character-appraisals","Best Map is shown on page 19 of the appraisal document. ",,,,44006777
38_BAS_CA13,"South Stoke",,"https://beta.bathnes.gov.uk/sites/default/files/2020-01/south_stoke_conservation_area_appraisal_june_2014.pdf","https://beta.bathnes.gov.uk/view-conservation-area-character-appraisals","Best Map is shown on page 10,11 of the appraisal document. ",,,,44006637
38_BAS_CA14,"Wellow",,"https://beta.bathnes.gov.uk/sites/default/files/2020-01/wellow_ca_v7.pdf","https://beta.bathnes.gov.uk/view-conservation-area-character-appraisals","Best Map is shown on page 10,11 of the appraisal document. ",,,,44000222
38_BAS_CA15,"Woollard",,"https://beta.bathnes.gov.uk/sites/default/files/2020-01/woollard_ca_v2.pdf","https://beta.bathnes.gov.uk/view-conservation-area-character-appraisals","Best Map is shown on page 8,9 of the appraisal document. ",,,,44000202
38_BAS_CA16,"Ubley",,"","None, https://beta.bathnes.gov.uk/development-plan","Polygons on interactive map, no other information. No appraisal document",,,,44000205
38_BAS_CA17,"Compton Martin",,"","None, https://beta.bathnes.gov.uk/development-plan","Polygons on interactive map, no other information. No appraisal document",,,,44000213
38_BAS_CA18,"West Harptree",,"","None, https://beta.bathnes.gov.uk/development-plan","Polygons on interactive map, no other information. No appraisal document",,,,44000201
38_BAS_CA19,"East Harptree",,"","None, https://beta.bathnes.gov.uk/development-plan","Polygons on interactive map, no other information. No appraisal document",,,,44000214
38_BAS_CA20,"Hinton Charterhouse",,"","None, https://beta.bathnes.gov.uk/development-plan","Polygons on interactive map, no other information. No appraisal document",,,,44000217
38_BAS_CA21,"Englishcombe",,"","None, https://beta.bathnes.gov.uk/development-plan","Polygons on interactive map, no other information. No appraisal document",,,,44000215
38_BAS_CA22,"Bath",,"","https://beta.bathnes.gov.uk/view-conservation-area-character-appraisals","Best Map is shown on page 40 of the appraisal document. ",,,,44006636
