reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,ca_entity
166_HIG_CA12,"Chinley & Whitehough",,"","https://www.highpeak.gov.uk/article/2365/Conservation-area-maps","No appraisal document",,,,44005809
166_HIG_CA13,"Combs",,"https://www.highpeak.gov.uk/media/2710/Combs-Character-Statement/pdf/08-01-01_CA_Summary_Combs.pdf?m=1511352641673","https://www.highpeak.gov.uk/article/2365/Conservation-area-maps","Extra documents are available. ",,,,44005810
166_HIG_CA14,"Glossop - Howard Park",,"","https://www.highpeak.gov.uk/article/2365/Conservation-area-maps","No appraisal document",,,,44001371
166_HIG_CA15,"Glossop - Howard Town",,"https://www.highpeak.gov.uk/media/224/Glossop-character-appraisal-adopted-March-2006/pdf/Glossop_CA_SPD_March06.pdf?m=1484758534657","https://www.highpeak.gov.uk/article/2365/Conservation-area-maps","Extra documents are available. ",,,,44001378
166_HIG_CA16,"Glossop - Norfolk Square",,"https://www.highpeak.gov.uk/media/224/Glossop-character-appraisal-adopted-March-2006/pdf/Glossop_CA_SPD_March06.pdf?m=1484758534657","https://www.highpeak.gov.uk/article/2365/Conservation-area-maps","Extra documents are available. ",,,,44001377
166_HIG_CA17,"Glossop - Old Glossop",,"https://www.highpeak.gov.uk/media/229/Old-Glossop-character-appraisal-adopted-March-2006/pdf/Old_Glossop_CA_SPD_March06.pdf?m=1484758743567","https://www.highpeak.gov.uk/article/2365/Conservation-area-maps","Extra documents are available. ",,,,44001374
166_HIG_CA18,"Glossop - St James",,"https://www.highpeak.gov.uk/media/2711/St-James-Character-Statement/pdf/08-01-01_CA_Summary_St_James.pdf?m=1511352705110","https://www.highpeak.gov.uk/article/2365/Conservation-area-maps","Extra documents are available. ",,,,44001372
166_HIG_CA19,"Glossop - Whitfield",,"https://www.highpeak.gov.uk/media/234/Whitfield-character-appraisal-adopted-February-2014/pdf/Whitfield_Appraisal_Jan_2014_with_maps.pdf?m=1484758858983","https://www.highpeak.gov.uk/article/2365/Conservation-area-maps","Extra documents are available. ",,,,44001375
166_HIG_CA20,"Glossop - Wren Nest",,"https://www.highpeak.gov.uk/media/224/Glossop-character-appraisal-adopted-March-2006/pdf/Glossop_CA_SPD_March06.pdf?m=1484758534657","https://www.highpeak.gov.uk/article/2365/Conservation-area-maps","Extra documents are available. ",,,,44001373
166_HIG_CA21,"Hadfield",,"","https://www.highpeak.gov.uk/article/2365/Conservation-area-maps","No appraisal document",,,,44001370
166_HIG_CA22,"Hayfield",,"https://www.highpeak.gov.uk/media/225/Hayfield-character-appraisal-adopted-October-2011/pdf/Hayfield_character_appraisal.pdf?m=1484758567073","https://www.highpeak.gov.uk/article/2365/Conservation-area-maps","Extra documents are available. ",,,,44005811
166_HIG_CA23,"Higher Chisworth",,"","https://www.highpeak.gov.uk/article/2365/Conservation-area-maps","No appraisal document",,,,44005812
166_HIG_CA24,"Holehouse, Chisworth",,"https://www.highpeak.gov.uk/media/226/Holehouse-Chisworth-character-appraisal-adopted-October-2010-Part-one/pdf/Pages_Cover_to_47_from_Holehouse_Conservation_Area_Character_Appraisal.pdf?m=1484758612137","https://www.highpeak.gov.uk/article/2365/Conservation-area-maps","Extra documents are available. ",,,,44003140
166_HIG_CA25,"Leaden Knowle",,"https://www.highpeak.gov.uk/media/2712/Leaden-Knowle-Character-Statement/pdf/08-01-01_CA_Summary_Leaden_Knowle.pdf?m=1511352760803","https://www.highpeak.gov.uk/article/2365/Conservation-area-maps","Extra documents are available. ",,,,44005813
166_HIG_CA26,"New Mills",,"https://www.highpeak.gov.uk/media/228/New-Mills-character-appraisal-adopted-July-2008/pdf/New_Mills_Conservation_Area_Character_Appraisal_Adopted_July_2008.pdf?m=1484758720013","https://www.highpeak.gov.uk/article/2365/Conservation-area-maps","Extra documents are available. ",,,,44005814
166_HIG_CA27,"Padfield",,"https://www.highpeak.gov.uk/media/232/Padfield-character-appraisal-adopted-February-2015/pdf/Padfield_Appraisal_Feb_2015.pdf?m=1484758766030","https://www.highpeak.gov.uk/article/2365/Conservation-area-maps","Extra documents are available. ",,,,44005815
166_HIG_CA28,"Simmondley",,"https://www.highpeak.gov.uk/media/2325/Simmondley-Conservation-Area-Character-Appraisal/pdf/Simmondley_final_with_maps_updated_17_july_2017.pdf?m=1500385805707","https://www.highpeak.gov.uk/article/2365/Conservation-area-maps","Extra documents are available. ",,,,44001376
166_HIG_CA29,"Wash",,"https://www.highpeak.gov.uk/media/2713/Wash-Character-Statement/pdf/08-01-01_CA_Summary_Wash.pdf?m=1511352810817","https://www.highpeak.gov.uk/article/2365/Conservation-area-maps","Extra documents are available. ",,,,44001381
166_HIG_CA30,"Whaley Bridge",,"https://www.highpeak.gov.uk/media/230/Whaley-Bridge-character-appraisal-adopted-July-2008/pdf/Final_Whaley_Bridge_CA.pdf?m=1484758841630","https://www.highpeak.gov.uk/article/2365/Conservation-area-maps","Extra documents are available. ",,,,44005817
166_HIG_CA31,"Whitle",,"https://www.highpeak.gov.uk/media/2714/Whitle-Character-Statement/pdf/08-01-01_CA_Summary_Whitle.pdf?m=1511352878633","https://www.highpeak.gov.uk/article/2365/Conservation-area-maps","Extra documents are available. ",,,,44005818
