reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,ca_entity
166_HIG_CA1,"Brookbottom",,"","https://www.highpeak.gov.uk/article/2365/Conservation-area-maps","No appraisal document",,,,44001379
166_HIG_CA2,"Buxton Central",,"https://www.highpeak.gov.uk/media/220/Buxton-area-character-appraisal-adopted-April-2007/pdf/HP_CAA.pdf?m=1484758451980","https://www.highpeak.gov.uk/article/2365/Conservation-area-maps","Extra documents are available. ",,,,44001367
166_HIG_CA3,"Buxton College",,"https://www.highpeak.gov.uk/media/220/Buxton-area-character-appraisal-adopted-April-2007/pdf/HP_CAA.pdf?m=1484758451980","https://www.highpeak.gov.uk/article/2365/Conservation-area-maps","Extra documents are available. ",,,,44001368
166_HIG_CA4,"Buxton - Fairfield",,"https://www.highpeak.gov.uk/media/2707/Buxton-Fairfield-Character-Statement/pdf/08-01-01_CA_Summary_Fairfield.pdf?m=1511352453787","https://www.highpeak.gov.uk/article/2365/Conservation-area-maps","Extra documents are available. ",,,,44001369
166_HIG_CA5,"Buxton - Hardwick",,"https://www.highpeak.gov.uk/media/220/Buxton-area-character-appraisal-adopted-April-2007/pdf/HP_CAA.pdf?m=1484758451980","https://www.highpeak.gov.uk/article/2365/Conservation-area-maps","Extra documents are available. ",,,,44001366
166_HIG_CA6,"Buxton - The Park",,"https://www.highpeak.gov.uk/media/220/Buxton-area-character-appraisal-adopted-April-2007/pdf/HP_CAA.pdf?m=1484758451980","https://www.highpeak.gov.uk/article/2365/Conservation-area-maps","Extra documents are available. ",,,,44001365
166_HIG_CA7,"Buxworth",,"https://www.highpeak.gov.uk/media/2708/Buxworth-Character-Statement/pdf/08-01-01_CA_Summary_Bugsworth.pdf?m=1511352533340","https://www.highpeak.gov.uk/article/2365/Conservation-area-maps","Extra documents are available. ",,,,44001380
166_HIG_CA8,"Chapel Milton",,"https://www.highpeak.gov.uk/media/2709/Chapel-Milton-Character-Statement/pdf/08-01-01_CA_Summary_Chapel_Milton.pdf?m=1511352591943","https://www.highpeak.gov.uk/article/2365/Conservation-area-maps","Extra documents are available. ",,,,44005806
166_HIG_CA9,"Chapel-en-le-Frith",,"https://www.highpeak.gov.uk/media/222/Chapel-en-le-Frith-character-appraisal-adopted-July-2008/pdf/Chapel-en-le-Frith_Conservation_Area_Character_Appraisal_-_Adopted_July_2008.pdf?m=1484758485093","https://www.highpeak.gov.uk/article/2365/Conservation-area-maps","Extra documents are available. ",,,,44005807
166_HIG_CA10,"Chapel-en-le-Frith Town End",,"","https://www.highpeak.gov.uk/article/2365/Conservation-area-maps","No appraisal document",,,,44005808
166_HIG_CA11,"Charlesworth",,"https://www.highpeak.gov.uk/media/223/Charlesworth-character-appraisal-adopted-October-2010/pdf/Charlesworth_Conservation_Area_Character_Appraisal_OCT_2010_reduced_file_size.pdf?m=1484758506520","https://www.highpeak.gov.uk/article/2365/Conservation-area-maps","Extra documents are available. ",,,,44003141
