reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,ca_entity
217_MRT_CA12,"Lambton Road",,"https://www.merton.gov.uk/assets/Documents/0177_lambton_road_character_appraisal.pdf","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-j-l","Extra documents are available. ",,,,44005396
217_MRT_CA13,"Leopold Road",,"https://www.merton.gov.uk/assets/Documents/0177_leopold_rd_character_assessment_pt_1.pdf","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-j-l","Extra documents are available. ",,,,44005411
217_MRT_CA14,"Merton Hall Road",,"https://www.merton.gov.uk/assets/Documents/0177_merton_hall_rd_character_assessment.pdf","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-m-v","Extra documents are available. ",,,,44005409
217_MRT_CA15,"Pelham Road",,"https://www.merton.gov.uk/assets/Documents/0177_pelham_rd_design_guide.pdf","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-m-v","Extra documents are available. ",,,,44005405
217_MRT_CA16,"South Park Gardens",,"https://www.merton.gov.uk/assets/Documents/0177_south_park_gardens_design_guide-2.pdf","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-m-v","Extra documents are available. ",,,,44005407
217_MRT_CA17,"Upper Morden",,"https://www.merton.gov.uk/assets/Documents/0177_upper_morden_design_guide.pdf","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-m-v","Extra documents are available. ",,,,44005421
217_MRT_CA18,"Vineyard Hill Road",,"https://www.merton.gov.uk/assets/Documents/0177_vineyard_hill_road_character_assessment.pdf","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-m-v","Extra documents are available. ",,,,44005418
217_MRT_CA19,"Wandle Valley",,"https://www.merton.gov.uk/assets/Documents/0177_wandle_valley_part_1_history_and_background.pdf","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-w","Extra documents are available. ",,,,44005415
217_MRT_CA20,"Westcoombe Avenue",,"https://www.merton.gov.uk/assets/Documents/0177_westcoombe_ave_design_guide.pdf","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-w","Extra documents are available. ",,,,44005408
217_MRT_CA21,"Wimbledon Broadway",,"https://www.merton.gov.uk/assets/Documents/0177_wimbledon_broadway_design_guide.pdf","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-w","Extra documents are available. ",,,,44005401
217_MRT_CA22,"Wimbledon Chase",,"https://www.merton.gov.uk/assets/Documents/0177_wimbledon_chase_character_assessment.pdf","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-w","Extra documents are available. ",,,,44005406
217_MRT_CA23,"Wimbledon Hill Road",,"https://www.merton.gov.uk/assets/Documents/0177_wimbledon_hill_road_character_assessment.pdf","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-w","Extra documents are available. ",,,,44005404
217_MRT_CA24,"Wimbledon North",,"https://www.merton.gov.uk/assets/Documents/0177_wimbledon_north_character_assessment_intro_pt1_sub_area_1_to_5.pdf","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-w","Extra documents are available. ",,,,44005420
217_MRT_CA25,"Wimbledon Village",,"https://www.merton.gov.uk/assets/Documents/0177_wimbledon_village_conservation_area_design_guide_p1-2.pdf","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-w","Extra documents are available. ",,,,44005419
217_MRT_CA26,"Wimbledon West",,"https://www.merton.gov.uk/assets/Documents/0177_character_assessment_wimbledon_west_intro_and_background_pt1.pdf","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-w","Extra documents are available. ",,,,44005413
217_MRT_CA27,"Wimbledon Windmill",,"","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-w","No appraisal document",,,,44005402
217_MRT_CA28,"Wool Road",,"https://www.merton.gov.uk/assets/Documents/0177_wool_road_design_guide.pdf","https://www.merton.gov.uk/planning-and-buildings/conservation-heritage/conservation-areas-list#toc-conservation-areas-w","Extra documents are available. ",,,,44005410
