reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_63_BRW_CA1_1,63_BRW_CA1,"Ingatestone High Street","https://www.brentwood.gov.uk/conservation-areas","https://document.brentwood.gov.uk/pdf/06022009144704u.pdf",area-appraisal,"",,,,44004486
D_63_BRW_CA1_2,63_BRW_CA1,"Ingatestone High Street","https://www.brentwood.gov.uk/conservation-areas",https://document.brentwood.gov.uk/pdf/05092012164930u.pdf,area-map,"",,,,44004486
D_63_BRW_CA2_1,63_BRW_CA2,"South Weald","https://www.brentwood.gov.uk/conservation-areas","",area-appraisal,"No appraisal document",,,,44001671
D_63_BRW_CA2_2,63_BRW_CA2,"South Weald","https://www.brentwood.gov.uk/conservation-areas",https://document.brentwood.gov.uk/pdf/05092012165054u.pdf,area-map,"No appraisal document",,,,44001671
D_63_BRW_CA3_1,63_BRW_CA3,"Blackmore","https://www.brentwood.gov.uk/conservation-areas","https://document.brentwood.gov.uk/pdf/06022009144347u.pdf",area-appraisal,"",,,,44001665
D_63_BRW_CA3_2,63_BRW_CA3,"Blackmore","https://www.brentwood.gov.uk/conservation-areas",https://document.brentwood.gov.uk/pdf/05092012163307u.pdf,area-map,"",,,,44001665
D_63_BRW_CA4_1,63_BRW_CA4,"Great Warley","https://www.brentwood.gov.uk/conservation-areas","https://document.brentwood.gov.uk/pdf/25102011162438u.pdf",area-appraisal,"",,,,44001667
D_63_BRW_CA4_2,63_BRW_CA4,"Great Warley","https://www.brentwood.gov.uk/conservation-areas",https://document.brentwood.gov.uk/pdf/15112012155527u.pdf,area-map,"",,,,44001667
D_63_BRW_CA5_1,63_BRW_CA5,"Herongate","https://www.brentwood.gov.uk/conservation-areas","https://document.brentwood.gov.uk/pdf/25102011161514u.pdf",area-appraisal,"",,,,44001668
D_63_BRW_CA5_2,63_BRW_CA5,"Herongate","https://www.brentwood.gov.uk/conservation-areas",https://document.brentwood.gov.uk/pdf/15112012155713u.pdf,area-map,"",,,,44001668
D_63_BRW_CA6_1,63_BRW_CA6,"Station Lane, Ingatestone","https://www.brentwood.gov.uk/conservation-areas","https://document.brentwood.gov.uk/pdf/06022009145001u.pdf",area-appraisal,"",,,,44004487
D_63_BRW_CA6_2,63_BRW_CA6,"Station Lane, Ingatestone","https://www.brentwood.gov.uk/conservation-areas",https://document.brentwood.gov.uk/pdf/05092012165220u.pdf,area-map,"",,,,44004487
D_63_BRW_CA7_1,63_BRW_CA7,"Hutton Village","https://www.brentwood.gov.uk/conservation-areas","",area-appraisal,"No appraisal document",,,,44001670
D_63_BRW_CA7_2,63_BRW_CA7,"Hutton Village","https://www.brentwood.gov.uk/conservation-areas",https://document.brentwood.gov.uk/pdf/05092012164813u.pdf,area-map,"No appraisal document",,,,44001670
D_63_BRW_CA8_1,63_BRW_CA8,"Fryerning","https://www.brentwood.gov.uk/conservation-areas","https://document.brentwood.gov.uk/pdf/05092012170002u.pdf",area-appraisal,"",,,,44001666
D_63_BRW_CA8_2,63_BRW_CA8,"Fryerning","https://www.brentwood.gov.uk/conservation-areas",https://document.brentwood.gov.uk/pdf/05112014101941u.pdf,area-map,"",,,,44001666
D_63_BRW_CA9_1,63_BRW_CA9,"Weald Park","https://www.brentwood.gov.uk/conservation-areas","",area-appraisal,"No appraisal document",,,,44001674
D_63_BRW_CA9_2,63_BRW_CA9,"Weald Park","https://www.brentwood.gov.uk/conservation-areas",https://document.brentwood.gov.uk/pdf/05092012165700u.pdf,area-map,"No appraisal document",,,,44001674
D_63_BRW_CA10_1,63_BRW_CA10,"Thorndon Park","https://www.brentwood.gov.uk/conservation-areas","",area-appraisal,"No appraisal document",,,,44001672
D_63_BRW_CA10_2,63_BRW_CA10,"Thorndon Park","https://www.brentwood.gov.uk/conservation-areas",https://document.brentwood.gov.uk/pdf/05092012165345u.pdf,area-map,"No appraisal document",,,,44001672
D_63_BRW_CA11_1,63_BRW_CA11,"Warley Place","https://www.brentwood.gov.uk/conservation-areas","",area-appraisal,"No appraisal document",,,,44001673
D_63_BRW_CA11_2,63_BRW_CA11,"Warley Place","https://www.brentwood.gov.uk/conservation-areas",https://document.brentwood.gov.uk/pdf/05092012165521u.pdf,area-map,"No appraisal document",,,,44001673
D_63_BRW_CA12_1,63_BRW_CA12,"Brentwood Town Centre","https://www.brentwood.gov.uk/conservation-areas","https://document.brentwood.gov.uk/pdf/17122007132744u.pdf",area-appraisal,"",,,,44004485
D_63_BRW_CA12_2,63_BRW_CA12,"Brentwood Town Centre","https://www.brentwood.gov.uk/conservation-areas",https://document.brentwood.gov.uk/pdf/05092012163946u.pdf,area-map,"",,,,44004485
D_63_BRW_CA13_1,63_BRW_CA13,"Highwood Hospital","https://www.brentwood.gov.uk/conservation-areas","https://document.brentwood.gov.uk/pdf/17122007134945u.pdf",area-appraisal,"",,,,44001669
D_63_BRW_CA13_2,63_BRW_CA13,"Highwood Hospital","https://www.brentwood.gov.uk/conservation-areas",https://document.brentwood.gov.uk/pdf/05092012164620u.pdf,area-map,"",,,,44001669
