reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_316_STE_CA1_1,316_STE_CA1,"Albert Square (Fenton)","https://www.stoke.gov.uk/directory_record/331591/albert_square_fenton_conservation_area/category/306/conservation_areas","",area-appraisal,"No appraisal document",,,,44006250
D_316_STE_CA1_2,316_STE_CA1,"Albert Square (Fenton)","https://www.stoke.gov.uk/directory_record/331591/albert_square_fenton_conservation_area/category/306/conservation_areas",https://www.stoke.gov.uk/download/downloads/id/429/albert_square_conservation_area_appraisal.pdf,area-map,"No appraisal document",,,,44006250
D_316_STE_CA2_1,316_STE_CA2,"Ash Green (Trentham)","https://www.stoke.gov.uk/directory_record/331587/ash_green_trentham_conservation_area/category/306/conservation_areas","",area-appraisal,"No appraisal document",,,,44006263
D_316_STE_CA2_2,316_STE_CA2,"Ash Green (Trentham)","https://www.stoke.gov.uk/directory_record/331587/ash_green_trentham_conservation_area/category/306/conservation_areas",https://www.stoke.gov.uk/download/downloads/id/425/ash_green_conservation_area_appraisal.pdf,area-map,"No appraisal document",,,,44006263
D_316_STE_CA3_1,316_STE_CA3,"Blurton Church","https://www.stoke.gov.uk/directory_record/331585/blurton_church_conservation_area/category/306/conservation_areas","",area-appraisal,"No appraisal document",,,,44006258
D_316_STE_CA3_2,316_STE_CA3,"Blurton Church","https://www.stoke.gov.uk/directory_record/331585/blurton_church_conservation_area/category/306/conservation_areas",https://www.stoke.gov.uk/download/downloads/id/423/blurton_church_conservation_area_appraisal.pdf,area-map,"No appraisal document",,,,44006258
D_316_STE_CA4_1,316_STE_CA4,"Burslem Town","https://www.stoke.gov.uk/directory_record/331584/burslem_town_conservation_area/category/306/conservation_areas","https://www.stoke.gov.uk/download/downloads/id/421/burslem_town_centre_conservation_area_appraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44006261
D_316_STE_CA4_2,316_STE_CA4,"Burslem Town","https://www.stoke.gov.uk/directory_record/331584/burslem_town_conservation_area/category/306/conservation_areas",https://www.stoke.gov.uk/download/downloads/id/422/burslem_town_centre_conservation_area_appraisal_map.pdf,area-map,"Extra documents are available. ",,,,44006261
D_316_STE_CA5_1,316_STE_CA5,"Caldon Canal","https://www.stoke.gov.uk/directory_record/331599/caldon_canal_conservation_area/category/306/conservation_areas","https://www.stoke.gov.uk/download/downloads/id/437/caldon_canal_conservation_area_appraisal.pdf",area-appraisal,"12 Maps making up one areaExtra documents are available. ",,,,44006260
D_316_STE_CA5_2,316_STE_CA5,"Caldon Canal","https://www.stoke.gov.uk/directory_record/331599/caldon_canal_conservation_area/category/306/conservation_areas",https://www.stoke.gov.uk/downloads/download/1130/caldon_canal_conservation_area_maps,area-map,"12 Maps making up one areaExtra documents are available. ",,,,44006260
D_316_STE_CA6_1,316_STE_CA6,"City Centre (Hanley)","https://www.stoke.gov.uk/directory_record/331598/city_centre_hanley_conservation_area/category/306/conservation_areas","https://www.stoke.gov.uk/download/downloads/id/436/city_centre_conservation_area_appraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44006272
D_316_STE_CA6_2,316_STE_CA6,"City Centre (Hanley)","https://www.stoke.gov.uk/directory_record/331598/city_centre_hanley_conservation_area/category/306/conservation_areas",https://www.stoke.gov.uk/download/downloads/id/2052/city_centre_hanley_conservation_area_map.pdf,area-map,"Extra documents are available. ",,,,44006272
D_316_STE_CA7_1,316_STE_CA7,"Dresden","https://www.stoke.gov.uk/directory_record/331590/dresden_conservation_area/category/306/conservation_areas","https://www.stoke.gov.uk/download/downloads/id/428/dresden_conservation_area_appraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44006255
D_316_STE_CA7_2,316_STE_CA7,"Dresden","https://www.stoke.gov.uk/directory_record/331590/dresden_conservation_area/category/306/conservation_areas",https://www.stoke.gov.uk/download/downloads/id/2053/dresden_conservation_area_map.pdf,area-map,"Extra documents are available. ",,,,44006255
D_316_STE_CA8_1,316_STE_CA8,"Hanley Park","https://www.stoke.gov.uk/directory_record/331600/hanley_park_conservation_area/category/306/conservation_areas","https://www.stoke.gov.uk/download/downloads/id/438/hanley_park_conservation_area_appraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44006259
D_316_STE_CA8_2,316_STE_CA8,"Hanley Park","https://www.stoke.gov.uk/directory_record/331600/hanley_park_conservation_area/category/306/conservation_areas",https://www.stoke.gov.uk/download/downloads/id/2054/hanley_park_conservation_area.pdf,area-map,"Extra documents are available. ",,,,44006259
D_316_STE_CA9_1,316_STE_CA9,"Hartshill","https://www.stoke.gov.uk/directory_record/331588/hartshill_conservation_area/category/306/conservation_areas","https://www.stoke.gov.uk/download/downloads/id/426/hartshill_conservation_area_appraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44006268
D_316_STE_CA9_2,316_STE_CA9,"Hartshill","https://www.stoke.gov.uk/directory_record/331588/hartshill_conservation_area/category/306/conservation_areas",https://www.stoke.gov.uk/download/downloads/id/2055/hartshill_conservation_area.pdf,area-map,"Extra documents are available. ",,,,44006268
D_316_STE_CA10_1,316_STE_CA10,"Longton Town Centre","https://www.stoke.gov.uk/directory_record/331586/longton_town_centre_conservation_area/category/306/conservation_areas","https://www.stoke.gov.uk/download/downloads/id/424/longton_town_centre_conservation_area_appraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44006252
D_316_STE_CA10_2,316_STE_CA10,"Longton Town Centre","https://www.stoke.gov.uk/directory_record/331586/longton_town_centre_conservation_area/category/306/conservation_areas",https://www.stoke.gov.uk/download/downloads/id/2057/longton_town_centre_conservation_area.pdf,area-map,"Extra documents are available. ",,,,44006252
D_316_STE_CA11_1,316_STE_CA11,"Newcastle Street (Middleport)","https://www.stoke.gov.uk/directory_record/331597/newcastle_street_middleport_conservation_area/category/306/conservation_areas","https://www.stoke.gov.uk/download/downloads/id/435/newcastle_street_middleport_conservation_area_appraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44006266
D_316_STE_CA11_2,316_STE_CA11,"Newcastle Street (Middleport)","https://www.stoke.gov.uk/directory_record/331597/newcastle_street_middleport_conservation_area/category/306/conservation_areas",https://www.stoke.gov.uk/download/downloads/id/2154/newcastle_street_middleport_conservation_area.pdf,area-map,"Extra documents are available. ",,,,44006266
D_316_STE_CA12_1,316_STE_CA12,"Park Terrace (Tunstall)","https://www.stoke.gov.uk/directory_record/331594/park_terrace_tunstall_conservation_area/category/306/conservation_areas","https://www.stoke.gov.uk/download/downloads/id/432/park_terrace_conservation_area_appraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44006264
D_316_STE_CA12_2,316_STE_CA12,"Park Terrace (Tunstall)","https://www.stoke.gov.uk/directory_record/331594/park_terrace_tunstall_conservation_area/category/306/conservation_areas",https://www.stoke.gov.uk/download/downloads/id/2059/park_terrace_tunstall_conservation_area.pdf,area-map,"Extra documents are available. ",,,,44006264
D_316_STE_CA13_1,316_STE_CA13,"Penkhull Garden Village","https://www.stoke.gov.uk/directory_record/335014/penkhull_garden_village_consultation_area/category/306/conservation_areas","https://www.stoke.gov.uk/download/downloads/id/2084/penkhull_garden_village_appraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44006251
D_316_STE_CA13_2,316_STE_CA13,"Penkhull Garden Village","https://www.stoke.gov.uk/directory_record/335014/penkhull_garden_village_consultation_area/category/306/conservation_areas",https://www.stoke.gov.uk/download/downloads/id/2060/penkhull_garden_village_conservation_area.pdf,area-map,"Extra documents are available. ",,,,44006251
D_316_STE_CA14_1,316_STE_CA14,"Penkhull Village","https://www.stoke.gov.uk/directory_record/331582/penkhull_village_conservation_area/category/306/conservation_areas","https://www.stoke.gov.uk/download/downloads/id/419/penkhull_village_conservation_area_appraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44006267
D_316_STE_CA14_2,316_STE_CA14,"Penkhull Village","https://www.stoke.gov.uk/directory_record/331582/penkhull_village_conservation_area/category/306/conservation_areas",https://www.stoke.gov.uk/download/downloads/id/2061/penkhull_village.pdf,area-map,"Extra documents are available. ",,,,44006267
D_316_STE_CA15_1,316_STE_CA15,"St Christopher Avenue","https://www.stoke.gov.uk/directory_record/335013/st_christopher_avenue_conservation_area/category/306/conservation_areas","https://www.stoke.gov.uk/download/downloads/id/2085/st_christopher_avenue_appraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44006269
D_316_STE_CA15_2,316_STE_CA15,"St Christopher Avenue","https://www.stoke.gov.uk/directory_record/335013/st_christopher_avenue_conservation_area/category/306/conservation_areas",https://www.stoke.gov.uk/download/downloads/id/2081/st_christopher_avenue_conservation_area.pdf,area-map,"Extra documents are available. ",,,,44006269
D_316_STE_CA16_1,316_STE_CA16,"Stoke Town","https://www.stoke.gov.uk/directory_record/331583/stoke_town_conservation_area/category/306/conservation_areas","https://www.stoke.gov.uk/download/downloads/id/420/stoke_town_centre_conservation_area_appraisal.pdf",area-appraisal,"Extra documents are available. ",,,,44006271
D_316_STE_CA16_2,316_STE_CA16,"Stoke Town","https://www.stoke.gov.uk/directory_record/331583/stoke_town_conservation_area/category/306/conservation_areas",https://www.stoke.gov.uk/download/downloads/id/2062/stoke_town.pdf,area-map,"Extra documents are available. ",,,,44006271
