reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_325_STY_CA1_1,325_STY_CA1,"Cleadon","https://southtyneside.gov.uk/article/3894/Character-appraisals-and-management-plans","https://southtyneside.gov.uk/media/661/Cleadon-Conservation-Area-Character-Appraisal-March-2007/pdf/Cleadon_CA_Character_Appraisal_March_2007.pdf?m=1635944008660",area-appraisal,"Polygons on interactive mapExtra documents are available. Best Map is shown on page 3 of the appraisal document. ",,,,44006205
D_325_STY_CA2_1,325_STY_CA2,"Cleadon Hills","https://southtyneside.gov.uk/article/3894/Character-appraisals-and-management-plans","https://southtyneside.gov.uk/media/662/Cleadon-Hills-Conservation-Area-Character-Appraisal-March-2007/pdf/Cleadon_Hills_CA_Character_Appraisal_March_2007.pdf?m=1635944546107",area-appraisal,"Polygons on interactive mapExtra documents are available. Best Map is shown on page 3 of the appraisal document. ",,,,44001018
D_325_STY_CA3_1,325_STY_CA3,"East Boldon","https://southtyneside.gov.uk/article/3894/Character-appraisals-and-management-plans","https://southtyneside.gov.uk/media/663/East-Boldon-Conservation-Area-Character-Appraisal-February-2006/pdf/East_Boldon_CA_Character_Appraisal_February_2006.pdf?m=1635948173467",area-appraisal,"Polygons on interactive mapExtra documents are available. Best Map is shown on page 3 of the appraisal document. ",,,,44006206
D_325_STY_CA4_1,325_STY_CA4,"Hebburn Hall","https://southtyneside.gov.uk/article/3894/Character-appraisals-and-management-plans","https://southtyneside.gov.uk/media/664/Hebburn-Hall-Conservation-Area-Character-Appraisal-August-2007/pdf/Hebburn_Hall_CA_Character_Appraisal_August_2007.pdf?m=1635948386830",area-appraisal,"Polygons on interactive mapExtra documents are available. Best Map is shown on page 3 of the appraisal document. ",,,,44001017
D_325_STY_CA5_1,325_STY_CA5,"Mariners' Cottages","https://southtyneside.gov.uk/article/3894/Character-appraisals-and-management-plans","https://southtyneside.gov.uk/media/665/Mariners-Cottages-Conservation-Area-Character-Appraisal-August-2006/pdf/Mariners_Cottages_CA_Character_Appraisal_August_2006.pdf?m=1635948441583",area-appraisal,"Polygons on interactive mapExtra documents are available. Best Map is shown on page 3 of the appraisal document. ",,,,44006207
D_325_STY_CA6_1,325_STY_CA6,"Mill Dam","https://southtyneside.gov.uk/article/3894/Character-appraisals-and-management-plans","https://southtyneside.gov.uk/media/666/Mill-Dam-Conservation-Area-Character-Appraisal-September-2006/pdf/Mill_Dam_CA_Character_Appraisal_September_2006.pdf?m=1635948557720",area-appraisal,"Polygons on interactive mapExtra documents are available. Best Map is shown on page 3 of the appraisal document. ",,,,44001016
D_325_STY_CA7_1,325_STY_CA7,"Monkton","https://southtyneside.gov.uk/article/3894/Character-appraisals-and-management-plans","https://southtyneside.gov.uk/media/667/Monkton-Conservation-Area-Character-Appraisal-March-2006/pdf/Monkton_CA_Character_Appraisal_Combined_March_2006.pdf?m=1635948621867",area-appraisal,"Polygons on interactive mapExtra documents are available. Best Map is shown on page 3 of the appraisal document. ",,,,44006208
D_325_STY_CA8_1,325_STY_CA8,"St Paul's","https://southtyneside.gov.uk/article/3894/Character-appraisals-and-management-plans","https://southtyneside.gov.uk/media/668/St-Paul-s-Conservation-Area-Character-Appraisal-September-2006/pdf/St_Pauls_CA_Character_Appraisal_Final_September_2006.pdf?m=1635948786753",area-appraisal,"Polygons on interactive mapExtra documents are available. Best Map is shown on page 8 of the appraisal document. ",,,,44006209
D_325_STY_CA9_1,325_STY_CA9,"West Boldon","https://southtyneside.gov.uk/article/3894/Character-appraisals-and-management-plans","https://southtyneside.gov.uk/media/669/West-Boldon-Conservation-Area-Character-Appraisal-March-2006/pdf/West_Boldon_CA_Character_Appraisal_March_2006.pdf?m=1635948926043",area-appraisal,"Polygons on interactive mapExtra documents are available. Best Map is shown on page 3 of the appraisal document. ",,,,44006211
D_325_STY_CA10_1,325_STY_CA10,"Westoe","https://southtyneside.gov.uk/article/3894/Character-appraisals-and-management-plans","https://southtyneside.gov.uk/media/670/Westoe-Conservation-Area-Character-Appraisal-March-2006/pdf/Westoe_CA_Character_Appraisal_March_2006.pdf?m=1635949142063",area-appraisal,"Polygons on interactive mapExtra documents are available. Best Map is shown on page 3 of the appraisal document. ",,,,44006210
D_325_STY_CA11_1,325_STY_CA11,"Whitburn","https://southtyneside.gov.uk/article/3894/Character-appraisals-and-management-plans","https://southtyneside.gov.uk/media/682/Whitburn-Conservation-Area-Character-Appraisal-February-2006/pdf/Whitburn_CA_Character_Appraisal_February_2006_12.pdf?m=1635951903537",area-appraisal,"Polygons on interactive mapExtra documents are available. Best Map is shown on page 3 of the appraisal document. ",,,,44001019
