reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,ca_entity
138_FEN_CA1,"Chatteris",,"","https://www.fenland.gov.uk/conservationareas","No appraisal document",,,,44002582
138_FEN_CA2,"March",,"","https://www.fenland.gov.uk/conservationareas","No appraisal document",,,,44002584
138_FEN_CA3,"Whittlesey",,"https://www.fenland.gov.uk/media/17650/Whittlesey-Conservation-Area-Appraisal/pdf/Whittlesey_Conservation_Area_Appraisal_v2_080518.pdf?m=1621859766407","https://www.fenland.gov.uk/conservationareas","Extra documents are available. ",,,,44002583
138_FEN_CA4,"Wisbech",,"https://www.fenland.gov.uk/media/14665/Wisbech-Conservation-Area-Appraisal/pdf/Wisbech_Conservation_Area_Appraisal.pdf?m=1523455946960","https://www.fenland.gov.uk/conservationareas","Extra documents are available. ",,,,44002586
138_FEN_CA5,"Bowthorpe",,"","https://www.fenland.gov.uk/conservationareas","No appraisal document",,,,44002587
138_FEN_CA6,"Leverington",,"https://www.fenland.gov.uk/media/14668/Leverington-Conservation-Area-Appraisal/pdf/Leverington_Conservation_Area_Appraisal.pdf?m=1523456231697","https://www.fenland.gov.uk/conservationareas","Extra documents are available. ",,,,44002585
138_FEN_CA7,"Doddington",,"https://www.fenland.gov.uk/media/14667/Doddington-Conservation-Area-Character-Appraisal/pdf/Doddington_Conservation_Area_Appraisal.pdf?m=1523456127520","https://www.fenland.gov.uk/conservationareas","Extra documents are available. ",,,,44002580
138_FEN_CA8,"Parson Drove",,"","https://www.fenland.gov.uk/conservationareas","No appraisal document",,,,44002579
138_FEN_CA9,"Elm",,"","https://www.fenland.gov.uk/conservationareas","No appraisal document",,,,44002588
138_FEN_CA10,"Coates",,"https://www.fenland.gov.uk/media/17362/Coates-Conservation-Area-Appraisal/pdf/Coates_Convservation_Area_Appraisal.pdf?m=1607000585000","https://www.fenland.gov.uk/conservationareas","Extra documents are available. ",,,,44002581
