reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,ca_entity
168_HIN_CA1,"Ashby Canal",,"https://www.hinckley-bosworth.gov.uk/download/downloads/id/1494/appraisal_-_ashby_canal.pdf","https://www.hinckley-bosworth.gov.uk/info/511/conservation_areas/322/ashby_canal_conservation_area/2","",,,,44001586
168_HIN_CA2,"Barwell A",,"https://www.hinckley-bosworth.gov.uk/download/downloads/id/1617/management_plan_-_high_street.pdf","https://www.hinckley-bosworth.gov.uk/info/511/conservation_areas/325/barwell_conservation_area/2","Extra documents are available. ",,,,44005184
168_HIN_CA3,"Barwell B",,"https://www.hinckley-bosworth.gov.uk/download/downloads/id/1576/management_plan_-_arthur_street.pdf","https://www.hinckley-bosworth.gov.uk/info/511/conservation_areas/325/barwell_conservation_area/2","Extra documents are available. ",,,,44005185
168_HIN_CA4,"Bilstone",,"https://www.hinckley-bosworth.gov.uk/download/downloads/id/3022/appraisal_-_adopted_november_2012.pdf","https://www.hinckley-bosworth.gov.uk/info/511/conservation_areas/895/bilstone_conservation_area/2","Extra documents are available. ",,,,44005819
168_HIN_CA5,"Burbage",,"https://www.hinckley-bosworth.gov.uk/download/downloads/id/2542/appraisal_-_adopted_-_burbage.pdf","https://www.hinckley-bosworth.gov.uk/info/511/conservation_areas/328/burbage_conservation_area/2","Extra documents are available. ",,,,44004649
168_HIN_CA6,"Cadeby",,"https://www.hinckley-bosworth.gov.uk/download/downloads/id/1184/appraisal_and_map_-_cadeby.pdf","https://www.hinckley-bosworth.gov.uk/info/511/conservation_areas/329/cadeby_conservation_area/2","Extra documents are available. Best Map is shown on page 2 of the appraisal document. ",,,,44001587
168_HIN_CA7,"Congerstone",,"https://www.hinckley-bosworth.gov.uk/download/downloads/id/1454/appraisal_-_congerstone.pdf","https://www.hinckley-bosworth.gov.uk/info/511/conservation_areas/330/congerstone_conservation_area/2","Extra documents are available. ",,,,44004650
168_HIN_CA8,"Desford",,"https://www.hinckley-bosworth.gov.uk/download/downloads/id/1198/appraisal_-_desford.pdf","https://www.hinckley-bosworth.gov.uk/info/511/conservation_areas/331/desford_conservation_area/2","Extra documents are available. ",,,,44004648
168_HIN_CA9,"Earl Shilton",,"https://www.hinckley-bosworth.gov.uk/download/downloads/id/1220/appraisal_-_earl_shilton.pdf","https://www.hinckley-bosworth.gov.uk/info/511/conservation_areas/332/earl_shilton_conservation_area/2","Extra documents are available. ",,,,44001597
168_HIN_CA10,"Groby",,"https://www.hinckley-bosworth.gov.uk/download/downloads/id/1663/appraisal_-_groby.doc","https://www.hinckley-bosworth.gov.uk/info/511/conservation_areas/333/groby_conservation_area/2","Extra documents are available. ",,,,44001598
168_HIN_CA11,"Higham-on-the-Hill",,"https://www.hinckley-bosworth.gov.uk/download/downloads/id/1225/appraisal_-_higham-on-the-hill.pdf","https://www.hinckley-bosworth.gov.uk/info/511/conservation_areas/334/higham-on-the-hill_conservation_area/2","Extra documents are available. ",,,,44001599
168_HIN_CA12,"Hinckley - Druid Street",,"https://www.hinckley-bosworth.gov.uk/download/downloads/id/1237/appraisal_-_hinckley_druid_street.pdf","https://www.hinckley-bosworth.gov.uk/info/511/conservation_areas/335/hinckley_druid_street_conservation_area/2","Extra documents are available. ",,,,44001596
168_HIN_CA13,"Hinckley - Hollycroft",,"https://www.hinckley-bosworth.gov.uk/download/downloads/id/2210/appraisal_-_adopted_-_hinckley_hollycroft.pdf","https://www.hinckley-bosworth.gov.uk/info/511/conservation_areas/336/hinckley_hollycroft_conservation_area/2","Extra documents are available. ",,,,44001601
168_HIN_CA14,"Hinckley - Town Centre",,"https://www.hinckley-bosworth.gov.uk/download/downloads/id/3244/appraisal_-_adopted_by_council_23_march_2013.pdf","https://www.hinckley-bosworth.gov.uk/info/511/conservation_areas/337/hinckley_town_centre_conservation_area/2","Extra documents are available. ",,,,44001600
168_HIN_CA15,"Market Bosworth",,"https://www.hinckley-bosworth.gov.uk/download/downloads/id/4094/appraisal_-_adopted_27_may_2014.pdf","https://www.hinckley-bosworth.gov.uk/info/511/conservation_areas/338/market_bosworth_conservation_area/2","Extra documents are available. ",,,,44005820
168_HIN_CA16,"Markfield",,"https://www.hinckley-bosworth.gov.uk/download/downloads/id/1243/appraisal_-_markfield.pdf","https://www.hinckley-bosworth.gov.uk/info/511/conservation_areas/339/markfield_conservation_area/2","Extra documents are available. ",,,,44001602
168_HIN_CA17,"Nailstone",,"https://www.hinckley-bosworth.gov.uk/info/511/conservation_areas/1170/nailstone_conservation_area/2","https://www.hinckley-bosworth.gov.uk/info/511/conservation_areas/1170/nailstone_conservation_area/2","Best Map is shown on page 10 of the appraisal document. ",,,,44005821
