reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,ca_entity
335_TAW_CA1,"Albert Road/Victoria Street",,"https://community.tamworth.gov.uk/sites/default/files/planning_docs/Conservation/Victorial-Albert-Report-Nov09.pdf","https://community.tamworth.gov.uk/conservation-areas","Extra documents are available. ",,,,44000123
335_TAW_CA2,"Amington Green",,"https://community.tamworth.gov.uk/sites/default/files/planning_docs/Conservation/Amington-Green-final-Nov09.pdf","https://community.tamworth.gov.uk/conservation-areas","Extra documents are available. ",,,,44000122
335_TAW_CA3,"Amington Hall Estate",,"https://community.tamworth.gov.uk/sites/default/files/planning_docs/Conservation/Amington-Hall-final-Nov09.pdf","https://community.tamworth.gov.uk/conservation-areas","Extra documents are available. ",,,,44000117
335_TAW_CA4,"Dostill",,"https://community.tamworth.gov.uk/sites/default/files/planning_docs/Conservation/Dosthill-final-Nov09.pdf","https://community.tamworth.gov.uk/conservation-areas","Extra documents are available. ",,,,44000118
335_TAW_CA5,"Hospital Street",,"https://community.tamworth.gov.uk/sites/default/files/planning_docs/Conservation/Hospital-Street-Final-Nov09.pdf","https://community.tamworth.gov.uk/conservation-areas","Extra documents are available. ",,,,44000119
335_TAW_CA6,"Tamworth Town",,"https://community.tamworth.gov.uk/sites/default/files/planning_docs/Conservation/Town-Centre-Nov09.pdf","https://community.tamworth.gov.uk/conservation-areas","Extra documents are available. ",,,,44000120
335_TAW_CA7,"Wilnecote",,"https://community.tamworth.gov.uk/sites/default/files/planning_docs/Conservation/Wilnecote-final-Nov09.pdf","https://community.tamworth.gov.uk/conservation-areas","Extra documents are available. ",,,,44000121
