reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_199_LIC_CA1_1,199_LIC_CA1,"Cathedral and City Centre","https://www.lincoln.gov.uk/downloads/download/88/conservation-archaeology-and-heritage-downloads","",area-appraisal,"No appraisal document",,,,44009265
D_199_LIC_CA1_2,199_LIC_CA1,"Cathedral and City Centre","https://www.lincoln.gov.uk/downloads/download/88/conservation-archaeology-and-heritage-downloads",https://www.lincoln.gov.uk/downloads/file/490/conservation-area-1-cathedral-and-city-centre,area-map,"No appraisal document",,,,44009265
D_199_LIC_CA2_1,199_LIC_CA2,"St Peter-at-Gowts","https://www.lincoln.gov.uk/downloads/download/88/conservation-archaeology-and-heritage-downloads","",area-appraisal,"No appraisal document",,,,44009266
D_199_LIC_CA2_2,199_LIC_CA2,"St Peter-at-Gowts","https://www.lincoln.gov.uk/downloads/download/88/conservation-archaeology-and-heritage-downloads",https://www.lincoln.gov.uk/downloads/file/491/conservation-area-2-st-peter-at-gowts,area-map,"No appraisal document",,,,44009266
D_199_LIC_CA3_1,199_LIC_CA3,"Lindum and Arboretum","https://www.lincoln.gov.uk/downloads/download/88/conservation-archaeology-and-heritage-downloads","",area-appraisal,"No appraisal document",,,,44009267
D_199_LIC_CA3_2,199_LIC_CA3,"Lindum and Arboretum","https://www.lincoln.gov.uk/downloads/download/88/conservation-archaeology-and-heritage-downloads",https://www.lincoln.gov.uk/downloads/file/489/conservation-area-3-lindum-and-arboretum,area-map,"No appraisal document",,,,44009267
D_199_LIC_CA4_1,199_LIC_CA4,"St Catherines","https://www.lincoln.gov.uk/downloads/download/88/conservation-archaeology-and-heritage-downloads","",area-appraisal,"No appraisal document",,,,44009268
D_199_LIC_CA4_2,199_LIC_CA4,"St Catherines","https://www.lincoln.gov.uk/downloads/download/88/conservation-archaeology-and-heritage-downloads",https://www.lincoln.gov.uk/downloads/file/494/conservation-area-4-st-catherines,area-map,"No appraisal document",,,,44009268
D_199_LIC_CA5_1,199_LIC_CA5,"Gowts Bridge","https://www.lincoln.gov.uk/downloads/download/88/conservation-archaeology-and-heritage-downloads","",area-appraisal,"No appraisal document",,,,44009275
D_199_LIC_CA5_2,199_LIC_CA5,"Gowts Bridge","https://www.lincoln.gov.uk/downloads/download/88/conservation-archaeology-and-heritage-downloads",https://www.lincoln.gov.uk/downloads/file/493/conservation-area-5-gowts-bridge,area-map,"No appraisal document",,,,44009275
D_199_LIC_CA6_1,199_LIC_CA6,"West Parade and Brayford","https://www.lincoln.gov.uk/downloads/download/88/conservation-archaeology-and-heritage-downloads","",area-appraisal,"No appraisal document",,,,44009269
D_199_LIC_CA6_2,199_LIC_CA6,"West Parade and Brayford","https://www.lincoln.gov.uk/downloads/download/88/conservation-archaeology-and-heritage-downloads",https://www.lincoln.gov.uk/downloads/file/495/conservation-area-6-west-parade-and-brayford,area-map,"No appraisal document",,,,44009269
D_199_LIC_CA7_1,199_LIC_CA7,"Sibthorp","https://www.lincoln.gov.uk/downloads/download/88/conservation-archaeology-and-heritage-downloads","",area-appraisal,"No appraisal document",,,,44009270
D_199_LIC_CA7_2,199_LIC_CA7,"Sibthorp","https://www.lincoln.gov.uk/downloads/download/88/conservation-archaeology-and-heritage-downloads",https://www.lincoln.gov.uk/downloads/file/488/conservation-area-7-sibthorp,area-map,"No appraisal document",,,,44009270
D_199_LIC_CA8_1,199_LIC_CA8,"Carline","https://www.lincoln.gov.uk/downloads/download/88/conservation-archaeology-and-heritage-downloads","",area-appraisal,"No appraisal document",,,,44009271
D_199_LIC_CA8_2,199_LIC_CA8,"Carline","https://www.lincoln.gov.uk/downloads/download/88/conservation-archaeology-and-heritage-downloads",https://www.lincoln.gov.uk/downloads/file/492/conservation-area-8-carline-road,area-map,"No appraisal document",,,,44009271
D_199_LIC_CA9_1,199_LIC_CA9,"Newport and Nettleham Road","https://www.lincoln.gov.uk/downloads/download/88/conservation-archaeology-and-heritage-downloads","",area-appraisal,"No appraisal document",,,,44009272
D_199_LIC_CA9_2,199_LIC_CA9,"Newport and Nettleham Road","https://www.lincoln.gov.uk/downloads/download/88/conservation-archaeology-and-heritage-downloads",https://www.lincoln.gov.uk/downloads/file/485/conservation-area-9-newport-and-nettleham-road,area-map,"No appraisal document",,,,44009272
D_199_LIC_CA10_1,199_LIC_CA10,"The Dell","https://www.lincoln.gov.uk/downloads/download/88/conservation-archaeology-and-heritage-downloads","",area-appraisal,"No appraisal document",,,,44009273
D_199_LIC_CA10_2,199_LIC_CA10,"The Dell","https://www.lincoln.gov.uk/downloads/download/88/conservation-archaeology-and-heritage-downloads",https://www.lincoln.gov.uk/downloads/file/484/conservation-area-10-wragby-road-the-dell,area-map,"No appraisal document",,,,44009273
D_199_LIC_CA11_1,199_LIC_CA11,"Swanpool","https://www.lincoln.gov.uk/downloads/download/88/conservation-archaeology-and-heritage-downloads","",area-appraisal,"No appraisal document",,,,44009274
D_199_LIC_CA11_2,199_LIC_CA11,"Swanpool","https://www.lincoln.gov.uk/downloads/download/88/conservation-archaeology-and-heritage-downloads",https://www.lincoln.gov.uk/downloads/file/487/conservation-area-11-swanpool,area-map,"No appraisal document",,,,44009274
