reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,ca_entity
343_THR_CA1,"Horndon on the Hill",,"","https://www.thurrock.gov.uk/conservation-areas/conservation-areas-in-thurrock","Polygons on interactive map. No appraisal document",,,,44002589
343_THR_CA2,"Corringham",,"","https://www.thurrock.gov.uk/conservation-areas/conservation-areas-in-thurrock","Polygons on interactive map. No appraisal document",,,,44002594
343_THR_CA3,"Orsett",,"","https://www.thurrock.gov.uk/conservation-areas/conservation-areas-in-thurrock","Polygons on interactive map. No appraisal document",,,,44002591
343_THR_CA4,"Fobbing",,"","https://www.thurrock.gov.uk/conservation-areas/conservation-areas-in-thurrock","Polygons on interactive map. No appraisal document",,,,44002593
343_THR_CA5,"Purfleet",,"","https://www.thurrock.gov.uk/conservation-areas/conservation-areas-in-thurrock","Polygons on interactive map. No appraisal document",,,,44002595
343_THR_CA6,"West Tilbury",,"","https://www.thurrock.gov.uk/conservation-areas/conservation-areas-in-thurrock","Polygons on interactive map. No appraisal document",,,,44002590
343_THR_CA7,"East Tilbury",,"","https://www.thurrock.gov.uk/conservation-areas/conservation-areas-in-thurrock","Polygons on interactive map. No appraisal document",,,,44002592
