reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,ca_entity
271_ROT_CA1,"Wath upon Dearne",,"","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2","Polygons on interactive map. No appraisal document",,,,44006179
271_ROT_CA2,"Barrow",,"","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2","Polygons on interactive map. No appraisal document",,,,44006478
271_ROT_CA3,"Wentworth",,"","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2","Polygons on interactive map. No appraisal document",,,,44006477
271_ROT_CA4,"Swinton",,"","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2","Polygons on interactive map. No appraisal document",,,,44006178
271_ROT_CA5,"Thorpe Hesley",,"","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2","Polygons on interactive map. No appraisal document",,,,44006180
271_ROT_CA6,"Scholes",,"","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2","Polygons on interactive map. No appraisal document",,,,44006193
271_ROT_CA7,"Greasebrough",,"","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2","Polygons on interactive map. No appraisal document",,,,44006195
271_ROT_CA8,"Ravenfield",,"","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2","Polygons on interactive map. No appraisal document",,,,44006176
271_ROT_CA9,"Rotherham Town Centre",,"","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2","Polygons on interactive map. No appraisal document",,,,44006194
271_ROT_CA10,"Eastwood",,"","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2","Polygons on interactive map. No appraisal document",,,,44006196
271_ROT_CA11,"Dalton Parva",,"","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2","Polygons on interactive map. No appraisal document",,,,44006177
271_ROT_CA12,"Wickersley",,"","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2","Polygons on interactive map. No appraisal document",,,,44006175
271_ROT_CA13,"Whiston",,"","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2","Polygons on interactive map. No appraisal document",,,,44006186
271_ROT_CA14,"Treeton",,"","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2","Polygons on interactive map. No appraisal document",,,,44006184
271_ROT_CA15,"Ulley",,"","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2","Polygons on interactive map. No appraisal document",,,,44006198
271_ROT_CA16,"Brampton en le Morthen",,"","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2","Polygons on interactive map. No appraisal document",,,,44006185
271_ROT_CA17,"Laughton en la Morthen",,"","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2","Polygons on interactive map. No appraisal document",,,,44006187
271_ROT_CA18,"Aston",,"","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2","Polygons on interactive map. No appraisal document",,,,44006183
271_ROT_CA19,"Letwell",,"","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2","Polygons on interactive map. No appraisal document",,,,44006197
271_ROT_CA20,"Dinnington",,"","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2","Polygons on interactive map. No appraisal document",,,,44006188
271_ROT_CA21,"Gildingwells",,"","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2","Polygons on interactive map. No appraisal document",,,,44006189
271_ROT_CA22,"North Anston",,"","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2","Polygons on interactive map. No appraisal document",,,,44006192
271_ROT_CA23,"Wales",,"","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2","Polygons on interactive map. No appraisal document",,,,44006182
271_ROT_CA24,"South Anston",,"","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2","Polygons on interactive map. No appraisal document",,,,44006191
271_ROT_CA25,"Woodsetts",,"","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2","Polygons on interactive map. No appraisal document",,,,44006190
271_ROT_CA26,"Harthill",,"","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2","Polygons on interactive map. No appraisal document",,,,44006181
271_ROT_CA27,"Thorpe Salvin",,"","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2","Polygons on interactive map. No appraisal document",,,,44006199
271_ROT_CA28,"Moorgate",,"","https://www.rotherham.gov.uk/conservation-regeneration/built-heritage-archaeology-2","Polygons on interactive map. No appraisal document",,,,44006174
