reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,entity
8571,"Breadsall",,"No Appraisal document","https://www.erewash.gov.uk/planning-policy-section/heritage-documents/category/12-conservation-areas.html",,,"",,,,44004918
8572,"Breaston",,"https://www.erewash.gov.uk/planning-policy-section/heritage-documents.html?task=download.send&id=9&catid=12&m=0","https://www.erewash.gov.uk/planning-policy-section/heritage-documents/category/12-conservation-areas.html",,,"Character Appraisal Extra documents are available. ",,2012-11-21,,44005537
8573,"Dale Abbey",,"No Appraisal document","https://www.erewash.gov.uk/planning-policy-section/heritage-documents/category/12-conservation-areas.html",,,"",,,,44005538
8574,"Draycott",,"https://www.erewash.gov.uk/planning-policy-section/heritage-documents.html?task=download.send&id=11&catid=12&m=0","https://www.erewash.gov.uk/planning-policy-section/heritage-documents/category/12-conservation-areas.html",,,"Character Appraisal",,,,44005539
8575,"Eaton Bank",,"No Appraisal document","https://www.erewash.gov.uk/planning-policy-section/heritage-documents/category/12-conservation-areas.html",,,"",,,,44005540
8576,"Ilkeston",,"No Appraisal document","https://www.erewash.gov.uk/planning-policy-section/heritage-documents/category/12-conservation-areas.html",,,"",,,,44004921
8577,"Little Eaton",,"No Appraisal document","https://www.erewash.gov.uk/planning-policy-section/heritage-documents/category/12-conservation-areas.html",,,"",,,,44005541
9875,"Long Eaton (Derby Road)",,"No Appraisal document","https://www.erewash.gov.uk/planning-policy-section/heritage-documents/category/12-conservation-areas.html",,,"",,,,44005542
8578,"Long Eaton Lace Factories",,"https://www.erewash.gov.uk/planning-policy-section/heritage-documents.html?task=download.send&id=16&catid=12&m=0","https://www.erewash.gov.uk/planning-policy-section/heritage-documents/category/12-conservation-areas.html",,,"",,2005-10-01,,44004922
8579,"Long Eaton Town Centre",,"https://www.erewash.gov.uk/planning-policy-section/heritage-documents.html?task=download.send&id=17&catid=12&m=0","https://www.erewash.gov.uk/planning-policy-section/heritage-documents/category/12-conservation-areas.html",,," Extra documents are available.  Best Map is shown on page 5 of the appraisal document. ",,2005-10-01,,44005543
8580,"Morley",,"No Appraisal document","https://www.erewash.gov.uk/planning-policy-section/heritage-documents/category/12-conservation-areas.html",,,"",,,,44004917
8583,"Risley",,"No Appraisal document","https://www.erewash.gov.uk/planning-policy-section/heritage-documents/category/12-conservation-areas.html",,,"",,,,44004919
8584,"Sandiacre 'Canal Side'",,"No Appraisal document","https://www.erewash.gov.uk/planning-policy-section/heritage-documents/category/12-conservation-areas.html",,,"",,,,44005545
8585,"Sandiacre (Cloud Side)",,"No Appraisal document","https://www.erewash.gov.uk/planning-policy-section/heritage-documents/category/12-conservation-areas.html",,,"",,,,44005546
8586,"Sandiacre Lock",,"https://www.erewash.gov.uk/planning-policy-section/heritage-documents.html?task=download.send&id=44&catid=12&m=0","https://www.erewash.gov.uk/planning-policy-section/heritage-documents/category/12-conservation-areas.html",,,"Character Appraisal",,,,44005547
8587,"Sawley",,"No Appraisal document","https://www.erewash.gov.uk/planning-policy-section/heritage-documents/category/12-conservation-areas.html",,,"",,,,44005548
New1290,"Sheet Stores",,"No Appraisal document","https://www.erewash.gov.uk/planning-policy-section/heritage-documents/category/12-conservation-areas.html",,,"",,,,
8588,"Stanley",,"No Appraisal document","https://www.erewash.gov.uk/planning-policy-section/heritage-documents/category/12-conservation-areas.html",,,"",,,,44004920
8589,"Stanton-by-Dale",,"https://www.erewash.gov.uk/planning-policy-section/heritage-documents.html?task=download.send&id=50&catid=12&m=0","https://www.erewash.gov.uk/planning-policy-section/heritage-documents/category/12-conservation-areas.html",,,"Character Appraisal Extra documents are available. ",,,,44004924
8590,"West Hallam",,"https://www.erewash.gov.uk/planning-policy-section/heritage-documents.html?task=download.send&id=53&catid=12&m=0","https://www.erewash.gov.uk/planning-policy-section/heritage-documents/category/12-conservation-areas.html",,,"Character Appraisal Extra documents are available. ",,,,44004923
