reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,entity
DBC7391,"Amersham Old Town",,"https://www.buckinghamshire.gov.uk/documents/15788/Old_Town.pdf","https://www.buckinghamshire.gov.uk/planning-and-building-control/conservation-heritage-and-archaeology/heritage/conservation-areas-in-buckinghamshire/",,,"4 areas under Amersham, named it Old Town after the only one not elsewhere Best Map is shown on page 7 of the appraisal document. ",,,,44009487
DBC7395,"Chalfont St Giles",,"https://buckinghamshire-gov-uk.s3.amazonaws.com/documents/Chalfont_St_Giles.pdf","https://www.buckinghamshire.gov.uk/planning-and-building-control/conservation-heritage-and-archaeology/heritage/conservation-areas-in-buckinghamshire/",,," Best Map is shown on page 6 of the appraisal document. ",,,,44009492
DBC7400,"Chenies and Latimer",,"https://buckinghamshire-gov-uk.s3.amazonaws.com/documents/Chenies___Latimer.pdf","https://www.buckinghamshire.gov.uk/planning-and-building-control/conservation-heritage-and-archaeology/heritage/conservation-areas-in-buckinghamshire/",,,"Chenies and Latimer is a sub area of Chalfont St Peter similar to the Amersham areas. There are no areas called Chalfont St Peter Best Map is shown on page 14, P15 of the appraisal document. ",,,,44009499
DBC7399,"Chesham",,"https://buckinghamshire-gov-uk.s3.amazonaws.com/documents/Chesham.pdf","https://www.buckinghamshire.gov.uk/planning-and-building-control/conservation-heritage-and-archaeology/heritage/conservation-areas-in-buckinghamshire/",,," Best Map is shown on page 10 of the appraisal document. ",,,,44009498
DBC7407,"Chesham Bois",,"https://buckinghamshire-gov-uk.s3.amazonaws.com/documents/Chesham_Bois.pdf","https://www.buckinghamshire.gov.uk/planning-and-building-control/conservation-heritage-and-archaeology/heritage/conservation-areas-in-buckinghamshire/",,," Best Map is shown on page 3 of the appraisal document. ",,,,44009500
DBC7408,"Cholesbury and Hawridge",,"https://buckinghamshire-gov-uk.s3.amazonaws.com/documents/Cholesbury___Hawridge.pdf","https://www.buckinghamshire.gov.uk/planning-and-building-control/conservation-heritage-and-archaeology/heritage/conservation-areas-in-buckinghamshire/",,," Best Map is shown on page 8 of the appraisal document. ",,,,44009501
DBC7409,"Coleshill",,"https://buckinghamshire-gov-uk.s3.amazonaws.com/documents/Coleshill_complete.pdf","https://www.buckinghamshire.gov.uk/planning-and-building-control/conservation-heritage-and-archaeology/heritage/conservation-areas-in-buckinghamshire/",,," Best Map is shown on page 3 of the appraisal document. ",,,,44009502
DBC7392,"Elm Close",,"https://www.buckinghamshire.gov.uk/documents/15687/Elm_Close.pdf","https://www.buckinghamshire.gov.uk/planning-and-building-control/conservation-heritage-and-archaeology/heritage/conservation-areas-in-buckinghamshire/",,," Best Map is shown on page 3 of the appraisal document. ",,,,44009488
DBC7397,"Gold Hill East",,"https://www.buckinghamshire.gov.uk/documents/15695/Gold_Hill_East.pdf","https://www.buckinghamshire.gov.uk/planning-and-building-control/conservation-heritage-and-archaeology/heritage/conservation-areas-in-buckinghamshire/",,," Best Map is shown on page 3 of the appraisal document. ",,,,44009495
DBC7410,"Great Missenden",,"https://buckinghamshire-gov-uk.s3.amazonaws.com/documents/Great_Missenden.pdf","https://www.buckinghamshire.gov.uk/planning-and-building-control/conservation-heritage-and-archaeology/heritage/conservation-areas-in-buckinghamshire/",,," Best Map is shown on page 7 of the appraisal document. ",,,,44009503
