reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,entity
200160,"Botchergate",,"https://www.carlisle.gov.uk/LinkClick.aspx?fileticket=i5-gQ7veIjg%3d&tabid=721&portalid=0&mid=2735","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",,,"Duplicate of 44005069, should be kept",,1994-01-01,,44009142
199927,"Brampton",,"https://www.carlisle.gov.uk/LinkClick.aspx?fileticket=NlgnSCyJVWw%3d&tabid=721&portalid=0&mid=2735","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",,,"",,1973-01-01,,44001001
277707,"Brisco",,"https://www.carlisle.gov.uk/LinkClick.aspx?fileticket=7aikq6jlkjw%3d&tabid=721&portalid=0&mid=2735","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",,," Best Map is shown on page 2 of the appraisal document. ",,2020-06-22,,44009145
199758,"Burgh by Sands",,"No Appraisal document","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",,,"",,1978-10-31,,44001002
200146,"Carlisle City Centre",,"No Appraisal document","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",,,"Duplicate of 44005070, should be kept",,,,44009143
200149,"Carlisle-Settle Railway",,"No Appraisal document","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",,," Extra documents are available. ",,1991-06-11,,44005076
200152,"Chatsworth Square and Portland Square",,"No Appraisal document","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",,," Extra documents are available. ",,1992-09-01,,44009144
200150,"Cumrew",,"No Appraisal document","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",,,"",,,,44005075
200151,"Dalston",,"No Appraisal document","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",,,"",,,,44001006
200147,"Great Corby",,"No Appraisal document","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",,,"",,,,44001003
200153,"Holme Head",,"No Appraisal document","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",,,"",,,,44000997
200163,"Longburgh",,"No Appraisal document","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",,,"",,,,44001004
200162,"Longtown",,"No Appraisal document","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",,,"",,,,44001000
200156,"Rickerby",,"No Appraisal document","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",,,"",,,,44005072
200158,"Stanwix",,"No Appraisal document","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",,,"",,,,44005071
200161,"Tarraby",,"No Appraisal document","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",,,"",,,,44005073
200154,"Victoria Road, Botcherby",,"No Appraisal document","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",,,"",,,,44000998
200148,"Warwick-on-Eden",,"No Appraisal document","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",,,"",,,,44001005
200142,"Wetheral",,"No Appraisal document","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",,,"",,,,44005074
200155,"Wood Street, Botcherby",,"No Appraisal document","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",,,"",,,,44000999
