reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,entity
D_New4665_1,New4665,"Abbots Worthy","https://www.winchester.gov.uk/historic-environment/conservation-areas/technical-assessments","https://www.winchester.gov.uk/assets/attach/21683/Abbots-Worthy-Conservation-Area-Technical-Assessment-Aug1997.pdf",area-appraisal,,,,,
D_New4666_1,New4666,"Avington","https://www.winchester.gov.uk/historic-environment/conservation-areas/technical-assessments","https://www.winchester.gov.uk/assets/attach/21684/Avington-Conservation-Area-Technical-Assessment-March-2002.pdf",area-appraisal,,,,,
D_4971_1,4971,"Bishops Waltham","https://www.winchester.gov.uk/historic-environment/conservation-areas/technical-assessments","https://www.winchester.gov.uk/assets/attach/21685/Bishops-Waltham-Conservation-Area-Technical-Assessment-November-2001.pdf",area-appraisal,,,,,44006840
D_4972_1,4972,"Botley",,"https://www.winchester.gov.uk/assets/attach/21686/Botley-Conservation-Area-Technical-Assessment-1975.pdf",area-appraisal,,,,,44006811
D_New4669_1,New4669,"Cheriton",,"https://www.winchester.gov.uk/assets/attach/21687/Cheriton-Conservation-Area-Technical-Assessment-Feb-1998.pdf",area-appraisal,,,,,
D_New4670_1,New4670,"Chilland",,"https://www.winchester.gov.uk/assets/attach/21688/Chilland-Conservation-Area-Technical-Assessment-August-1997.pdf",area-appraisal,,,,,
D_4975_1,4975,"Compton Street",,"https://www.winchester.gov.uk/assets/attach/21689/Compton-Street-Conservation-Area-Technical-Assessment.pdf",area-appraisal,,,,,44006834
D_New4672_1,New4672,"Corhampton and Meonstoke (West Meon & Exton)",,"https://www.winchester.gov.uk/assets/attach/21690/Corhampton-and-Meonstoke-West-Meon-Exton-Conservation-Area-Technical-Assessmnet-1972.pdf",area-appraisal,,,,,
D_4977_1,4977,"Crawley",,"https://www.winchester.gov.uk/assets/attach/21691/Crawley-Conservation-Area-Technical-Assessment-1972.pdf",area-appraisal,,,,,44006844
D_New4674_1,New4674,"Easton",,"https://www.winchester.gov.uk/assets/attach/26938/Easton-Conservation-Area-Technical-Assessment-Dec-1997.pdf",area-appraisal,,,,,
D_4988_1,4988,"East Stratton",,"https://www.winchester.gov.uk/assets/attach/21692/East-Stratton-Conservation-Area-Technical-Assessment-1985.pdf",area-appraisal,,,,,44006838
D_New4676_1,New4676,"Exton",,"https://www.winchester.gov.uk/assets/attach/21693/Exton-Conservation-Area-Technical-Assessment-Nov-2015.pdf",area-appraisal,,,,,
D_New4677_1,New4677,"Hambledon",,"https://www.winchester.gov.uk/assets/attach/36810/00-Hambledon-Combined-.pdf",area-appraisal,,,,,
D_4991_1,4991,"Hunton",,"https://www.winchester.gov.uk/assets/attach/21695/Hunton-Conservation-Area-Technical-Assessment-Nov-2001.pdf",area-appraisal,,,,,44006845
D_4992_1,4992,"Hursley",,"https://www.winchester.gov.uk/assets/attach/21696/Hursley-Conservation-Area-Technical-Assessment-April-1997.pdf",area-appraisal,,,,,44006813
D_New4680_1,New4680,"Itchen Stoke",,"https://www.winchester.gov.uk/assets/attach/21697/Itchen-Stoke-Conservation-Area-Technical-Assessment-June-1997.pdf",area-appraisal,,,,,
D_5005_1,5005,"Kings Worthy",,"https://www.winchester.gov.uk/assets/attach/21698/Kings-Worthy-Conservation-Area-Technical-Assessment-August-1997.pdf",area-appraisal,,,,,44006835
D_5007_1,5007,"Littleton",,"https://www.winchester.gov.uk/assets/attach/21699/Littleton-Conservation-Area-Technical-Assessment-1986.pdf",area-appraisal,,,,,44006846
D_New4683_1,New4683,"Martyr Worthy",,"https://www.winchester.gov.uk/assets/attach/21700/Martyr-Worthy-Conservation-Area-Technical-Assessment-August-1997.pdf",area-appraisal,,,,,
D_5009_1,5009,"Micheldever",,"https://www.winchester.gov.uk/assets/attach/21701/Micheldever-Conservation-Area-Technical-Assessment-1972.pdf",area-appraisal,,,,,44006847
D_5011_1,5011,"New Alresford",,"https://www.winchester.gov.uk/assets/attach/31540/New-Alresford-Conservation-AreaTechnical-Assessment-Pt1.pdf",area-appraisal,,,,,44006841
D_New4686_1,New4686,"Ovington",,"https://www.winchester.gov.uk/assets/attach/21702/Ovington-Conservation-Area-Technical-Assessment-June-1997.pdf",area-appraisal,,,,,
D_New4687_1,New4687,"Preshaw",,"https://www.winchester.gov.uk/assets/attach/21703/Preshaw-Conservation-Area-Technical-Assessment-Oct-2001.pdf",area-appraisal,,,,,
D_5027_1,5027,"Shedfield",,"https://www.winchester.gov.uk/assets/attach/21704/Shedfield-Conservation-Area-Technical-Assessment-Feb-1998.pdf",area-appraisal,,,,,44006828
D_5037_1,5037,"Southwick",,"https://www.winchester.gov.uk/assets/attach/21705/Southwick-Conservation-Area-Technical-Assessment-Feb-1970-.pdf",area-appraisal,,,,,44006829
D_5039_1,5039,"Sparsholt",,"https://www.winchester.gov.uk/assets/attach/36811/00-Sparsholt-Combined-.pdf",area-appraisal,,,,,44006818
D_5042_1,5042,"Stoke Charity",,"https://www.winchester.gov.uk/assets/attach/21707/Stoke-Charity-Conservation-Technical-Assessment-1984.pdf",area-appraisal,,,,,44006823
D_5044_1,5044,"Sutton Scotney",,"https://www.winchester.gov.uk/assets/attach/21708/Sutton-Scotney-Conservation-Area-Technical-Assessment-1985-.pdf",area-appraisal,,,,,44006830
D_New4693_1,New4693,"Tichborne",,"https://www.winchester.gov.uk/assets/attach/21709/Tichborne-Conservation-Area-Technical-Assessment-Jan-1999.pdf",area-appraisal,,,,,
D_New4694_1,New4694,"Twyford",,"https://www.winchester.gov.uk/assets/attach/21711/Twyford-Conservation-Area-Technical-Assessment.pdf",area-appraisal,,,,,
D_New4695_1,New4695,"Upham",,"https://www.winchester.gov.uk/assets/attach/21712/Upham-Conservation-Area-Technical-Assessment-Sept-2000.pdf",area-appraisal,,,,,
D_New4696_1,New4696,"West Meon",,"https://www.winchester.gov.uk/assets/attach/21713/West-Meon-Conservation-Area-Technical-Assessment-Feb-2017.pdf",area-appraisal,,,,,
D_5058_1,5058,"Wickham",,"https://www.winchester.gov.uk/assets/attach/21715/Wickham-Conservation-Area-Technical-Assessment-Nov-2005.pdf",area-appraisal,,,,,44006839
D_5059_1,5059,"Winchester",,"https://www.winchester.gov.uk/assets/attach/36809/00.-Winchester-City-CA-Appraisal-Combined.pdf",area-appraisal,,,,,44006831
D_5060_1,5060,"Wonston",,"https://www.winchester.gov.uk/assets/attach/21716/Wonston-Conservation-Area-Technical-Assessment-1985.pdf",area-appraisal,,,,,44006836
