reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,entity
4921,"Ashwell",,"https://www.north-herts.gov.uk/sites/default/files/2023-07/Ashwell%20-%20Final%20Version%2014%20Feb%202023%20%28002%29.pdf","https://www.north-herts.gov.uk/conservation-areas-villages",,,"Appraisal Extra documents are available. ",,1986-01-01,,44001357
New2275,"Ayot St Lawence",,"https://www.north-herts.gov.uk/sites/default/files/Ayot%20St%20Lawrence%20CA%20Character%20note_0.pdf","https://www.north-herts.gov.uk/conservation-areas-villages",,,"Character Statement",,1983-01-01,,
4932,"Baldock",,"https://www.north-herts.gov.uk/sites/default/files/baldock_ca_character_statement_pdf.pdf","https://www.north-herts.gov.uk/baldock-conservation-area",,,"Character Statement",,2003-06-17,,44001732
4933,"Barkway",,"https://www.north-herts.gov.uk/sites/default/files/Barkway%20CA%20Character%20Statement.pdf","https://www.north-herts.gov.uk/conservation-areas-villages",,,"Character Statement",,1970-01-01,,44005775
4934,"Barley",,"https://www.north-herts.gov.uk/sites/default/files/Barley%20CA%20Character%20Statement.pdf","https://www.north-herts.gov.uk/conservation-areas-villages",,,"Character Statement",,1980-01-01,,44005776
4935,"Bendish",,"https://www.north-herts.gov.uk/sites/default/files/Bendish%20CA%20Character%20Statement.pdf","https://www.north-herts.gov.uk/conservation-areas-villages",,,"Character Statement",,1990-01-01,,44005777
10010,"Butts Close, Hitchin",,"https://www.north-herts.gov.uk/sites/default/files/butts_close_hitchin_character_statement.pdf","https://www.north-herts.gov.uk/hitchin-conservation-area",,,"Character Statement",,2011-07-26,,44005060
4936,"Charlton",,"https://www.north-herts.gov.uk/sites/default/files/Charlton%20CA%20Character%20Statement_0.pdf","https://www.north-herts.gov.uk/conservation-areas-villages",,,"Character Statement",,1977-01-01,,44001361
4937,"Codicote",,"https://www.north-herts.gov.uk/sites/default/files/Codicote%20CA%20Character%20Statement.pdf","https://www.north-herts.gov.uk/conservation-areas-villages",,,"Character Statement",,1979-01-01,,44005778
4938,"Croft Lane (Letchworth)",,"https://www.north-herts.gov.uk/sites/default/files/Croft%20Lane%20CA%20Character%20Statement_0.pdf","https://www.north-herts.gov.uk/letchworth-conservation-area",,,"Character Statement Best Map is shown on page 12 of the appraisal document. ",,1991-01-01,,44001359
4950,"Deard's End Lane, Knebworth",,"https://www.north-herts.gov.uk/sites/default/files/Deards%20End%20Lane%20combined%20version%20-%20final.pdf","https://www.north-herts.gov.uk/knebworth-conservation-area",,,"Appraisal Extra documents are available. ",,2008-04-08,,44005779
4939,"Gosmore",,"https://www.north-herts.gov.uk/sites/default/files/Gosmore%20CA%20Character%20Statement.pdf","https://www.north-herts.gov.uk/conservation-areas-villages",,,"Character Statement",,1970-01-01,,44005780
4940,"Graveley",,"https://www.north-herts.gov.uk/sites/default/files/Graveley%20CA%20Character%20Statement_0.pdf","https://www.north-herts.gov.uk/conservation-areas-villages",,,"Character Statement",,1979-01-01,,44005781
4941,"Great Offley",,"https://www.north-herts.gov.uk/sites/default/files/Great%20Offley%20CA%20Character%20Statement.pdf","https://www.north-herts.gov.uk/conservation-areas-villages",,,"Character Statement",,1990-01-01,,44005789
4942,"Great Wymondley",,"https://www.north-herts.gov.uk/sites/default/files/Great%20Wymondley%20CA%20Character%20Statement_0.pdf","https://www.north-herts.gov.uk/conservation-areas-villages",,,"Character Statement",,1979-01-01,,44005782
New2289,"Gustardwood",,"https://www.north-herts.gov.uk/sites/default/files/Gustard%20Wood%20CA%20Character%20note_0.pdf","https://www.north-herts.gov.uk/conservation-areas-villages",,,"Character Statement",,1977-01-01,,
4944,"Hexton",,"https://www.north-herts.gov.uk/sites/default/files/Hexton%20CA%20Character%20Statement_0.pdf","https://www.north-herts.gov.uk/conservation-areas-villages",,,"Character Statement",,1975-01-01,,44001362
4945,"Hinxworth",,"https://www.north-herts.gov.uk/sites/default/files/Hinxworth%20CA%20Character%20Statement_0.pdf","https://www.north-herts.gov.uk/conservation-areas-villages",,,"Character Statement",,1970-01-01,,44005784
4946,"Hitchin",,"https://www.north-herts.gov.uk/sites/default/files/hitchin_conservation_area_character_statement_26_07_11__low_res__-2.pdf","https://www.north-herts.gov.uk/hitchin-conservation-area",,,"Character Statement",,2011-07-26,,44005059
10011,"Hitchin Hill Path",,"https://www.north-herts.gov.uk/sites/default/files/hitchin_hill_path_conservation_area_character_statement-2.pdf","https://www.north-herts.gov.uk/hitchin-conservation-area",,,"Character Statement",,2011-07-26,,44005803
10012,"Hitchin Railway and Ransom's Recreation Ground",,"https://www.north-herts.gov.uk/sites/default/files/hitchin_railway_conservation_area_character_statement_.pdf","https://www.north-herts.gov.uk/hitchin-conservation-area",,,"Character Statement",,2011-07-26,,44005804
4947,"Ickleford",,"https://www.north-herts.gov.uk/sites/default/files/Ickleford%20Conservation%20Area%20Character%20Statement.pdf","https://www.north-herts.gov.uk/conservation-areas-villages",,,"Character Statement",,1979-01-01,,44005785
4948,"Kimpton",,"https://www.north-herts.gov.uk/sites/default/files/Kimpton%20Village%20CA%20Character%20Statement_0.pdf","https://www.north-herts.gov.uk/conservation-areas-villages",,,"Character Statement",,1990-01-01,,44005786
4949,"Kimpton Bottom",,"https://www.north-herts.gov.uk/sites/default/files/Kimpton%20Bottom%20CA%20Character%20Statement_0.pdf","https://www.north-herts.gov.uk/conservation-areas-villages",,,"Character Statement",,1970-01-01,,44005787
4953,"Letchworth",,"https://www.north-herts.gov.uk/sites/default/files/letchworth_conservation_area_appraisal.pdf","https://www.north-herts.gov.uk/letchworth-conservation-area",,,"Appraisal Extra documents are available. ",,2001-12-18,,44005788
4956,"Lilley",,"https://www.north-herts.gov.uk/sites/default/files/Lilley%20CA%20Character%20Statement_0.pdf","https://www.north-herts.gov.uk/conservation-areas-villages",,,"Character Statement",,1979-01-01,,44005058
4957,"Newnham",,"https://www.north-herts.gov.uk/sites/default/files/newnham_conservation_area_appraisal.pdf","https://www.north-herts.gov.uk/conservation-areas-villages",,,"Appraisal Best Map is shown on page 6 of the appraisal document. ",,1970-04-24,,44001358
4954,"Norton",,"https://www.north-herts.gov.uk/sites/default/files/Norton%20CA%20Character%20Statement.pdf","https://www.north-herts.gov.uk/conservation-areas-villages",,,"Character Statement",,1979-01-01,,44001360
4952,"Old Knebworth",,"https://www.north-herts.gov.uk/sites/default/files/knebworth_cas_11-07-11__high_res_-4.pdf","https://www.north-herts.gov.uk/knebworth-conservation-area",,,"Character Statement",,2008-04-08,,44005061
4958,"Pirton",,"https://www.north-herts.gov.uk/sites/default/files/2023-07/2023.03.21%20-%20Pirton%20CAAMP%202023%20-%20Final.pdf","https://www.north-herts.gov.uk/conservation-areas-villages",,,"Appraisal Extra documents are available. ",,2022-11-08,,44005790
4959,"Preston",,"https://www.north-herts.gov.uk/sites/default/files/Preston%20CA%20Character%20Statement_0.pdf","https://www.north-herts.gov.uk/conservation-areas-villages",,,"Character Statement",,1990-01-01,,44005791
4960,"Reed",,"https://www.north-herts.gov.uk/sites/default/files/Reed%20CA%20Character%20Statement.pdf","https://www.north-herts.gov.uk/conservation-areas-villages",,,"Character Statement",,1979-01-01,,44005792
4961,"Roe Green",,"https://www.north-herts.gov.uk/sites/default/files/Roe%20Green%20CA%20Character%20Statement.pdf","https://www.north-herts.gov.uk/conservation-areas-villages",,,"Character Statement Best Map is shown on page 14 of the appraisal document. ",,1970-01-01,,44005793
4970,"Royston",,"https://www.north-herts.gov.uk/sites/default/files/part_1_of_3_whole_document-3.pdf","https://www.north-herts.gov.uk/royston-conservation-area",,,"Character Statement",,1974-06-11,,44001733
4962,"Rushden",,"https://www.north-herts.gov.uk/sites/default/files/Rushden%20Conservation%20Area%20Character%20Statement.pdf","https://www.north-herts.gov.uk/conservation-areas-villages",,,"Character Statement",,1980-01-01,,44005794
