reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,entity
8490,"Easthampstead",,"https://www.bracknell-forest.gov.uk/sites/default/files/2021-08/easthampstead-conservation-area-appraisal-pt1.pdf","https://www.bracknell-forest.gov.uk/planning-and-building-control/planning/conservation-areas/conservation-areas-bracknell-forest",,,"Appriasal document is in three parts. Part one has been referenced. Extra documents are available. ",,1996-11-07,,44002286
8491,"Warfield",,"https://www.bracknell-forest.gov.uk/sites/default/files/2021-08/warfield-conservation-area-appraisal-pt1.pdf","https://www.bracknell-forest.gov.uk/planning-and-building-control/planning/conservation-areas/conservation-areas-bracknell-forest",,,"Appriasal document is in three parts. Part one has been referenced. Extra documents are available. ",,1974-11-21,,44001838
8492,"Winkfield Row",,"https://www.bracknell-forest.gov.uk/sites/default/files/2021-08/winkfield-row-conservation-area-appraisal-pt1.pdf","https://www.bracknell-forest.gov.uk/planning-and-building-control/planning/conservation-areas/conservation-areas-bracknell-forest",,,"Appriasal document is in three parts. Part one has been referenced. Extra documents are available. ",,,,44001998
8493,"Winkfield Village",,"https://www.bracknell-forest.gov.uk/sites/default/files/2021-08/winkfield-village-appraisal.pdf","https://www.bracknell-forest.gov.uk/planning-and-building-control/planning/conservation-areas/conservation-areas-bracknell-forest",,,"",,1977-05-12,,44001799
New273,"Binfield ",,"https://www.bracknell-forest.gov.uk/sites/default/files/2021-08/binfield-conservation-area-appraisal.pdf","https://www.bracknell-forest.gov.uk/planning-and-building-control/planning/conservation-areas/conservation-areas-bracknell-forest",,,"Not adopted",,,,
New274,"Crowthorne ",,"https://www.bracknell-forest.gov.uk/sites/default/files/2021-08/crowthorne-conservation-area-appraisal.pdf","https://www.bracknell-forest.gov.uk/planning-and-building-control/planning/conservation-areas/conservation-areas-bracknell-forest",,,"Not adopted Extra documents are available. ",,,,
