reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,entity
New1816,"Barclay Road",,"https://www.lbhf.gov.uk/sites/default/files/section_attachments/barclay_road_conservation_area_character_profile_1.pdf","https://www.lbhf.gov.uk/planning/urban-design-and-conservation/conservation-areas",,,"Character Profile Best Map is shown on page 7 of the appraisal document. ",,,,
27,"Barons Court",,"https://www.lbhf.gov.uk/sites/default/files/section_attachments/barons_court_1_10_tcm21-63693.pdf","https://www.lbhf.gov.uk/planning/urban-design-and-conservation/conservation-areas",,," Extra documents are available. ",,2005-02-23,,44008381
5,"Bishops Park",,"https://www.lbhf.gov.uk/sites/default/files/section_attachments/pages_from_bishops_park_1_tcm21-19991.pdf","https://www.lbhf.gov.uk/planning/urban-design-and-conservation/conservation-areas",,,"Character Profile Extra documents are available. ",,1996-09-17,,44008351
25,"Bradmore",,"No Appraisal document","https://www.lbhf.gov.uk/planning/urban-design-and-conservation/conservation-areas",,,"",,2014-10-13,,44008366
New1820,"Brook Green",,"https://www.lbhf.gov.uk/sites/default/files/section_attachments/brook_green_website_edition_4_tcm21-65860.pdf","https://www.lbhf.gov.uk/planning/urban-design-and-conservation/conservation-areas",,,"Character Profile",,2007-06-01,,
29,"Central Fulham",,"No Appraisal document","https://www.lbhf.gov.uk/planning/urban-design-and-conservation/conservation-areas",,,"",,,,44008379
33,"Coningham and Lime Grove",,"https://www.lbhf.gov.uk/sites/default/files/section_attachments/coningham_and_lime_grove_website_edition_2_tcm21-57197.pdf","https://www.lbhf.gov.uk/planning/urban-design-and-conservation/conservation-areas",,,"Character Profile",,1990-01-17,,44008387
New1823,"Cleverly Estate",,"https://www.lbhf.gov.uk/sites/default/files/section_attachments/cleverly_estate_conservation_area_profile.pdf","https://www.lbhf.gov.uk/planning/urban-design-and-conservation/conservation-areas",,,"Character Profile",,1998-08-24,,
28,"Crabtree",,"https://www.lbhf.gov.uk/sites/default/files/section_attachments/crabtree_part_1_tcm21-20009.pdf","https://www.lbhf.gov.uk/planning/urban-design-and-conservation/conservation-areas",,,"Character Profile Extra documents are available. ",,2018-11-13,,44008378
New1825,"Dorcas",,"https://www.lbhf.gov.uk/sites/default/files/section_attachments/dorcas_estate_part_1_replacement_tcm21-63686_0.pdf","https://www.lbhf.gov.uk/planning/urban-design-and-conservation/conservation-areas",,,"Character Profile",,2002-07-02,,
19,"Fitzgeorge and Fitzjames",,"https://www.lbhf.gov.uk/sites/default/files/section_attachments/fitzgeorge_fitzjames_part_1_replacement_tcm21-63684.pdf","https://www.lbhf.gov.uk/planning/urban-design-and-conservation/conservation-areas",,,"Character Profile",,2002-07-02,,44008361
New1827,"Fulham Park Gardens",,"https://www.lbhf.gov.uk/sites/default/files/section_attachments/fulham_park_gardens_part_1_tcm21-20036.pdf","https://www.lbhf.gov.uk/planning/urban-design-and-conservation/conservation-areas",,," Extra documents are available. ",,2002-07-02,,
