reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,entity
8908,"Alderley",,"No Appraisal document",,,,"No documents",,,,44000476
8909,"Amberley",,"No Appraisal document",,,,"No documents",,,,44000489
8910,"Arlingham",,"No Appraisal document",,,,"No documents",,,,44000758
8912,"Berkeley",,"No Appraisal document",,,,"No documents",,,,44000759
8913,"Bisley",,"https://www.stroud.gov.uk/media/4hsjhult/6-bisley-cas-june-2007.pdf",,,," Best Map is shown on page 36 of the appraisal document. ",,,,44000475
8911,"Box",,"No Appraisal document",,,,"No documents",,,,44000474
8914,"Bussage and Brownshill",,"No Appraisal document",,,,"No documents",,,,44000486
8915,"Chalford Hill",,"No Appraisal document",,,,"No documents",,,,44000481
New3786,"Chalford Vale",,"No Appraisal document",,,,"No documents",,,,
New3787,"Dunkirk Mill and Watledge",,"No Appraisal document",,,,"Covered by the Stroud Industrial Heritage Conservation Area",,,,
8918,"Dursley",,"No Appraisal document",,,,"No documents",,,,44000493
8919,"Eastcombe",,"No Appraisal document",,,,"No documents",,,,44000484
New3790,"Ebley Mills",,"No Appraisal document",,,,"Covered by the Stroud Industrial Heritage Conservation Area",,,,
New3791,"Frampton on Severn",,"https://www.stroud.gov.uk/media/z3ipnnos/7-frampton-cas-november-2008.pdf",,,," Best Map is shown on page 67 of the appraisal document. ",,,,
8922,"France Lynch",,"No Appraisal document",,,,"No documents",,,,44000482
8923,"Gyde House",,"No Appraisal document",,,,"No documents",,,,44000473
New3794,"Industrial Heritage Conservation Area",,"https://www.stroud.gov.uk/environment/planning-and-building-control/conservation-biodiversity-listed-buildings-trees-and-hedgerows/conservation-area-no29-stroud-industrial-heritage/ihca-cas-volume-1-summary-and-character-overview/",,,,"Spread over lots of files, needs assessing Extra documents are available. ",,,,
8924,"Kingswood",,"https://www.stroud.gov.uk/media/lvzitgwc/8-kingswood-cas-december-2014.pdf",,,," Extra documents are available.  Best Map is shown on page 2 of the appraisal document. ",,,,44005664
New3796,"Lodgemore and Fromehall Mills",,"No Appraisal document",,,,"Covered by the Stroud Industrial Heritage Conservation Area",,,,
New3797,"Longfords Mills",,"No Appraisal document",,,,"Covered by the Stroud Industrial Heritage Conservation Area",,,,
8927,"Minchinhampton",,"No Appraisal document",,,,"No documents",,,,44000488
8928,"Miserden",,"No Appraisal document",,,,"No documents",,,,44000491
New3800,"Nailsworth",,"No Appraisal document",,,,"No documents",,,,
8930,"Nympsfield",,"No Appraisal document",,,,"No documents",,,,44000479
8931,"Painswick",,"No Appraisal document",,,,"No documents",,,,44000478
8932,"Pitchcombe",,"No Appraisal document",,,,"No documents",,,,44000477
8933,"Randwick",,"No Appraisal document",,,,"No existing documents, new ones under consultation",,,,44000494
8934,"Saul",,"No Appraisal document",,,,"No documents",,,,44000485
8935,"Sharpness Old Dock",,"No Appraisal document",,,,"No documents",,,,44000760
8936,"Sheepscombe",,"No Appraisal document",,,,"No documents",,,,44000487
New3808,"South Woodchester",,"No Appraisal document",,,,"No documents",,,,
New3809,"St Mary's and Belvedere Mills",,"No Appraisal document",,,,"Covered by the Stroud Industrial Heritage Conservation Area",,,,
New3810,"Stanley Mills",,"No Appraisal document",,,,"Covered by the Stroud Industrial Heritage Conservation Area",,,,
8939,"Stinchcombe",,"No Appraisal document",,,,"No documents",,,,44000480
New3812,"Stratford Park",,"https://www.stroud.gov.uk/media/fxtd34fz/34-stratford-park-cas-april-2008.pdf",,,," Best Map is shown on page 37 of the appraisal document. ",,,,
New3813,"Stroud Station",,"No Appraisal document",,,,"Covered by the Stroud Industrial Heritage Conservation Area",,,,
New3814,"Stroud Top of the Town",,"https://www.stroud.gov.uk/media/ff0dapon/16-top-of-town-cas-april-2008.pdf",,,," Best Map is shown on page 50 of the appraisal document. ",,,,
8941,"Stroud Town Centre",,"https://www.stroud.gov.uk/media/ky4f2izn/17-18-stroud-town-centre-cas-april-2008.pdf",,,," Best Map is shown on page 50 of the appraisal document. ",,,,44006691
8947,"Uley",,"No Appraisal document",,,,"No documents",,,,44000483
8948,"Woodmancote",,"No Appraisal document",,,,"No documents",,,,44000492
8949,"Wotton-under-Edge",,"https://www.stroud.gov.uk/media/co2pa34v/map-2-adopted-conservation-area-boundary-amendments-wotton-cas-1999.pdf",,,," Extra documents are available. ",,,,44000490
