reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,entity
2055,"Benfield Barn",,"https://www.brighton-hove.gov.uk/sites/default/files/2022-05/Benfield%20Barn%20Conservation%20Area%20Character%20Statement.pdf","https://www.brighton-hove.gov.uk/planning/heritage/conservation-areas",,,"Character Statement",,1989-01-01,,44003048
2056,"Brunswick Town",,"https://www.brighton-hove.gov.uk/sites/default/files/2022-07/Brunswick-town-conservation-area-character-statement-8-july-2022.pdf","https://www.brighton-hove.gov.uk/planning/heritage/conservation-areas",,,"Character Statement",,1969-01-01,,44003058
2057,"Carlton Hill",,"https://www.brighton-hove.gov.uk/sites/default/files/2022-05/Carlton%20Hill%20Conservation%20Area%20Character%20Statement.pdf","https://www.brighton-hove.gov.uk/planning/heritage/conservation-areas",,,"Character Statement",,2008-01-01,,44003047
2058,"Cliftonville",,"https://www.brighton-hove.gov.uk/sites/default/files/2022-05/Cliftonville%20Conservation%20Area%20Character%20Statement.pdf","https://www.brighton-hove.gov.uk/planning/heritage/conservation-areas",,,"Character Statement Extra documents are available. ",,1969-01-01,,44003062
2059,"College",,"https://www.brighton-hove.gov.uk/sites/default/files/2024-01/CollegeConservationAreaStatementFinal.pdf","https://www.brighton-hove.gov.uk/planning/heritage/conservation-areas",,,"Character Statement",,1988-01-01,,44003051
2060,"Denmark Villas",,"https://www.brighton-hove.gov.uk/sites/default/files/2022-08/Conservation_Area_Denmark_Villas_Dec_2015.pdf","https://www.brighton-hove.gov.uk/planning/heritage/conservation-areas",,,"Character Statement",,1984-01-01,,44003064
2062,"East Cliff",,"https://www.brighton-hove.gov.uk/sites/default/files/2022-08/Conservation_Area_East_Cliff_Dec_2015.pdf","https://www.brighton-hove.gov.uk/planning/heritage/conservation-areas",,,"Character Statement",,1973-01-01,,44003050
2063,"The Engineerium",,"https://www.brighton-hove.gov.uk/sites/default/files/2022-08/Conservation_Area_The_Engineerium_Dec_2015.pdf","https://www.brighton-hove.gov.uk/planning/heritage/conservation-areas",,,"Character Statement",,1982-01-01,,44003044
2064,"Hangleton",,"https://www.brighton-hove.gov.uk/sites/default/files/2022-08/Conservation_Area_Hangleton_Dec_2015.pdf","https://www.brighton-hove.gov.uk/planning/heritage/conservation-areas",,,"Character Statement",,1984-01-01,,44003065
2065,"Hove Station",,"https://www.brighton-hove.gov.uk/sites/default/files/2022-08/Conservation_Area_Hove_Station_Dec_2015.pdf","https://www.brighton-hove.gov.uk/planning/heritage/conservation-areas",,,"Character Statement",,1996-01-01,,44003063
