reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,entity
2731,"Fetcham",,"No Appraisal document","https://molevalleydc.sharepoint.com/sites/MVDCDocumentLibrary/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FMVDCDocumentLibrary%2FShared%20Documents%2FMVDC%20Document%20Library%2FPlanning%2FPlanning%2FConservation%2FMaps&p=true&ga=1",,,"",,1984-02-14,,44002050
2733,"Forest Green",,"No Appraisal document","https://molevalleydc.sharepoint.com/sites/MVDCDocumentLibrary/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FMVDCDocumentLibrary%2FShared%20Documents%2FMVDC%20Document%20Library%2FPlanning%2FPlanning%2FConservation%2FMaps&p=true&ga=1",,,"",,1975-07-16,,44002084
FST,"Friday Street",,"No Appraisal document","https://molevalleydc.sharepoint.com/sites/MVDCDocumentLibrary/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FMVDCDocumentLibrary%2FShared%20Documents%2FMVDC%20Document%20Library%2FPlanning%2FPlanning%2FConservation%2FMaps&p=true&ga=1",,,"",,1975-07-16,,44002277
2737,"Great Bookham",,"No Appraisal document","https://molevalleydc.sharepoint.com/sites/MVDCDocumentLibrary/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FMVDCDocumentLibrary%2FShared%20Documents%2FMVDC%20Document%20Library%2FPlanning%2FPlanning%2FConservation%2FMaps&p=true&ga=1",,,"",,1995-04-25,,44001896
New2222,"Holmbury St Mary",,"No Appraisal document","https://molevalleydc.sharepoint.com/sites/MVDCDocumentLibrary/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FMVDCDocumentLibrary%2FShared%20Documents%2FMVDC%20Document%20Library%2FPlanning%2FPlanning%2FConservation%2FMaps&p=true&ga=1",,,"",,1990-05-01,,
HOO,"Horley",,"No Appraisal document","https://molevalleydc.sharepoint.com/sites/MVDCDocumentLibrary/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FMVDCDocumentLibrary%2FShared%20Documents%2FMVDC%20Document%20Library%2FPlanning%2FPlanning%2FConservation%2FMaps&p=true&ga=1",,,"",,1970-02-24,,44004241
2736,"Leatherhead",,"No Appraisal document","https://molevalleydc.sharepoint.com/sites/MVDCDocumentLibrary/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FMVDCDocumentLibrary%2FShared%20Documents%2FMVDC%20Document%20Library%2FPlanning%2FPlanning%2FConservation%2FMaps&p=true&ga=1",,,"",,2012-06-10,,44002258
3229,"Leigh",,"No Appraisal document","https://molevalleydc.sharepoint.com/sites/MVDCDocumentLibrary/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FMVDCDocumentLibrary%2FShared%20Documents%2FMVDC%20Document%20Library%2FPlanning%2FPlanning%2FConservation%2FMaps&p=true&ga=1",,,"",,1995-04-25,,44001941
2738,"Little Bookham",,"No Appraisal document","https://molevalleydc.sharepoint.com/sites/MVDCDocumentLibrary/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FMVDCDocumentLibrary%2FShared%20Documents%2FMVDC%20Document%20Library%2FPlanning%2FPlanning%2FConservation%2FMaps&p=true&ga=1",,,"",,1995-04-25,,44002318
MIC,"Mickleham",,"No Appraisal document","https://molevalleydc.sharepoint.com/sites/MVDCDocumentLibrary/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FMVDCDocumentLibrary%2FShared%20Documents%2FMVDC%20Document%20Library%2FPlanning%2FPlanning%2FConservation%2FMaps&p=true&ga=1",,,"",,1974-03-26,,44002200
MST,"Milton Street",,"No Appraisal document","https://molevalleydc.sharepoint.com/sites/MVDCDocumentLibrary/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FMVDCDocumentLibrary%2FShared%20Documents%2FMVDC%20Document%20Library%2FPlanning%2FPlanning%2FConservation%2FMaps&p=true&ga=1",,,"",,1974-03-26,,44001918
NEW,"Newdigate",,"No Appraisal document","https://molevalleydc.sharepoint.com/sites/MVDCDocumentLibrary/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FMVDCDocumentLibrary%2FShared%20Documents%2FMVDC%20Document%20Library%2FPlanning%2FPlanning%2FConservation%2FMaps&p=true&ga=1",,,"",,1974-03-26,,44002245
OAK,"Okewoodhill",,"No Appraisal document","https://molevalleydc.sharepoint.com/sites/MVDCDocumentLibrary/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FMVDCDocumentLibrary%2FShared%20Documents%2FMVDC%20Document%20Library%2FPlanning%2FPlanning%2FConservation%2FMaps&p=true&ga=1",,,"",,1974-03-26,,44001847
OCK,"Ockley",,"No Appraisal document","https://molevalleydc.sharepoint.com/sites/MVDCDocumentLibrary/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FMVDCDocumentLibrary%2FShared%20Documents%2FMVDC%20Document%20Library%2FPlanning%2FPlanning%2FConservation%2FMaps&p=true&ga=1",,,"",,1974-03-26,,44002293
2745,"Westcott",,"No Appraisal document","https://molevalleydc.sharepoint.com/sites/MVDCDocumentLibrary/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FMVDCDocumentLibrary%2FShared%20Documents%2FMVDC%20Document%20Library%2FPlanning%2FPlanning%2FConservation%2FMaps&p=true&ga=1",,,"",,1974-03-26,,44002549
