reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,entity
D_200160_1,200160,"Botchergate","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas","https://www.carlisle.gov.uk/LinkClick.aspx?fileticket=i5-gQ7veIjg%3d&tabid=721&portalid=0&mid=2735",area-appraisal,,,1994-01-01,,44009142
D_200160_2,200160,"Botchergate","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",https://www.carlisle.gov.uk/LinkClick.aspx?fileticket=F6xrAe_0Xtc%3d&tabid=721&portalid=0&mid=2735,area-map,,,1994-01-01,,44009142
D_199927_1,199927,"Brampton","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas","https://www.carlisle.gov.uk/LinkClick.aspx?fileticket=NlgnSCyJVWw%3d&tabid=721&portalid=0&mid=2735",area-appraisal,,,1973-01-01,,44001001
D_199927_2,199927,"Brampton","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",https://www.carlisle.gov.uk/LinkClick.aspx?fileticket=KnyBwI94PCs%3d&tabid=721&portalid=0&mid=2735,area-map,,,1973-01-01,,44001001
D_277707_1,277707,"Brisco","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas","https://www.carlisle.gov.uk/LinkClick.aspx?fileticket=7aikq6jlkjw%3d&tabid=721&portalid=0&mid=2735",area-appraisal,,,2020-06-22,,44009145
D_199758_1,199758,"Burgh by Sands","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas","No Appraisal document",area-appraisal,,,1978-10-31,,44001002
D_199758_2,199758,"Burgh by Sands","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",https://www.carlisle.gov.uk/LinkClick.aspx?fileticket=s2QSUIfz5hA%3d&tabid=721&portalid=0&mid=2735,area-map,,,1978-10-31,,44001002
D_200146_1,200146,"Carlisle City Centre","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas","No Appraisal document",area-appraisal,,,,,44009143
D_200146_2,200146,"Carlisle City Centre","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",https://www.carlisle.gov.uk/LinkClick.aspx?fileticket=YUce58ixn00%3d&tabid=721&portalid=0&mid=2735,area-map,,,,,44009143
D_200149_1,200149,"Carlisle-Settle Railway","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas","No Appraisal document",area-appraisal,,,1991-06-11,,44005076
D_200149_2,200149,"Carlisle-Settle Railway","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",https://www.carlisle.gov.uk/LinkClick.aspx?fileticket=vf7e2jhHURQ%3d&tabid=721&portalid=0&mid=2735,area-map,,,1991-06-11,,44005076
D_200152_1,200152,"Chatsworth Square and Portland Square","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas","No Appraisal document",area-appraisal,,,1992-09-01,,44009144
D_200152_2,200152,"Chatsworth Square and Portland Square","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",https://www.carlisle.gov.uk/LinkClick.aspx?fileticket=1_TDX9r0FWM%3d&tabid=721&portalid=0&mid=2735,area-map,,,1992-09-01,,44009144
D_200150_1,200150,"Cumrew","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas","No Appraisal document",area-appraisal,,,,,44005075
D_200150_2,200150,"Cumrew","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",https://www.carlisle.gov.uk/LinkClick.aspx?fileticket=5Zn8QX5W2dA%3d&tabid=721&portalid=0&mid=2735,area-map,,,,,44005075
D_200151_1,200151,"Dalston","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas","No Appraisal document",area-appraisal,,,,,44001006
D_200151_2,200151,"Dalston","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",https://www.carlisle.gov.uk/LinkClick.aspx?fileticket=xsHevI_a5J4%3d&tabid=721&portalid=0&mid=2735,area-map,,,,,44001006
D_200147_1,200147,"Great Corby","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas","No Appraisal document",area-appraisal,,,,,44001003
D_200147_2,200147,"Great Corby","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",https://www.carlisle.gov.uk/LinkClick.aspx?fileticket=rtkOQBoF8vc%3d&tabid=721&portalid=0&mid=2735,area-map,,,,,44001003
D_200153_1,200153,"Holme Head","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas","No Appraisal document",area-appraisal,,,,,44000997
D_200153_2,200153,"Holme Head","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",https://www.carlisle.gov.uk/LinkClick.aspx?fileticket=zrMY76-OsYo%3d&tabid=721&portalid=0&mid=2735,area-map,,,,,44000997
D_200163_1,200163,"Longburgh","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas","No Appraisal document",area-appraisal,,,,,44001004
D_200163_2,200163,"Longburgh","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",https://www.carlisle.gov.uk/LinkClick.aspx?fileticket=pP2jpUaregg%3d&tabid=721&portalid=0&mid=2735,area-map,,,,,44001004
D_200162_1,200162,"Longtown","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas","No Appraisal document",area-appraisal,,,,,44001000
D_200162_2,200162,"Longtown","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",https://www.carlisle.gov.uk/LinkClick.aspx?fileticket=Xi-m3gcTJp8%3d&tabid=721&portalid=0&mid=2735,area-map,,,,,44001000
D_200156_1,200156,"Rickerby","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas","No Appraisal document",area-appraisal,,,,,44005072
