reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,entity
D_7393_1,7393,"Amyand Park Road","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study","https://www.richmond.gov.uk/media/13240/conarea48_a3_rgb.pdf",area-appraisal,,,2001-01-20,,44002470
D_7377_1,7377,"Barnes Common","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study","https://www.richmond.gov.uk/media/4015/bcomm_millhill_web.pdf",area-appraisal,,,2002-05-10,,44009085
D_7377_2,7377,"Barnes Common","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study",https://www.richmond.gov.uk/media/4016/bcomm_millhill_map1-2.pdf,area-map,,,2002-05-10,,44009085
D_7341_1,7341,"Barnes Green","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/barnes_green_conservation_area_appraisal",area-appraisal,,,2004-02-13,,44009087
D_7341_2,7341,"Barnes Green","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study",https://www.richmond.gov.uk/media/4018/barnes_green_map.pdf,area-map,,,2004-02-13,,44009087
D_7374_1,7374,"Belmont Road","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_statements","https://www.richmond.gov.uk/media/13243/conarea29_a3_rgb.pdf",area-appraisal,,,1977-07-05,,44009077
D_7401_1,7401,"Beresford Avenue","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study","https://www.richmond.gov.uk/media/4019/ca56_beresford_av_study_and_map.pdf",area-appraisal,,,1990-03-20,,44002474
D_7401_2,7401,"Beresford Avenue","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study",https://www.richmond.gov.uk/media/4020/ca56_beresford_av_map.pdf,area-map,,,1990-03-20,,44002474
D_7384_1,7384,"Blackmore's Grove","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study","https://www.richmond.gov.uk/media/4021/ca_studies_39_web.pdf",area-appraisal,,,2005-11-07,,44002462
D_10222_1,10222,"Broad Street","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study","https://www.richmond.gov.uk/media/21098/ca84_broad_street_feb_2021.pdf",area-appraisal,,,2019-02-20,,44006799
D_7373_1,7373,"Broom Water","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study","https://www.richmond.gov.uk/media/4022/ca_studies_28_web.pdf",area-appraisal,,,2005-11-07,,44006706
D_10226_1,10226,"Burlington Avenue and West Park Road","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_statements","https://www.richmond.gov.uk/media/13414/conarea73_a3_rgb.pdf",area-appraisal,,,2017-02-09,,44006707
D_7406_1,7406,"Bushy Park","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_statements","https://www.richmond.gov.uk/media/13247/conarea61_a3_rgb.pdf",area-appraisal,,,1991-01-29,,44002490
D_10217_1,10217,"Bushy Park Gardens","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study","https://www.richmond.gov.uk/media/21090/ca77_bushy_park_gardens_february_2021.pdf",area-appraisal,,,2019-02-10,,44006791
D_7366_1,7366,"Cambridge Park","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study","https://www.richmond.gov.uk/media/4023/cambridgeparkstudy21.pdf",area-appraisal,,,2001-09-17,,44002457
D_7370_1,7370,"Castelnau","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study","https://www.richmond.gov.uk/media/4024/castelnaustudy25-2.pdf",area-appraisal,,,1996-01-25,,44002493
D_7370_2,7370,"Castelnau","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study",https://www.richmond.gov.uk/media/4025/ca25_castelnau_map.pdf,area-map,,,1996-01-25,,44002493
D_7362_1,7362,"Central Richmond","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/central_richmond_conservation_area_appraisal",area-appraisal,,,2005-09-07,,44005250
D_7362_2,7362,"Central Richmond","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study",https://www.richmond.gov.uk/media/4027/ca3_4_17_central_richmond_green_riverside_proposal.pdf,area-map,,,2005-09-07,,44005250
D_7358_1,7358,"Christ Church Road","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study","https://www.richmond.gov.uk/media/4029/ca_studies_13_52_web-2.pdf",area-appraisal,,,2002-05-10,,44002489
D_7358_2,7358,"Christ Church Road","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study",https://www.richmond.gov.uk/media/4030/cas_13_map_christchurch_road.pdf,area-map,,,2002-05-10,,44002489
D_10223_1,10223,"Church Road","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study","https://www.richmond.gov.uk/media/21099/ca85_church_road_feb_2021.pdf",area-appraisal,,,2019-02-20,,44006800
D_10225_1,10225,"Cole Park Road","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study","https://www.richmond.gov.uk/media/21092/ca78_cole_park_road_feb_2021.pdf",area-appraisal,,,2019-02-20,,44006792
D_10227_1,10227,"Cowley Road","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study","https://www.richmond.gov.uk/media/21093/ca79_cowley_road_feb_2021.pdf",area-appraisal,,,2019-02-20,,44006793
D_7394_1,7394,"Crown Road","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study","https://www.richmond.gov.uk/media/4031/crownroad_twickpk_study24_49-2.pdf",area-appraisal,,,1996-01-29,,44002471
D_7394_2,7394,"Crown Road","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study",https://www.richmond.gov.uk/media/4032/ca24_49_crownrd_twickenhampark_proposal.pdf,area-map,,,1996-01-29,,44002471
D_7397_1,7397,"East Sheen Avenue","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study","https://www.richmond.gov.uk/media/4029/ca_studies_13_52_web-2.pdf",area-appraisal,,,1988-06-14,,44002479
D_7397_2,7397,"East Sheen Avenue","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study",https://www.richmond.gov.uk/media/4034/ca_studies_13_52_map2.pdf,area-map,,,1988-06-14,,44002479
D_7416_1,7416,"Fieldend","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study","https://www.richmond.gov.uk/media/4035/ca71_fieldend.pdf",area-appraisal,,,2005-11-07,,44002491
D_7352_1,7352,"Ham Common","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study","https://www.richmond.gov.uk/media/4036/ca_studies_6_7_23_67-5.pdf",area-appraisal,,,2004-01-13,,44006535
D_7352_2,7352,"Ham Common","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study",https://www.richmond.gov.uk/media/4037/ca_studies_7_maps-2.pdf,area-map,,,2004-01-13,,44006535
D_7368_1,7368,"Ham House","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study","https://www.richmond.gov.uk/media/4036/ca_studies_6_7_23_67-5.pdf",area-appraisal,,,1982-09-07,,44006532
D_7368_2,7368,"Ham House","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study",https://www.richmond.gov.uk/media/4037/ca_studies_7_maps-2.pdf,area-map,,,1982-09-07,,44006532
D_7417_1,7417,"Hamilton Road","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study","No Appraisal document",area-appraisal,,,2006-01-16,,44002492
D_7417_2,7417,"Hamilton Road","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study",https://www.richmond.gov.uk/media/4038/map_a.pdf,area-map,,,2006-01-16,,44002492
D_7356_1,7356,"Hampton Court Green","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/hampton_court_green_conservation_area_appraisal",area-appraisal,,,2005-11-07,,44002453
D_7356_2,7356,"Hampton Court Green","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study",https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/barnes_green_conservation_area_appraisal,area-map,,,2005-11-07,,44002453
D_7405_1,7405,"Hampton Court Park","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_statements","https://www.richmond.gov.uk/media/13259/conarea60_a3_rgb.pdf",area-appraisal,,,1996-01-29,,44002486
D_7357_1,7357,"Hampton Village","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/hampton_village_conservation_area_appraisal",area-appraisal,,,2023-11-20,,44002466
D_7357_2,7357,"Hampton Village","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study",https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/hampton_village_conservation_area_appraisal,area-map,,,2023-11-20,,44002466
D_7363_1,7363,"Hampton Wick","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study","https://www.richmond.gov.uk/media/4045/hampton_wick.pdf",area-appraisal,,,1988-09-20,,44006531
D_7363_2,7363,"Hampton Wick","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study",https://www.richmond.gov.uk/media/4046/ca18_hampton_wick_proposals_map.pdf,area-map,,,1988-09-20,,44006531
D_7410_1,7410,"Hanworth Road","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_statements","https://www.richmond.gov.uk/media/13264/conarea65_a3_rgb.pdf",area-appraisal,,,2002-11-12,,44002468
D_7383_1,7383,"High Street, Hampton Hill","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/high_street_hampton_hill_conservation_area_appraisal",area-appraisal,,,1996-03-25,,44006788
D_7383_2,7383,"High Street, Hampton Hill","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study",https://www.richmond.gov.uk/media/4048/hampton_hill_high_st_map.pdf,area-map,,,1996-03-25,,44006788
D_7382_1,7382,"High Street, Teddington","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/high_street_teddington_conservation_area_appraisal",area-appraisal,,,1982-09-07,,44006787
D_7382_2,7382,"High Street, Teddington","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study",https://www.richmond.gov.uk/media/4050/teddington_lock_and_high_st_study_27_37p_map.pdf,area-map,,,1982-09-07,,44006787
D_7413_1,7413,"Holmesdale Avenue","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_statements","https://www.richmond.gov.uk/media/13265/conarea68_a3_rgb.pdf",area-appraisal,,,2003-12-02,,44002484
D_7386_1,7386,"Joanna Southcott Chapel","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_statements","https://www.richmond.gov.uk/media/13266/conarea41_a3_rgb.pdf",area-appraisal,,,2019-02-20,,44006790
D_7381_1,7381,"Kew Foot Road","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study","https://www.richmond.gov.uk/media/4051/kewfootrdc_web_text.pdf",area-appraisal,,,1982-09-07,,44002477
D_7381_2,7381,"Kew Foot Road","https://www.richmond.gov.uk/services/planning/conservation_and_urban_design/conservation_areas/conservation_area_study",https://www.richmond.gov.uk/media/4052/kewfootrdc_map1.pdf,area-map,,,1982-09-07,,44002477
