reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,entity
D_819_1,819,"Boughton","https://www.west-norfolk.gov.uk/info/20081/conservation_and_listed_buildings/139/conservation_areas","https://www.west-norfolk.gov.uk/download/downloads/id/1898/boughton_conservation_area_leafletpdf.pdf",area-appraisal,,,,,44005203
D_820_1,820,"Brancaster","https://www.west-norfolk.gov.uk/info/20081/conservation_and_listed_buildings/139/conservation_areas","https://www.west-norfolk.gov.uk/download/downloads/id/1899/brancaster_conservation_area_leafletspdf.pdf",area-appraisal,,,,,44005214
D_821_1,821,"Burnham Market","https://www.west-norfolk.gov.uk/info/20081/conservation_and_listed_buildings/139/conservation_areas","https://www.west-norfolk.gov.uk/download/downloads/id/2195/burnham_market_character_statement_1992.pdf",area-appraisal,,,,,44005219
D_1032_1,1032,"Burnham Norton","https://www.west-norfolk.gov.uk/info/20081/conservation_and_listed_buildings/139/conservation_areas","https://www.west-norfolk.gov.uk/download/downloads/id/1906/burnham_norton_conservation_leafletpdf.pdf",area-appraisal,,,,,44005220
D_822_1,822,"Burnham Overy Mills","https://www.west-norfolk.gov.uk/info/20081/conservation_and_listed_buildings/139/conservation_areas","https://www.west-norfolk.gov.uk/mynearest?layer=nss_conservation",area-appraisal,,,,,44005221
D_823_1,823,"Burnham Overy Staithe","https://www.west-norfolk.gov.uk/info/20081/conservation_and_listed_buildings/139/conservation_areas","https://www.west-norfolk.gov.uk/download/downloads/id/2186/burnham_overy_staithe_character_statement.pdf",area-appraisal,,,,,44005223
D_824_1,824,"Burnham Overy Town","https://www.west-norfolk.gov.uk/info/20081/conservation_and_listed_buildings/139/conservation_areas","https://www.west-norfolk.gov.uk/download/downloads/id/2187/burnham_overy_town_character_statement.pdf",area-appraisal,,,,,44005222
D_825_1,825,"Burnham Thorpe","https://www.west-norfolk.gov.uk/info/20081/conservation_and_listed_buildings/139/conservation_areas","https://www.west-norfolk.gov.uk/download/downloads/id/1895/burnham_thorpe_character_statement_1992pdf.pdf",area-appraisal,,,,,44005226
D_826_1,826,"Castle Acre","https://www.west-norfolk.gov.uk/info/20081/conservation_and_listed_buildings/139/conservation_areas","https://www.west-norfolk.gov.uk/download/downloads/id/1893/castle_acre_conservation_area_leafletpdf.pdf",area-appraisal,,,,,44005217
D_827_1,827,"Castle Rising","https://www.west-norfolk.gov.uk/info/20081/conservation_and_listed_buildings/139/conservation_areas","https://www.west-norfolk.gov.uk/download/downloads/id/2188/castle_rising_character_statement.pdf",area-appraisal,,,,,44005197
