reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,entity
D_DBC7374_1,DBC7374,"Beaconsfield Old Town","https://www.buckinghamshire.gov.uk/planning-and-building-control/conservation-heritage-and-archaeology/heritage/conservation-areas-in-buckinghamshire/","https://www.buckinghamshire.gov.uk/documents/15632/Beaconsfield_Old_Town_Character_Appraisal.pdf",area-appraisal,,,,,44009471
D_DBC7374_2,DBC7374,"Beaconsfield Old Town","https://www.buckinghamshire.gov.uk/planning-and-building-control/conservation-heritage-and-archaeology/heritage/conservation-areas-in-buckinghamshire/",https://www.buckinghamshire.gov.uk/documents/15749/Map_of_Beaconsfield_Old_Town.pdf,area-map,,,,,44009471
D_DBC7375_1,DBC7375,"Boveney","https://www.buckinghamshire.gov.uk/planning-and-building-control/conservation-heritage-and-archaeology/heritage/conservation-areas-in-buckinghamshire/","https://www.buckinghamshire.gov.uk/documents/27045/Boveney-Conservation-Area-Appraisal1996-Document_c.pdf",area-appraisal,,,,,44009472
D_DBC7375_2,DBC7375,"Boveney","https://www.buckinghamshire.gov.uk/planning-and-building-control/conservation-heritage-and-archaeology/heritage/conservation-areas-in-buckinghamshire/",https://www.buckinghamshire.gov.uk/documents/15750/Map_of_Boveney.pdf,area-map,,,,,44009472
D_DBC7377_1,DBC7377,"Burnham","https://www.buckinghamshire.gov.uk/planning-and-building-control/conservation-heritage-and-archaeology/heritage/conservation-areas-in-buckinghamshire/","https://www.buckinghamshire.gov.uk/documents/27046/Burnham_Conservation_Area.pdf",area-appraisal,,,,,44009474
D_DBC7377_2,DBC7377,"Burnham","https://www.buckinghamshire.gov.uk/planning-and-building-control/conservation-heritage-and-archaeology/heritage/conservation-areas-in-buckinghamshire/",https://www.buckinghamshire.gov.uk/documents/15751/Map_of_Burnham.pdf,area-map,,,,,44009474
D_DBC7385_1,DBC7385,"Denham","https://www.buckinghamshire.gov.uk/planning-and-building-control/conservation-heritage-and-archaeology/heritage/conservation-areas-in-buckinghamshire/","https://www.buckinghamshire.gov.uk/documents/15679/Denham_Character_Appraisal.pdf",area-appraisal,,,,,44009482
D_DBC7385_2,DBC7385,"Denham","https://www.buckinghamshire.gov.uk/planning-and-building-control/conservation-heritage-and-archaeology/heritage/conservation-areas-in-buckinghamshire/",https://www.buckinghamshire.gov.uk/documents/15752/Map_of_Denham_Village.pdf,area-map,,,,,44009482
D_DBC7376_1,DBC7376,"Dorney","https://www.buckinghamshire.gov.uk/planning-and-building-control/conservation-heritage-and-archaeology/heritage/conservation-areas-in-buckinghamshire/","https://www.buckinghamshire.gov.uk/documents/27047/Dorney-Conservation-Area-Appraisal-1996-Document_c.pdf",area-appraisal,,,,,44009473
D_DBC7376_2,DBC7376,"Dorney","https://www.buckinghamshire.gov.uk/planning-and-building-control/conservation-heritage-and-archaeology/heritage/conservation-areas-in-buckinghamshire/",https://www.buckinghamshire.gov.uk/documents/15753/Map_of_Dorney.pdf,area-map,,,,,44009473
