reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,entity
91,"All Saints",,"No Appraisal document","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",,,"",,1983-10-01,,44008233
88,"Bumble Hole",,"No Appraisal document","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",,,"",,1995-06-01,,44008237
87,"Castle Hill",,"No Appraisal document","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",,," Extra documents are available. ",,2005-03-01,,44008232
73,"Church Road",,"No Appraisal document","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",,,"",,1975-02-01,,44008226
68,"Delph 'Nine' Locks",,"No Appraisal document","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",,," Extra documents are available. ",,2007-04-01,,44008217
93,"Dudley Town Centre",,"No Appraisal document","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",,," Extra documents are available. ",,2015-10-01,,44008242
71,"Stoubridge High Street",,"No Appraisal document","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",,,"",,2005-09-01,,44008223
83,"Brierley Hill High Street",,"No Appraisal document","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",,," Extra documents are available. ",,,,44008234
80,"Love Lane, Oldswinford",,"No Appraisal document","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",,," Extra documents are available. ",,1998-04-01,,44008221
96,"Lutley Mill, Halesowen",,"No Appraisal document","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",,,"",,2022-05-26,,44008244
92,"Mushroom Green",,"No Appraisal document","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",,,"",,1977-10-01,,44008240
86,"Oak Street, Coseley",,"No Appraisal document","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",,,"",,1969-11-01,,44008231
89,"Parkhead Locks, Dudley",,"No Appraisal document","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",,,"",,1981-05-01,,44008238
70,"Stourbridge Branch Canal",,"No Appraisal document","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",,," Extra documents are available. ",,2007-04-01,,44008222
74,"Stourbridge Canal",,"No Appraisal document","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",,," Extra documents are available. ",,2007-04-01,,44008227
75,"Stourbridge Sixteen Locks",,"No Appraisal document","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",,," Extra documents are available. ",,2007-04-01,,44008229
85,"The Coppice",,"No Appraisal document","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",,,"",,1970-01-01,,44008236
99,"The Leasowes, Halesowen",,"No Appraisal document","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",,,"",,1976-02-01,,44008241
90,"The Village",,"No Appraisal document","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",,,"",,1969-11-01,,44008239
72,"Wollaston",,"No Appraisal document","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",,,"",,1991-01-01,,44008225
69,"Wordsley Church",,"No Appraisal document","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",,,"",,1969-10-01,,44008218
76,"Wordsley Hospital",,"No Appraisal document","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",,," Extra documents are available. ",,2005-12-01,,44008228
