reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,entity
1817,"Alston",,"https://www.eden.gov.uk/media/6424/alstonconservationareaappraisalmanagementplan_publication-version.pdf","https://www.eden.gov.uk/planning-and-building/conservation/conservation-areas/list-of-conservation-areas/",,," Extra documents are available.  Best Map is shown on page 8 of the appraisal document. ",,2023-03-14,,44002991
1818,"Appleby",,"https://www.eden.gov.uk/media/6197/applebycaamp.pdf","https://www.eden.gov.uk/planning-and-building/conservation/conservation-areas/list-of-conservation-areas/",,," Best Map is shown on page 11 of the appraisal document. ",,2022-03-15,,44002986
1819,"Church Brough",,"No Appraisal document",,,,"",,1969-11-18,,44002987
1822,"Dufton",,"https://www.eden.gov.uk/media/5788/dufton_ca_character_appraisal_mgt_plan_accessible.pdf","https://www.eden.gov.uk/planning-and-building/conservation/conservation-areas/list-of-conservation-areas/",,," Best Map is shown on page 11 of the appraisal document. ",,2005-06-27,,44003004
1823,"Edenhall",,"https://www.eden.gov.uk/media/5790/edenhall_ca_character_appraisal_mgt_plan.pdf","https://www.eden.gov.uk/planning-and-building/conservation/conservation-areas/list-of-conservation-areas/",,," Best Map is shown on page 11 of the appraisal document. ",,2004-09-27,,44003003
1824,"Gamblesby",,"No Appraisal document",,,,"",,1994-12-01,,44002996
1825,"Garrigill",,"https://www.eden.gov.uk/media/5792/garrigill_ca_character_appraisal_mgt_plan_accessible.pdf","https://www.eden.gov.uk/planning-and-building/conservation/conservation-areas/list-of-conservation-areas/",,,"Character Appraisal Best Map is shown on page 11 of the appraisal document. ",,2000-11-16,,44003000
1827,"Great Salkeld",,"https://www.eden.gov.uk/media/5794/great_salkeld_ca_character_appraisal_mgt_plan_accessible.pdf","https://www.eden.gov.uk/planning-and-building/conservation/conservation-areas/list-of-conservation-areas/",,,"Character Appraisal Best Map is shown on page 11 of the appraisal document. ",,2008-04-17,,44003005
1828,"Hunsonby",,"No Appraisal document",,,,"",,1994-12-01,,44005077
1829,"King's Meaburn",,"No Appraisal document",,,,"",,1969-11-18,,44002988
1830,"Kirkby Stephen",,"No Appraisal document",,,,"",,1976-05-27,,44002992
1831,"Kirkoswald",,"https://www.eden.gov.uk/media/5791/ko_ca_character_appraisal_mgt_plan.pdf","https://www.eden.gov.uk/planning-and-building/conservation/conservation-areas/list-of-conservation-areas/",,," Best Map is shown on page 9 of the appraisal document. ",,1999-12-16,,44002997
1835,"Milburn",,"No Appraisal document",,,,"",,1975-05-08,,44002990
1836,"Penrith",,"https://www.eden.gov.uk/media/2450/penrithcacharacterappraisal20104021.pdf","https://www.eden.gov.uk/planning-and-building/conservation/conservation-areas/list-of-conservation-areas/",,," Best Map is shown on page 34 of the appraisal document. ",,2010-05-04,,44005078
1837,"Penrith New Streets",,"No Appraisal document",,,,"",,1992-08-20,,44002993
1839,"Settle to Carlisle Railway",,"No Appraisal document",,,,"",,1991-06-20,,44005079
1840,"Skirwith",,"https://www.eden.gov.uk/media/5789/skirwith_ca_character_appraisal_mgt_plan.pdf","https://www.eden.gov.uk/planning-and-building/conservation/conservation-areas/list-of-conservation-areas/",,,"Character Appraisal Best Map is shown on page 10 of the appraisal document. ",,2020-11-16,,44003001
1841,"Temple Sowerby",,"https://www.eden.gov.uk/media/5787/temple_sowerby_ca_character_appraisal_mngt_plan.pdf","https://www.eden.gov.uk/planning-and-building/conservation/conservation-areas/list-of-conservation-areas/",,,"Character Appraisal Best Map is shown on page 9 of the appraisal document. ",,2020-06-16,,44002999
