reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,entity
3913,"Appleby Magna",,"https://www.nwleics.gov.uk/files/documents/appleby_magna_conservation_appraisal/Appleby%20Magna%20Conservation%20Area%20Appraisal%20and%20Study.pdf","https://www.nwleics.gov.uk/pages/conservation_area_appraisals",,,"",,1995-06-27,,44004645
3914,"Ashby-de-la-Zouch",,"https://www.nwleics.gov.uk/files/documents/ashby_de_la_zouch_conservation_area_appraisal_and_study/Ashby%20de%20la%20Zouch%20Conservation%20Area%20Appraisal%20and%20Study.pdf","https://www.nwleics.gov.uk/pages/conservation_area_appraisals",,,"",,1972-11-02,,44004641
3916,"Ashby-de-la-Zouch Canal (to Snarestone)",,"https://www.nwleics.gov.uk/files/documents/ashby_de_la_zouch_canal_conservation_area_appraisal_and_study/Ashby%20de%20la%20Zouch%20Canal%20Conservation%20Area%20Appraisal%20and%20Study.pdf","https://www.nwleics.gov.uk/pages/conservation_area_appraisals",,,"",,1992-06-30,,44004647
3917,"Blackfordby",,"https://www.nwleics.gov.uk/files/documents/blackfordby_conservation_area_appraisal_and_study/Blackfordby%20Conservation%20Area%20Appraisal%20and%20Study.pdf","https://www.nwleics.gov.uk/pages/conservation_area_appraisals",,,"",,1992-09-08,,44004640
3918,"Breedon on the Hill",,"https://www.nwleics.gov.uk/files/documents/breedon_on_the_hill_conservation_area_appraisal_and_study/Breedon%20on%20the%20Hill%20Conservation%20Area%20Appraisal%20and%20Study.pdf","https://www.nwleics.gov.uk/pages/conservation_area_appraisals",,,"",,1992-09-08,,44004637
3919,"Castle Donington",,"https://www.nwleics.gov.uk/files/documents/castle_donington_conservation_area_appraisal_text_document/Castle%20Donington%20adopted%20appraisal.pdf","https://www.nwleics.gov.uk/pages/conservation_area_appraisals",,,"",,1972-11-29,,44004630
New2457,"Castle Donington (High Street)",,"https://www.nwleics.gov.uk/files/documents/castle_donington_conservation_area_appraisal_and_study/Castle%20Donington%20Conservation%20Area%20Appraisal%20and%20Study.pdf","https://www.nwleics.gov.uk/pages/conservation_area_appraisals",,,"",,1972-11-29,,
3922,"Cavendish Bridge",,"https://www.nwleics.gov.uk/files/documents/cavendish_bridge_conservation_area_appraisal_and_study/Cavendish%20Bridge%20Conservation%20Area%20Appraisal%20and%20Study.pdf","https://www.nwleics.gov.uk/pages/conservation_area_appraisals",,,"",,1992-09-08,,44004629
10201,"Coalville",,"https://www.nwleics.gov.uk/files/documents/coalville_conservation_area_character_appraisal_and_management_plan/COALVILLE%20CONSERVATION%20AREA%20APPRAISAL%2020.08.pdf","https://www.nwleics.gov.uk/pages/conservation_area_appraisals",,,"",,2014-06-24,,44006718
3923,"Coleorton Hall",,"https://www.nwleics.gov.uk/files/documents/coleorton_hall_conservation_area_appraisal_and_study/Coleorton%20Hall%20Conservation%20Area%20Appraisal.pdf","https://www.nwleics.gov.uk/pages/conservation_area_appraisals",,,"",,1991-10-28,,44004642
3924,"Diseworth",,"https://www.nwleics.gov.uk/files/documents/diseworth_conservation_area_appraisal_and_study/Diseworth%20Conservation%20Area%20Appraisal%20and%20Study.pdf","https://www.nwleics.gov.uk/pages/conservation_area_appraisals",,,"",,1974-02-13,,44004634
9887,"Donington le Heath",,"https://www.nwleics.gov.uk/files/documents/donington_le_heath_conservation_area_character_appraisal_and_management_plan/Donington%20le%20Heath%20Conservation%20Area%20Character%20Appraisal%20and%20Management%20Plan.pdf","https://www.nwleics.gov.uk/pages/conservation_area_appraisals",,,"",,2010-09-21,,44003136
1494,"Heath End",,"https://www.nwleics.gov.uk/files/documents/heath_end_conservation_area_appraisal_and_study/Heath%20End%20Conservation%20Area%20Appraisal%20and%20Study.pdf","https://www.nwleics.gov.uk/pages/conservation_area_appraisals",,,"",,2002-09-29,,44004639
3926,"Hemington",,"https://www.nwleics.gov.uk/files/documents/hemington_conservation_area_appraisal_and_study/Hemington%20Conservation%20Area%20Appraisal%20and%20Study.pdf","https://www.nwleics.gov.uk/pages/conservation_area_appraisals",,,"",,1974-01-03,,44004631
10212,"Huggelscote",,"https://www.nwleics.gov.uk/files/documents/hugglescote_rapid_appraisal1/Hugglescote%20Rapid%20Appraisal.pdf","https://www.nwleics.gov.uk/pages/conservation_area_appraisals",,,"",,2017-10-18,,44006719
