reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,entity
36,"Alexandra Park",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,44009982
35,"Alexandra Terrace, Moorside",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,44009981
17,"Bleak Hey Nook",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,44009967
16,"Boarshurst",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,44009966
32,"Bottom of Woodhouses",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,44009978
31,"Crompton Fold",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,44009962
New2526,"Delph",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,
10,"Denshaw",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,44009154
29,"Diglea",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,44009977
14,"Dobcross",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,44009964
New2530,"Failsworth Pole, Oldham",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,
New2531,"Garden Suburb",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,
20,"Grange",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,44009970
24,"Grasscroft",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,44009973
33,"Harrop Green",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,44009979
23,"Hey",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,44009959
34,"Hey Top, Greenfield",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,44009980
19,"Holly Grove",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,44009969
New2538,"Ladhill Lane",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,
New2539,"Lees",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,
28,"Lydgate",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,44009976
12,"New Delph",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,44009155
New2542,"New Tame",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,
15,"Oldham Town Centre",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,44009965
26,"Park Cottages, Shaw",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,44009975
New2545,"Royal George Mills",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,
New2546,"St. Chad's Church, Saddleworth",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,
30,"Saint James, Shaw",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,44009961
22,"Saint Paul's, Royton",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,44009972
New2549,"Scouthead",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,
21,"Stone Breaks",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,44009971
18,"Tame Water",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,44009968
27,"The Old Town Hall, Chadderton",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,44009960
New2553,"Uppermill",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,
New2554,"Victoria Street, Chadderton",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,
13,"Woodhouses",,"No Appraisal document",,,,"All on interactive map, no additional documentation",,,,44009963
