reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,entity
2657,"Southsea, Campbell Road",,"https://www.portsmouth.gov.uk/wp-content/uploads/2020/05/development-and-planning-campbell-road-guidelines.pdf",,,,"",,,,44002279
2656,"Castle Road",,"https://www.portsmouth.gov.uk/wp-content/uploads/2020/05/development-and-planning-castle-road-guidelines.pdf",,,," Extra documents are available. ",,,,44001938
2693,"Craneswater and Eastern Parade, Southsea",,"https://www.portsmouth.gov.uk/wp-content/uploads/2020/05/development-and-planning-craneswater-eastern-parade-guidelines.pdf",,,," Extra documents are available. ",,,,44002121
2670,"East Southsea",,"https://www.portsmouth.gov.uk/wp-content/uploads/2020/05/development-and-planning-east-southsea-guidelines.pdf",,,," Extra documents are available. ",,,,44002164
2661,"Eastney Barracks",,"No Appraisal document",,,,"",,,,44004319
2692,"Essex Road",,"https://www.portsmouth.gov.uk/wp-content/uploads/2020/05/development-and-planning-essex-road-guidelines.pdf",,,," Extra documents are available. ",,,,44001929
2666,"Guildhall & Victoria Park",,"https://www.portsmouth.gov.uk/wp-content/uploads/2020/05/development-and-planning-guildhall-victoria-park-guidelines.pdf",,,," Extra documents are available. ",,,,44002149
2681,"Gunwharf",,"No Appraisal document",,,,"",,,,44001865
2650,"Highland Terrace",,"https://www.portsmouth.gov.uk/wp-content/uploads/2020/05/development-and-planning-highland-terrace-guidelines.pdf",,,," Extra documents are available. ",,,,44002127
2690,"Hilsea Lines",,"https://www.portsmouth.gov.uk/wp-content/uploads/2020/05/development-and-planning-hilsea-lines-guidelines.pdf",,,," Extra documents are available. ",,,,44001784
2677,"HM Naval Base and St George's Square",,"No Appraisal document",,,,"",,,,44002042
2642,"King Street",,"https://www.portsmouth.gov.uk/wp-content/uploads/2020/05/development-and-planning-king-street-guidelines.pdf",,,," Extra documents are available. ",,,,44001800
2646,"Mile End",,"https://www.portsmouth.gov.uk/wp-content/uploads/2020/05/development-and-planning-mile-end-guidelines.pdf",,,," Extra documents are available. ",,,,44001887
2673,"Milton Locks",,"https://www.portsmouth.gov.uk/wp-content/uploads/2020/05/development-and-planning-milton-locks-guidelines.pdf",,,," Extra documents are available. ",,,,44001855
2645,"Old Portsmouth",,"https://www.portsmouth.gov.uk/wp-content/uploads/2020/05/development-and-planning-old-portsmouth-guidelines.pdf",,,," Extra documents are available. ",,,,44001999
2655,"Old Wymering",,"https://www.portsmouth.gov.uk/wp-content/uploads/2020/05/development-and-planning-old-wymering-guidelines.pdf",,,," Extra documents are available. ",,,,44002213
2640,"Owen's Southsea",,"https://www.portsmouth.gov.uk/wp-content/uploads/2020/05/development-and-planning-article-42-direction-owens-southsea-guidelines.pdf",,,," Extra documents are available. ",,,,44004321
2678,"Portsea",,"https://www.portsmouth.gov.uk/wp-content/uploads/2020/05/development-and-planning-portsea-guidelines.pdf",,,," Extra documents are available. ",,,,44002171
2679,"Rochester Road",,"https://www.portsmouth.gov.uk/wp-content/uploads/2020/05/development-and-planning-rochester-road-guidelines.pdf",,,," Extra documents are available. ",,,,44001849
2687,"Eastney, St Andrew's Church",,"https://www.portsmouth.gov.uk/wp-content/uploads/2020/05/development-and-planning-st-andrews-church-guidelines.pdf",,,," Extra documents are available. ",,,,44002073
2694,"Southsea, St David's Road",,"https://www.portsmouth.gov.uk/wp-content/uploads/2020/05/development-and-planning-st-davids-road-guidelines.pdf",,,," Extra documents are available. ",,,,44004320
2658,"Fratton, St Mary's Churchyard",,"https://www.portsmouth.gov.uk/wp-content/uploads/2020/05/development-and-planning-st-marys-churchyard-guidelines.pdf",,,," Extra documents are available. ",,,,44002036
2638,"Southsea, Stanley Street",,"https://www.portsmouth.gov.uk/wp-content/uploads/2020/05/development-and-planning-stanley-street-guidelines.pdf",,,," Extra documents are available. ",,,,44001821
2654,"Southsea, The Sea Front",,"https://www.portsmouth.gov.uk/wp-content/uploads/2020/05/development-and-planning-the-seafront-guidelines.pdf",,,," Extra documents are available. ",,,,44002081
2648,"The Terraces",,"https://www.portsmouth.gov.uk/wp-content/uploads/2020/05/development-and-planning-the-terraces-guidelines.pdf",,,," Extra documents are available. ",,,,44002003
