reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,entity
10189,"Arlington",,"https://www.wealden.gov.uk/UploadedFiles/Arlington-CA-Draft-Appraisal-November-2023-updated-Aug-2024.pdf","https://www.wealden.gov.uk/planning-and-building-control/heritage/conservation-areas/",,," Extra documents are available. ",,,,44006735
10190,"Boreham Street",,"https://www.wealden.gov.uk/UploadedFiles/Boreham-Street-Final-Draft-CA-v2.pdf",,,," Extra documents are available. ",,,,44006736
10191,"Chalvington",,"https://www.wealden.gov.uk/UploadedFiles/Chalvington-Conservation-Area-Appraisal-Draft-October-2023-updated-Aug-2024.pdf",,,," Extra documents are available. ",,,,44006737
6666,"Chiddingly",,"https://www.wealden.gov.uk/UploadedFiles/Chiddingly-Muddles-Green-CA-Draft-Appraisal-October-2023.pdf",,,,"Documents cover both 44006738 and 44006756 Extra documents are available. ",,,,44006738
6696,"Church Street, Willingdon",,"https://www.wealden.gov.uk/UploadedFiles/Willingdon-Church-Street-Draft-CA-Appraisal-February-2024-updated-Aug-2024.pdf",,,," Extra documents are available. ",,,,44006769
10213,"Coggins Mill",,"https://www.wealden.gov.uk/UploadedFiles/Mayfield-and-Coggins-Mill-Draft-Conservation-Area-Character-Appraisal-v2.pdf",,,,"Documents cover both 44006739 and 44006755 Extra documents are available. ",,,,44006739
6668,"Cousley Wood",,"https://www.wealden.gov.uk/UploadedFiles/Pell-Green-and-Cousley-Wood-draft-CA-Appraisal-2020-v2-1.pdf",,,,"Documents cover both 44006740 and 44006757 Extra documents are available. ",,,,44006740
10192,"Cowbeech",,"https://www.wealden.gov.uk/UploadedFiles/Cowbeech-Draft-Conservation-Area-Character-Appraisal.pdf",,,," Extra documents are available. ",,,,44006741
6669,"Crowborough",,"https://www.wealden.gov.uk/UploadedFiles/Crowborough-Draft-Conservation-Area-Character-Appraisal-November-2020.pdf",,,," Extra documents are available. ",,,,44006742
6670,"Danehill",,"https://www.wealden.gov.uk/UploadedFiles/Danehill-Draft-Conservation-Area-Character-Appraisal-v2.pdf",,,," Extra documents are available. ",,,,44006743
6672,"East Hoathly",,"https://www.wealden.gov.uk/UploadedFiles/East-Hoathly-Draft-Conservation-Area-Character-Appraisal-January-2021.pdf",,,," Extra documents are available. ",,,,44006744
10193,"Eridge Green and The Forstal",,"https://www.wealden.gov.uk/UploadedFiles/Eridge-Green-and-The-Forstal-Draft-Conservation-Area-Character-Appraisal.pdf",,,," Extra documents are available. ",,,,44006745
10214,"Five Ashes",,"https://www.wealden.gov.uk/UploadedFiles/Five-Ashes-Draft-Conservation-Area-Character-Appraisal-v2.pdf",,,," Extra documents are available. ",,,,44006746
6673,"Fletching with Splaynes Green",,"No Appraisal document",,,,"",,,,44006747
6674,"Forest Row",,"No Appraisal document",,,,"",,,,44006748
6675,"Framfield",,"https://www.wealden.gov.uk/UploadedFiles/Framfield-Draft-Conservation-Area-Character-Appraisal-v2.pdf",,,," Extra documents are available. ",,,,44006749
6676,"Frant",,"https://www.wealden.gov.uk/UploadedFiles/Frant-Conservation-Area-Draft-Character-Appraisal-v2.pdf",,,," Extra documents are available. ",,,,44006750
6677,"Hailsham",,"https://www.wealden.gov.uk/UploadedFiles/Hailsham-Draft-Conservation-Area-Character-Appraisal-v3.pdf",,,," Extra documents are available. ",,,,44006751
6678,"Hartfield",,"https://www.wealden.gov.uk/UploadedFiles/Hartfield-Draft-Conservation-Area-Character-Appraisal-v2.pdf",,,," Extra documents are available. ",,,,44006752
6679,"Hellingly",,"https://www.wealden.gov.uk/UploadedFiles/Hellingly-Draft-Conservation-Area-Character-Appraisal-v2.pdf",,,," Extra documents are available. ",,,,44006753
6682,"Maresfield",,"https://www.wealden.gov.uk/UploadedFiles/Maresfield-Draft-Conservation-Area-Character-Appraisal-v2.pdf",,,," Extra documents are available. ",,,,44006754
6683,"Mayfield",,"https://www.wealden.gov.uk/UploadedFiles/Mayfield-and-Coggins-Mill-Draft-Conservation-Area-Character-Appraisal-v2.pdf",,,,"Documents cover both 44006739 and 44006755 Extra documents are available. ",,,,44006755
10215,"Muddles Green",,"https://www.wealden.gov.uk/UploadedFiles/Chiddingly-Muddles-Green-CA-Draft-Appraisal-October-2023.pdf",,,,"Documents cover both 44006738 and 44006756 Extra documents are available. ",,,,44006756
10194,"Old Heathfield and Cade Street",,"https://www.wealden.gov.uk/UploadedFiles/Old-Heathfield-and-Cade-Street-Draft-Conservation-Area-Character-Appraisal-v2.pdf",,,," Extra documents are available. ",,,,44006770
10216,"Pell Green",,"https://www.wealden.gov.uk/UploadedFiles/Pell-Green-and-Cousley-Wood-draft-CA-Appraisal-2020-v2-1.pdf",,,," Extra documents are available. ",,,,44006757
6686,"Pevensey and Westham",,"https://www.wealden.gov.uk/UploadedFiles/Arlington-CA-Draft-Appraisal-November-2023-updated-Aug-2024.pdf",,,," Extra documents are available. ",,,,44006758
6687,"Ripe",,"https://www.wealden.gov.uk/UploadedFiles/Ripe-Conservation-Area-Appraisal-Draft-January-2024.pdf",,,," Extra documents are available. ",,,,44006759
6688,"Rotherfield",,"https://www.wealden.gov.uk/UploadedFiles/Rotherfield-Draft-Conservation-Area-Character-Appraisal.pdf",,,," Extra documents are available. ",,,,44006760
6689,"Rushlake Green",,"https://www.wealden.gov.uk/UploadedFiles/Rushlake-Green-Draft-Conservation-Area-Character-Appraisal.pdf",,,," Extra documents are available. ",,,,44006761
6690,"Selmeston",,"https://www.wealden.gov.uk/UploadedFiles/Selmeston-Draft-Conservation-Area-Character-Appraisal-v2.pdf",,,," Extra documents are available. ",,,,44006762
6691,"Uckfield",,"No Appraisal document",,,,"",,,,44006763
6692,"Wadhurst",,"https://www.wealden.gov.uk/UploadedFiles/Wadhurst-Draft-Conservation-Area-Character-Appraisal-v2.pdf",,,," Extra documents are available. ",,,,44006764
6693,"Waldron",,"https://www.wealden.gov.uk/UploadedFiles/Waldron-Draft-Conservation-Area-Character-Appraisal-v2.pdf",,,," Extra documents are available. ",,,,44006765
10195,"Warbleton",,"https://www.wealden.gov.uk/UploadedFiles/Warbleton-Draft-Conservation-Area-Character-Appraisal-v2.pdf",,,," Extra documents are available. ",,,,44006766
10196,"Wartling",,"https://www.wealden.gov.uk/UploadedFiles/Wartling-Draft-Conservation-Area-Character-Appraisal-v2.pdf",,,," Extra documents are available. ",,,,44006767
6698,"Withyham",,"https://www.wealden.gov.uk/UploadedFiles/Withyham-Draft-Conservation-Area-Character-Appraisal-v2.pdf",,,," Extra documents are available. ",,,,44006768
