reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,entity
7644,"Alvington",,"https://somersetcc.sharepoint.com/:b:/s/SCCPublic/EQ0BOnwJ9JhBqjNyGMN8Wp0Bxx2RiISB4XznTzszt5o83w?e=aECQoN","https://www.somerset.gov.uk/planning-buildings-and-land/heritage-and-landscape/conservation-areas/conservation-areas-maps-and-appraisals/?district=South+Somerset",,,"Copied to Somerset as UA Best Map is shown on page 12 of the appraisal document. ",,,,44003382
8143,"Ansford",,"https://somersetcc.sharepoint.com/:b:/s/SCCPublic/ETbI1-c1KCdIh-t-I1aQJBoBtjvmuZe_b2GJP5fnyKJc4Q?e=yUeLan","https://www.somerset.gov.uk/planning-buildings-and-land/heritage-and-landscape/conservation-areas/conservation-areas-maps-and-appraisals/?district=South+Somerset",,,"Copied to Somerset as UA",,,,44005254
8145,"Arrington",,"No Appraisal document","https://somersetcc.sharepoint.com/sites/SCCPublic/Other%20Sites/Forms/AllItems.aspx?id=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSouth%20Somerset%2F1%2E%20conservation%5Fareas%5Fin%5Fsouth%5Fsomerset%2Epdf&parent=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSouth%20Somerset&p=true&ga=1",,,"Copied to Somerset as UA",,,,44003312
8146,"Blackford",,"No Appraisal document","https://somersetcc.sharepoint.com/sites/SCCPublic/Other%20Sites/Forms/AllItems.aspx?id=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSouth%20Somerset%2F1%2E%20conservation%5Fareas%5Fin%5Fsouth%5Fsomerset%2Epdf&parent=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSouth%20Somerset&p=true&ga=1",,,"Copied to Somerset as UA",,,,44003374
8067,"Bower Hinton",,"No Appraisal document","https://somersetcc.sharepoint.com/sites/SCCPublic/Other%20Sites/Forms/AllItems.aspx?id=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSouth%20Somerset%2F1%2E%20conservation%5Fareas%5Fin%5Fsouth%5Fsomerset%2Epdf&parent=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSouth%20Somerset&p=true&ga=1",,,"Copied to Somerset as UA",,,,44006022
8147,"Bruton",,"https://somersetcc.sharepoint.com/:b:/s/SCCPublic/ETmgY2tXgw9GjGc-QRou8B8BJMdDhlBnD00NpUIurjWrMg?e=YuybeB","https://www.somerset.gov.uk/planning-buildings-and-land/heritage-and-landscape/conservation-areas/conservation-areas-maps-and-appraisals/?district=South+Somerset",,,"Copied to Somerset as UA Best Map is shown on page 38 of the appraisal document. ",,,,44003386
8063,"Buckland St Mary",,"No Appraisal document","https://somersetcc.sharepoint.com/sites/SCCPublic/Other%20Sites/Forms/AllItems.aspx?id=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSouth%20Somerset%2F1%2E%20conservation%5Fareas%5Fin%5Fsouth%5Fsomerset%2Epdf&parent=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSouth%20Somerset&p=true&ga=1",,,"Copied to Somerset as UA",,,,44003320
8148,"Cadbury Castle",,"No Appraisal document","https://somersetcc.sharepoint.com/sites/SCCPublic/Other%20Sites/Forms/AllItems.aspx?id=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSouth%20Somerset%2F1%2E%20conservation%5Fareas%5Fin%5Fsouth%5Fsomerset%2Epdf&parent=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSouth%20Somerset&p=true&ga=1",,,"Copied to Somerset as UA",,,,44003345
7651,"Castle Cary",,"https://somersetcc.sharepoint.com/:b:/s/SCCPublic/EbnTyyGYjKRDv6ztFWzV118BFtGsPiBsDcAStHmLZwTJAQ?e=55Jwri","https://www.somerset.gov.uk/planning-buildings-and-land/heritage-and-landscape/conservation-areas/conservation-areas-maps-and-appraisals/?district=South+Somerset",,,"Copied to Somerset as UA Best Map is shown on page 37 of the appraisal document. ",,,,44003385
8149,"Chaffcombe",,"No Appraisal document","https://somersetcc.sharepoint.com/sites/SCCPublic/Other%20Sites/Forms/AllItems.aspx?id=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSouth%20Somerset%2F1%2E%20conservation%5Fareas%5Fin%5Fsouth%5Fsomerset%2Epdf&parent=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSouth%20Somerset&p=true&ga=1",,,"Copied to Somerset as UA",,,,44003346
