reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,entity
ASR,"Aston Rowant",,"No Appraisal document","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,,"",,,,44004371
AST,"Aston Tirrold/Aston Upthorpe",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2022/11/Aston-Tirrold-Upthorpe-Conservation-Area-Appraisal-and-Management-Plan.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,," Best Map is shown on page 1 of the appraisal document. ",,,,44004384
BEC,"Beckley",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2020/09/Beckley-CA-Study-1998_.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,," Best Map is shown on page 14 of the appraisal document. ",,,,44004352
BEN,"Benson",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2020/09/Conservation-Area-Study-Benson_0.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,,"",,,,44004389
BER,"Berrick Salome",,"No Appraisal document","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,,"",,,,44004393
BRB,"Brightwell Baldwin",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2020/09/brightwell-baldwin-ca-study.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,,"",,,,44004400
BRS,"Brightwell-cum-Sotwell",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2022/11/Brightwell-cum-Sotwell-Conservation-Area-Appraisal-and-Management-Plan.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,," Best Map is shown on page 1 of the appraisal document. ",,,,44004386
BRT,"Britwell Salome",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2020/09/britwell-salome-ca-study.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,,"",,,,44004397
CHA,"Chalgrove",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2020/09/Chalgrove-ca-study.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,,"",,,,44004399
CHE,"Checkendon",,"No Appraisal document","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,,"",,,,44004408
CHI,"Chinnor",,"No Appraisal document","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,,"",,,,44004368
CHO,"Cholsey",,"No Appraisal document","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,,"",,,,44004404
CLI,"Clifton Hampden",,"No Appraisal document","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,,"",,,,44004374
CUL,"Culham",,"No Appraisal document","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,,"",,,,44004375
CUX,"Cuxham",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2023/11/Cuxham-Conservation-Area-Appraisal.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,," Best Map is shown on page 5 of the appraisal document. ",,,,44004401
DIN,"Didcot Northbourne",,"No Appraisal document","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,,"",,,,44004379
DIO,"Didcot Old",,"No Appraisal document","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,,"",,,,44004377
DIS,"Didcot, Station Road",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2020/09/didcot_station_road_CACA_21_03_2005.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,,"",,,,44004378
DOR,"Dorchester-on-Thames",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2023/11/Dorchester-Overy-Conservation-Area-Appraisal.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,," Best Map is shown on page 4 of the appraisal document. ",,,,44004394
EHA,"East Hagbourne",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2020/09/East-Hagbourne-Character-Study.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,,"",,,,44004381
ELS,"Elsfield",,"No Appraisal document","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,,"",,,,44004351
EWE,"Ewelme",,"No Appraisal document","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,,"",,,,44004396
FOR,"Forest Hill",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2020/09/Forest-Hill-character-study_0.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,," Best Map is shown on page 14 of the appraisal document. ",,,,44004354
GAR,"Garsington",,"No Appraisal document","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,,"",,,,44004358
GAT,"Gatehampton",,"No Appraisal document","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,,"",,,,44004418
GOR,"Goring",,"No Appraisal document","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,,"",,,,44004420
GRH,"Great Haseley",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2022/11/Great-Haseley-Conservation-Area-Appraisal-and-Management-Plan.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,," Best Map is shown on page 1 of the appraisal document. ",,,,44004361
GRM,"Great Milton",,"No Appraisal document","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,,"",,,,44004360
GRG,"Grey's Green",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2020/09/greys-green-ca-study.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,,"",,,,44004412
HEN,"Henley on Thames",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2023/01/HenleyCAA_19January2023.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,,"Council has 44004413, 44004414, 44004415 combined into one document Best Map is shown on page 141 of the appraisal document. ",,,,44004415
HER,"Henley on Thames, Reading Road",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2023/01/HenleyCAA_19January2023.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,,"Council has 44004413, 44004414, 44004415 combined into one document Best Map is shown on page 141 of the appraisal document. ",,,,44004413
HES,"Henley on Thames, St Marks Road",,"https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2023/01/HenleyCAA_19January2023.pdf","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,,"Council has 44004413, 44004414, 44004415 combined into one document Best Map is shown on page 141 of the appraisal document. ",,,,44004414
KIN,"Kingston Blount",,"No Appraisal document","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,,"",,,,44004370
LEW,"Lewknor",,"No Appraisal document","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,,"",,,,44004372
LIH,"Little Haseley",,"No Appraisal document","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,,"",,,,44004362
LIM,"Little Milton",,"No Appraisal document","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",,,"",,,,44004359
