reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,entity
3404,"Black Jacks and Copper Mill Lock",,"No Appraisal document","https://www.hillingdon.gov.uk/conservation-areas",,,"",,1980-10-23,,44002426
3407,"Botwell, Nestles",,"No Appraisal document","https://www.hillingdon.gov.uk/conservation-areas",,,"",,1988-06-20,,44002444
3406,"Botwell, Thorn EMI",,"No Appraisal document","https://www.hillingdon.gov.uk/conservation-areas",,,"",,1988-06-20,,44002443
3420,"Bulls Bridge",,"No Appraisal document","https://www.hillingdon.gov.uk/conservation-areas",,,"",,1973-01-01,,44002446
3402,"Cowley Church (St Laurence)",,"No Appraisal document","https://www.hillingdon.gov.uk/conservation-areas",,,"",,1988-01-01,,44002441
3415,"Cowley Lock, Uxbridge",,"No Appraisal document","https://www.hillingdon.gov.uk/conservation-areas",,,"",,1975-03-27,,44002442
New1866,"Cranford Park",,"No Appraisal document","https://www.hillingdon.gov.uk/conservation-areas",,,"",,,,
3414,"Denham Lock, Uxbridge",,"No Appraisal document","https://www.hillingdon.gov.uk/conservation-areas",,,"",,1975-07-03,,44008848
3418,"Eastcote Park Estate",,"https://www.hillingdon.gov.uk/media/3850/Eastcote-Park-appraisal/pdf/deCA_Appraisal_EPE_-_FINAL_March.07.pdf?m=1603207575653","https://www.hillingdon.gov.uk/conservation-areas",,," Extra documents are available. ",,2005-01-01,,44002435
3417,"Eastcote Village",,"No Appraisal document","https://www.hillingdon.gov.uk/conservation-areas",,,"",,2011-01-12,,44004083
3416,"Morford Way, Eastcote",,"No Appraisal document","https://www.hillingdon.gov.uk/conservation-areas",,,"",,1988-11-01,,44002434
3405,"Northwood, Frithwood",,"No Appraisal document","https://www.hillingdon.gov.uk/conservation-areas",,," Extra documents are available. ",,2009-12-02,,44004084
8266,"Northwood Town Centre, Green Lane",,"https://www.hillingdon.gov.uk/media/3871/Northwood-Conservation-Area-Report-Sep-2019/pdf/m1Northwood_Conservation_Area_Report_Sep_2019_Online.pdf?m=1603208649500","https://www.hillingdon.gov.uk/conservation-areas",,,"",,2009-12-02,,44004085
3393,"Harefield Village",,"No Appraisal document","https://www.hillingdon.gov.uk/conservation-areas",,,"",,1990-07-26,,44002427
3422,"Harlington Village",,"https://www.hillingdon.gov.uk/media/3861/Harlington-Village-appraisal/pdf/h9Harlington_Village_CA_Appraisal_CHIPS_SEPT2015_FINAL.pdf?m=1603208047277","https://www.hillingdon.gov.uk/conservation-areas",,,"",,2015-10-21,,44006368
3401,"Harmondsworth Village",,"https://www.hillingdon.gov.uk/media/3863/Harmondsworth-Village-appraisal/pdf/i7CA_Appraisal_Harmondsworth_-_FINAL_March.07.pdf?m=1603208168827","https://www.hillingdon.gov.uk/conservation-areas",,,"",,1970-01-29,,44002448
3399,"Hayes Village",,"https://www.hillingdon.gov.uk/media/3865/Hayes-Village-appraisal/pdf/ilHayes_Village_CA_Appraisal_CHIPS_SEPT2015_FINAL.pdf?m=1603208261457","https://www.hillingdon.gov.uk/conservation-areas",,,"",,1970-01-29,,44006369
3398,"Hillingdon Village",,"No Appraisal document","https://www.hillingdon.gov.uk/conservation-areas",,,"",,1973-03-15,,44002440
3395,"Ickenham Village",,"No Appraisal document","https://www.hillingdon.gov.uk/conservation-areas",,,"",,1970-01-29,,44002431
3409,"Longford Village",,"https://www.hillingdon.gov.uk/media/3869/Longford-Village-appraisal/pdf/k9CA_Appraisal_Longford_-_FINAL_March.07.pdf?m=1603208429630","https://www.hillingdon.gov.uk/conservation-areas",,,"",,1970-02-16,,44002449
3396,"Old Uxbridge and Windsor Street",,"No Appraisal document","https://www.hillingdon.gov.uk/conservation-areas",,,"",,1988-02-04,,44002437
10017,"Rockingham Bridge",,"No Appraisal document","https://www.hillingdon.gov.uk/conservation-areas",,," Extra documents are available. ",,2012-12-19,,44006370
3394,"Ruislip Village",,"https://www.hillingdon.gov.uk/media/3879/Ruislip-Village-appraisal/pdf/olRuislip_CA_Appraisal-_July_2010.pdf?m=1603208969717","https://www.hillingdon.gov.uk/conservation-areas",,,"",,2009-01-14,,44002432
3411,"Ruislip, Manor Way",,"No Appraisal document","https://www.hillingdon.gov.uk/conservation-areas",,,"",,1989-01-01,,44002433
3410,"Springwell Lock",,"No Appraisal document","https://www.hillingdon.gov.uk/conservation-areas",,,"",,1975-07-31,,44002425
3408,"The Glen, Northwood",,"https://www.hillingdon.gov.uk/media/3855/The-Glen-appraisal/pdf/esThe_Glen_Appraisal.pdf?m=1603207795047","https://www.hillingdon.gov.uk/conservation-areas",,," Extra documents are available. ",,2007-07-18,,44008924
3397,"The Greenway, Uxbridge",,"No Appraisal document","https://www.hillingdon.gov.uk/conservation-areas",,,"",,1975-10-16,,44002439
3421,"Uxbridge Moor",,"No Appraisal document","https://www.hillingdon.gov.uk/conservation-areas",,,"",,2003-07-10,,44002438
New1888,"Uxbridge Lock",,"No Appraisal document","https://www.hillingdon.gov.uk/conservation-areas",,,"",,2003-07-10,,
3400,"West Drayton Green",,"No Appraisal document","https://www.hillingdon.gov.uk/conservation-areas",,,"",,1969-11-10,,44002447
3413,"Widewater Lock",,"No Appraisal document","https://www.hillingdon.gov.uk/conservation-areas",,,"",,1988-01-01,,44002428
