reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,entity
8444,"Ashmansworth",,"https://www.basingstoke.gov.uk/content/page/33770/Ashmansworth%20CAA.pdf","https://www.basingstoke.gov.uk/conservationappraisals",,,"",,2004-02-19,,44003528
8445,"Basingstoke Canal",,"https://www.basingstoke.gov.uk/content/page/64346/Basingstoke%20Canal%20CAA.pdf","https://www.basingstoke.gov.uk/conservationappraisals",,,"",,2003-07-17,,44003543
8446,"Basingstoke Town",,"https://www.basingstoke.gov.uk/content/page/44210/Basingstoke%20Town.pdf","https://www.basingstoke.gov.uk/conservationappraisals",,,"Map has been superseded Extra documents are available. ",,2015-09-29,,44006782
8447,"Bradley",,"https://www.basingstoke.gov.uk/content/page/33779/Bradley%20CAA.pdf","https://www.basingstoke.gov.uk/conservationappraisals",,,"",,2004-02-19,,44003556
8448,"Bramley and Bramley Green",,"https://www.basingstoke.gov.uk/content/page/33782/Bramley%20and%20Bramley%20Green%20Conservation%20Area%20Appraisal%20.pdf","https://www.basingstoke.gov.uk/conservationappraisals",,,"",,2003-07-17,,44003559
8449,"Brookvale West",,"https://www.basingstoke.gov.uk/content/page/64348/Brookvale%20West%20CAA.pdf","https://www.basingstoke.gov.uk/conservationappraisals",,,"",,2003-07-17,,44003525
8450,"Brown and Chilton Candover",,"https://www.basingstoke.gov.uk/content/page/33788/Brown%20and%20Chilton%20Candover%20Conservation%20Area%20Appraisal.pdf","https://www.basingstoke.gov.uk/conservationappraisals",,,"",,2003-07-17,,44003563
8451,"Church Oakley",,"https://www.basingstoke.gov.uk/content/page/33791/Church%20Oakley%20Conservation%20Area%20Appraisal.pdf","https://www.basingstoke.gov.uk/conservationappraisals",,,"",,2003-07-17,,44003557
8479,"Tadley, Church Road",,"https://www.basingstoke.gov.uk/content/page/33882/Tadley,%20Church%20Road%20Conservation%20Area%20Appraisal.pdf","https://www.basingstoke.gov.uk/conservationappraisals",,,"",,2003-07-17,,44003541
8452,"Cliddesden",,"https://www.basingstoke.gov.uk/content/page/33794/Cliddesden%20CAA.pdf","https://www.basingstoke.gov.uk/conservationappraisals",,,"",,2003-02-20,,44003527
8453,"Deane",,"https://www.basingstoke.gov.uk/content/page/33797/Deane%20Conservation%20Area%20Appraisal.pdf","https://www.basingstoke.gov.uk/conservationappraisals",,,"",,2003-07-17,,44003558
8454,"Dummer",,"https://www.basingstoke.gov.uk/content/page/33800/Dummer%20Conservation%20Area%20Appraisal.pdf","https://www.basingstoke.gov.uk/conservationappraisals",,,"",,2003-02-20,,44003553
