reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,entity
D_ASR_1,ASR,"Aston Rowant","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","No Appraisal document",area-appraisal,,,,,44004371
D_ASR_2,ASR,"Aston Rowant","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2022/10/Aston-Rowant-1.pdf,area-map,,,,,44004371
D_AST_1,AST,"Aston Tirrold/Aston Upthorpe","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2022/11/Aston-Tirrold-Upthorpe-Conservation-Area-Appraisal-and-Management-Plan.pdf",area-appraisal,,,,,44004384
D_BEC_1,BEC,"Beckley","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2020/09/Beckley-CA-Study-1998_.pdf",area-appraisal,,,,,44004352
D_BEN_1,BEN,"Benson","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2020/09/Conservation-Area-Study-Benson_0.pdf",area-appraisal,,,,,44004389
D_BER_1,BER,"Berrick Salome","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","No Appraisal document",area-appraisal,,,,,44004393
D_BER_2,BER,"Berrick Salome","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/",https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2022/10/Berrick-Salome.pdf,area-map,,,,,44004393
D_BRB_1,BRB,"Brightwell Baldwin","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2020/09/brightwell-baldwin-ca-study.pdf",area-appraisal,,,,,44004400
D_BRS_1,BRS,"Brightwell-cum-Sotwell","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2022/11/Brightwell-cum-Sotwell-Conservation-Area-Appraisal-and-Management-Plan.pdf",area-appraisal,,,,,44004386
D_BRT_1,BRT,"Britwell Salome","https://www.southoxon.gov.uk/south-oxfordshire-district-council/planning-and-development/building-conservation-and-design/conservation-areas/designated-conservation-areas-character-appraisals-management-plans-and-maps/","https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2020/09/britwell-salome-ca-study.pdf",area-appraisal,,,,,44004397
