reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,entity
2781,"Brattleby",,"https://www.west-lindsey.gov.uk/sites/default/files/2022-02/Brattleby%20conservation%20area%20appraisal.pdf","https://www.west-lindsey.gov.uk/planning-building-control/planning/conservation-environment/conservation-areas",,," Best Map is shown on page 12 of the appraisal document. ",,,,44001539
2782,"Burton",,"https://www.west-lindsey.gov.uk/sites/default/files/2022-02/Burton%20conservation%20area%20appraisal.pdf","https://www.west-lindsey.gov.uk/planning-building-control/planning/conservation-environment/conservation-areas",,," Best Map is shown on page 26 of the appraisal document. ",,,,44001540
2783,"Caistor",,"https://www.west-lindsey.gov.uk/sites/default/files/2022-02/Caistor%20conservation%20area%20appraisal.pdf","https://www.west-lindsey.gov.uk/planning-building-control/planning/conservation-environment/conservation-areas",,," Best Map is shown on page 22, P23 of the appraisal document. ",,,,44001557
2784,"East Stockwith",,"https://www.west-lindsey.gov.uk/sites/default/files/2022-02/East%20Stockwith%20Conservation%20Area%20Appraisal.pdf","https://www.west-lindsey.gov.uk/planning-building-control/planning/conservation-environment/conservation-areas",,," Best Map is shown on page 9 of the appraisal document. ",,,,44001541
2785,"Fillingham",,"https://www.west-lindsey.gov.uk/sites/default/files/2022-02/Fillingham%20Conservation%20Area%20Appraisal.pdf","https://www.west-lindsey.gov.uk/planning-building-control/planning/conservation-environment/conservation-areas",,," Best Map is shown on page 27 of the appraisal document. ",,,,44001542
2786,"Gainsborough Britannia Works",,"https://www.west-lindsey.gov.uk/sites/default/files/2022-02/Gainsborough%20Britannia%20Works%20Conservation%20Area.pdf","https://www.west-lindsey.gov.uk/planning-building-control/planning/conservation-environment/conservation-areas",,," Best Map is shown on page 3 of the appraisal document. ",,,,44001554
2787,"Gainsborough Riverside",,"https://www.west-lindsey.gov.uk/sites/default/files/2022-02/Gainsborough%20Riverside%20Conservation%20Area%20Appraisal.pdf","https://www.west-lindsey.gov.uk/planning-building-control/planning/conservation-environment/conservation-areas",,," Best Map is shown on page 21 of the appraisal document. ",,,,44001538
2788,"Gainsborough Town Centre",,"https://www.west-lindsey.gov.uk/sites/default/files/2022-02/Gainsborough%20Town%20Centre%20Conservation%20Area%20Appraisal.pdf","https://www.west-lindsey.gov.uk/planning-building-control/planning/conservation-environment/conservation-areas",,," Best Map is shown on page 46 of the appraisal document. ",,,,44001537
2789,"Glentham",,"https://www.west-lindsey.gov.uk/sites/default/files/2022-02/Glentham%20Conservation%20Area%20Appraisal.pdf","https://www.west-lindsey.gov.uk/planning-building-control/planning/conservation-environment/conservation-areas",,," Best Map is shown on page 35 of the appraisal document. ",,,,44001543
2790,"Glentworth",,"https://www.west-lindsey.gov.uk/sites/default/files/2022-02/Glentworth%20Conservation%20Area%20Appraisal.pdf","https://www.west-lindsey.gov.uk/planning-building-control/planning/conservation-environment/conservation-areas",,," Best Map is shown on page 27 of the appraisal document. ",,,,44001544
2791,"Great Limber",,"https://www.west-lindsey.gov.uk/sites/default/files/2022-02/Great%20Limber%20Conservation%20Area%20Appraisal.pdf","https://www.west-lindsey.gov.uk/planning-building-control/planning/conservation-environment/conservation-areas",,," Best Map is shown on page 25 of the appraisal document. ",,,,44001556
2792,"Hackthorn",,"https://www.west-lindsey.gov.uk/sites/default/files/2022-02/Hackthorn%20Conservation%20Area%20Appraisal.pdf","https://www.west-lindsey.gov.uk/planning-building-control/planning/conservation-environment/conservation-areas",,," Best Map is shown on page 15 of the appraisal document. ",,,,44001545
2793,"Hemswell",,"https://www.west-lindsey.gov.uk/sites/default/files/2022-02/Hemswell%20Conservation%20Area%20Appraisal.pdf","https://www.west-lindsey.gov.uk/planning-building-control/planning/conservation-environment/conservation-areas",,," Best Map is shown on page 13 of the appraisal document. ",,,,44001546
