reference,name,designation-date,document-url,documentation-url,geometry,point,notes,organisation,entry_date,start_date,end_date,ca_entity
106_DEB_CA11,"Hognaston",,"No appraisal document","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",,,"",local-authority:DEB,,,,44000988
106_DEB_CA12,"Hulland",,"No appraisal document","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",,,"",local-authority:DEB,,,,44000978
106_DEB_CA13,"Kirk Ireton",,"https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas/kirk-ireton#h1","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",,,"Extra documents are available. ",local-authority:DEB,,,,44000987
106_DEB_CA14,"Kniveton",,"No appraisal document","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",,,"",local-authority:DEB,,,,44000990
106_DEB_CA15,"Longford",,"https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas/longford#h2","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",,,"",local-authority:DEB,,,,44005234
106_DEB_CA16,"Lumsdale",,"https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas/lumsdale#h2","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",,,"Extra documents are available. ",local-authority:DEB,,,,44004721
106_DEB_CA17,"Mapleton",,"No appraisal document","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",,,"",local-authority:DEB,,,,44000984
106_DEB_CA18,"Matlock Bank",,"https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas/matlock-bank#h2","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",,,"Extra documents are available. ",local-authority:DEB,,,,44000993
106_DEB_CA19,"Matlock Bath",,"https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas/matlock-bath#h2","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",,,"Extra documents are available. ",local-authority:DEB,,,,44000991
106_DEB_CA20,"Matlock Bridge",,"https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas/matlock-bridge#h2","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",,,"Extra documents are available. ",local-authority:DEB,,,,44004720
106_DEB_CA21,"Matlock Dale",,"No appraisal document","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",,,"",local-authority:DEB,,,,44005260
106_DEB_CA22,"Middleton",,"https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas/middleton#h2","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",,,"Extra documents are available. ",local-authority:DEB,,,,44004718
106_DEB_CA23,"Norbury",,"No appraisal document","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",,,"",local-authority:DEB,,,,44000979
106_DEB_CA24,"Old Matlock",,"https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas/old-matlock#h2","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",,,"Extra documents are available. ",local-authority:DEB,,,,44005259
106_DEB_CA25,"Osmaston",,"No appraisal document","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",,,"",local-authority:DEB,,,,44000981
106_DEB_CA26,"Riber",,"https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas/riber#h1","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",,,"Extra documents are available. ",local-authority:DEB,,,,44005423
106_DEB_CA27,"Rocester",,"No appraisal document","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",,,"Extra documents are available. ",local-authority:DEB,,,,44000982
106_DEB_CA28,"Shirley",,"https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas/shirley#h4","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",,,"Extra documents are available. ",local-authority:DEB,,,,44005261
106_DEB_CA29,"Snelston",,"No appraisal document","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",,,"",local-authority:DEB,,,,44000980
106_DEB_CA30,"Somersal Herbert",,"https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas/somersal-herbert#h2","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",,,"Extra documents are available. ",local-authority:DEB,,,,44005262
106_DEB_CA31,"Stanton Lees",,"No appraisal document","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",,,"",local-authority:DEB,,,,44000191
106_DEB_CA32,"Sudbury",,"https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas/sudbury#h2","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",,,"",local-authority:DEB,,,,44000985
106_DEB_CA33,"Wirksworth",,"https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas/wirksworth#h2","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",,,"Extra documents are available. ",local-authority:DEB,,,,44000986
