reference,name,designation-date,document-url,documentation-url,geometry,point,notes,organisation,entry_date,start_date,end_date,ca_entity
106_DEB_CA1,"Ashbourne",,"https://www.derbyshiredales.gov.uk/documents/ashbourne-conservation-area-appraisal-00-front-cover-contents-and-summary/download","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",,,"Extra documents are available. ",local-authority:DEB,,,,44004716
106_DEB_CA2,"Bolehill",,"No appraisal document","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",,,"",local-authority:DEB,,,,44000994
106_DEB_CA3,"Bonsall",,"https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas/bonsall#h2","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",,,"Extra documents are available. ",local-authority:DEB,,,,44005284
106_DEB_CA4,"Brailsford",,"No appraisal document","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",,,"",local-authority:DEB,,,,44000977
106_DEB_CA5,"Brassington",,"https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas/brassington#h2","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",,,"Extra documents are available. ",local-authority:DEB,,,,44000989
106_DEB_CA6,"Callow Hall",,"No appraisal document","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",,,"",local-authority:DEB,,,,44000983
106_DEB_CA7,"Carsington and Hopton",,"https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas/carsington-and-hopton#h2","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",,,"Extra documents are available. ",local-authority:DEB,,,,44004717
106_DEB_CA8,"Castle Top/Lea Bridge and High Peak",,"https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas/castle-top-lea-bridge-and-high-peak#h2","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",,,"",local-authority:DEB,,,,44000992
106_DEB_CA9,"Cromford",,"https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas/cromford#h3","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",,,"Extra documents are available. ",local-authority:DEB,,,,44004719
106_DEB_CA10,"Gorseybank",,"No appraisal document","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",,,"",local-authority:DEB,,,,44000995
