reference,name,designation-date,document-url,documentation-url,geometry,point,notes,organisation,entry_date,start_date,end_date,ca_entity
136_EXE_CA1,"Alphin Brook",,"https://drive.google.com/file/d/0B4CpCORtOQdTVTlZUFo4bkwyYWM/view?usp=drive_link&resourcekey=0-B24OIKnTg2ef7-I8VncPtA","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/",,,"Extra documents are available. ",local-authority:EXE,,,,44003969
136_EXE_CA2,"Alphington",,"https://drive.google.com/file/d/0B4CpCORtOQdTQ1dyRS0zdXlSRTA/view?usp=sharing&resourcekey=0-qm7GxKQeon3ta9oxUe0aeQ","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/",,,"Extra documents are available. ",local-authority:EXE,,,,44003968
136_EXE_CA3,"Belmont",,"https://drive.google.com/file/d/0B4CpCORtOQdTeGVPUzFEbVNXRWc/view?usp=drive_link&resourcekey=0-uI8IoRAJ5bLvF5A1qGE8VQ","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/",,,"Extra documents are available. ",local-authority:EXE,,,,44003977
136_EXE_CA4,"Central",,"https://drive.google.com/file/d/0B4CpCORtOQdTT0NjbjFBRGVzdHc/view?usp=drive_link&resourcekey=0-2u-qufxh0q2RvKHWy-3hIQ","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/",,,"Extra documents are available. ",local-authority:EXE,,,,44003981
136_EXE_CA5,"Cowick",,"https://drive.google.com/file/d/0B4CpCORtOQdTaExhSDZ3OUhaYkU/view?usp=drive_link&resourcekey=0-zPzScVYCaPHQnXs_yALlNA","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/",,,"Extra documents are available. ",local-authority:EXE,,,,44003970
136_EXE_CA6,"Exwick",,"https://drive.google.com/file/d/0B4CpCORtOQdTeEYyLXVucEhTV2M/view?usp=drive_link&resourcekey=0-cD7-VFNUnQAqNNqEYdF6VA","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/",,,"Extra documents are available. ",local-authority:EXE,,,,44003972
136_EXE_CA7,"Heavitree",,"https://drive.google.com/file/d/0B4CpCORtOQdTN1RsS1RkeFpPVFk/view?usp=drive_link&resourcekey=0-iOAFa4HDsGbD006jEISMzQ","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/",,,"Extra documents are available. ",local-authority:EXE,,,,44003974
136_EXE_CA8,"Longbrook",,"https://drive.google.com/file/d/0B4CpCORtOQdTTjlDUkxQZkpsN0E/view?usp=drive_link&resourcekey=0-HqBWT1OrcAGAvrFZE9xOGw","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/",,,"Extra documents are available. ",local-authority:EXE,,,,44003979
136_EXE_CA9,"Lower Summerlands",,"https://drive.google.com/file/d/0B4CpCORtOQdTQlRmcF9kb2lIMkk/view?usp=drive_link&resourcekey=0-Ak7114Ceue1JVK_8wfZHog","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/",,,"Extra documents are available. ",local-authority:EXE,,,,44003978
136_EXE_CA10,"Midway Terrace & Ide Lane",,"https://drive.google.com/file/d/0B4CpCORtOQdTYzY1Nl9helNxV1E/view?usp=drive_link&resourcekey=0-o5GHWvLV9BE6QXLBOO_lHg","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/",,,"Extra documents are available. ",local-authority:EXE,,,,44000587
